episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
529,100.0,0.0,100.0,40.53,4.0,0.12
530,100.0,0.0,100.0,15.75,8.0,0.12
531,86.0,0.0,100.0,29.07,4.0,0.12
532,12.0,0.35,65.0,24.72,1.0,0.11
533,100.0,0.0,100.0,19.62,8.0,0.13
534,100.0,0.0,100.0,31.25,16.0,0.12
535,100.0,0.0,100.0,28.7,4.0,0.13
536,66.0,0.02,98.0,22.95,2.0,0.12
537,100.0,0.0,100.0,25.58,8.0,0.13
538,100.0,0.0,100.0,3.83,16.0,0.12
539,100.0,0.0,100.0,31.55,8.0,0.13
540,100.0,0.0,100.0,16.03,16.0,0.13
541,100.0,0.0,100.0,20.32,16.0,0.14
542,78.0,0.0,100.0,26.44,4.12,0.13
543,100.0,0.0,100.0,15.93,4.0,0.13
544,100.0,0.0,100.0,33.13,8.0,0.12
545,100.0,0.0,100.0,63.57,16.0,0.12
546,76.0,0.02,98.0,15.99,2.0,0.12
547,100.0,0.0,100.0,23.3,16.0,0.12
548,20.0,0.3,70.0,45.67,1.0,0.12
549,56.0,0.04,96.0,27.78,2.0,0.12
550,100.0,0.0,100.0,13.16,4.24,0.12
551,100.0,0.0,100.0,30.59,8.0,0.12
552,58.0,0.03,97.0,23.84,2.0,0.13
553,100.0,0.0,100.0,29.47,7.92,0.12
554,4.0,0.31,69.0,17.74,1.0,0.11
555,62.0,0.04,96.0,28.35,2.0,0.13
556,66.0,0.06,94.0,19.57,2.0,0.12
557,100.0,0.0,100.0,51.2,8.0,0.12
558,72.0,0.0,100.0,22.59,4.04,0.13
559,18.0,0.33,67.0,30.01,1.0,0.11
560,84.0,0.01,99.0,8.42,2.0,0.12
561,74.0,0.01,99.0,31.85,2.0,0.12
562,68.0,0.03,97.0,23.43,2.0,0.12
563,60.0,0.03,97.0,11.99,2.0,0.12
564,60.0,0.02,98.0,16.88,2.02,0.12
565,100.0,0.0,100.0,12.06,8.0,0.13
566,100.0,0.0,100.0,18.02,8.0,0.12
567,72.0,0.0,100.0,26.82,4.36,0.12
568,100.0,0.0,100.0,12.99,15.88,0.13
569,16.0,0.32,68.0,39.54,1.0,0.11
570,100.0,0.0,100.0,45.53,8.0,0.12
571,68.0,0.0,100.0,30.19,2.56,0.12
572,58.0,0.07,93.0,30.65,1.94,0.12
573,26.0,0.27,73.0,35.18,1.25,0.12
574,100.0,0.0,100.0,29.03,7.92,0.12
575,100.0,0.0,100.0,76.14,7.88,0.12
576,98.0,0.01,99.0,4.03,8.0,0.12
577,72.0,0.06,94.0,34.81,2.06,0.12
578,100.0,0.0,100.0,52.47,15.86,0.13
579,100.0,0.0,100.0,16.56,16.0,0.12
580,98.0,0.0,100.0,43.39,7.82,0.12
581,100.0,0.0,100.0,28.45,15.84,0.12
582,100.0,0.0,100.0,30.95,15.4,0.12
583,100.0,0.0,100.0,45.48,15.76,0.13
584,100.0,0.0,100.0,30.0,8.08,0.12
585,-2.0,0.43,57.0,64.36,1.0,0.1
586,100.0,0.0,100.0,33.39,8.4,0.13
587,100.0,0.0,100.0,43.15,4.0,0.13
588,82.0,0.01,99.0,29.57,3.13,0.12
589,72.0,0.02,98.0,51.06,2.43,0.12
590,100.0,0.0,100.0,52.96,14.0,0.12
591,94.0,0.0,100.0,33.88,4.0,0.12
592,100.0,0.0,100.0,28.36,16.0,0.13
593,100.0,0.0,100.0,44.95,6.04,0.12
594,74.0,0.01,99.0,29.94,3.76,0.13
595,66.0,0.1,90.0,39.14,6.76,0.12
596,54.0,0.04,96.0,57.87,1.94,0.12
597,20.0,0.3,70.0,43.35,4.0,0.12
598,100.0,0.0,100.0,52.4,8.07,0.12
599,92.0,0.04,96.0,54.14,7.42,0.12
600,98.0,0.0,100.0,46.22,7.46,0.12
601,100.0,0.0,100.0,25.0,7.7,0.13
602,70.0,0.02,98.0,31.35,2.57,0.12
603,90.0,0.0,100.0,62.96,4.66,0.12
604,34.0,0.19,81.0,27.17,2.04,0.12
605,100.0,0.0,100.0,52.73,11.28,0.12
606,62.0,0.05,95.0,68.55,2.03,0.12
607,80.0,0.03,97.0,47.71,11.38,0.12
608,100.0,0.0,100.0,22.3,5.8,0.12
609,100.0,0.0,100.0,47.35,16.0,0.12
610,100.0,0.0,100.0,30.58,5.32,0.12
611,100.0,0.0,100.0,33.66,8.0,0.13
612,98.0,0.01,99.0,27.82,8.73,0.13
613,18.0,0.33,67.0,65.3,1.77,0.12
614,100.0,0.0,100.0,27.08,4.0,0.12
615,60.0,0.03,97.0,28.4,3.01,0.12
616,16.0,0.26,74.0,59.82,2.61,0.12
617,100.0,0.0,100.0,55.92,4.0,0.13
618,94.0,0.01,99.0,34.71,5.66,0.12
619,78.0,0.0,100.0,39.27,4.0,0.11
620,92.0,0.02,98.0,68.65,13.24,0.12
621,100.0,0.0,100.0,20.18,16.0,0.12
622,94.0,0.0,100.0,40.49,7.09,0.12
623,60.0,0.08,92.0,41.46,1.97,0.12
624,100.0,0.0,100.0,19.38,8.64,0.12
625,100.0,0.0,100.0,47.43,8.48,0.12
626,80.0,0.0,100.0,79.25,4.2,0.12
627,100.0,0.0,100.0,13.05,8.32,0.12
628,100.0,0.0,100.0,24.88,15.16,0.13
629,98.0,0.0,100.0,17.82,15.55,0.12
630,100.0,0.0,100.0,58.57,7.68,0.12
631,16.0,0.38,62.0,63.4,1.0,0.1
632,28.0,0.31,69.0,36.96,2.52,0.12
633,34.0,0.27,73.0,71.3,6.14,0.12
634,96.0,0.01,99.0,36.86,7.27,0.12
635,-4.0,0.36,64.0,27.62,1.19,0.11
636,84.0,0.0,100.0,37.35,4.0,0.12
637,56.0,0.04,96.0,20.66,2.02,0.12
638,28.0,0.25,75.0,59.9,1.0,0.11
639,100.0,0.0,100.0,54.5,7.64,0.12
640,76.0,0.03,97.0,23.68,2.21,0.12
641,74.0,0.04,96.0,35.64,3.94,0.13
642,60.0,0.06,94.0,52.34,2.32,0.13
643,100.0,0.0,100.0,30.4,15.85,0.13
644,98.0,0.0,100.0,24.23,15.26,0.12
645,66.0,0.02,98.0,44.71,2.24,0.12
646,100.0,0.0,100.0,60.93,15.7,0.12
647,100.0,0.0,100.0,14.57,4.0,0.12
648,24.0,0.24,76.0,54.67,1.0,0.12
649,100.0,0.0,100.0,11.39,8.0,0.12
650,100.0,0.0,100.0,13.83,15.64,0.12
651,100.0,0.0,100.0,26.21,4.48,0.12
652,98.0,0.01,99.0,14.63,8.0,0.12
653,100.0,0.0,100.0,35.64,8.0,0.13
654,78.0,0.0,100.0,40.3,4.24,0.13
655,86.0,0.0,100.0,16.59,4.0,0.13
656,74.0,0.02,98.0,21.32,2.0,0.12
657,100.0,0.0,100.0,35.45,8.24,0.13
658,98.0,0.01,99.0,42.42,15.7,0.13
659,100.0,0.0,100.0,20.34,16.0,0.12
660,100.0,0.0,100.0,30.1,15.76,0.13
661,100.0,0.0,100.0,25.89,16.0,0.12
662,100.0,0.0,100.0,37.02,15.64,0.13
663,100.0,0.0,100.0,6.98,8.0,0.12
664,100.0,0.0,100.0,43.91,7.82,0.12
665,-2.0,0.38,62.0,28.51,1.0,0.13
666,100.0,0.0,100.0,38.85,4.0,0.13
667,10.0,0.24,76.0,48.58,1.0,0.11
668,100.0,0.0,100.0,17.26,16.0,0.12
669,72.0,0.01,99.0,30.23,2.14,0.12
670,0.0,0.35,65.0,45.51,1.32,0.12
671,78.0,0.01,99.0,28.13,2.0,0.12
672,34.0,0.24,76.0,28.47,1.12,0.11
673,78.0,0.01,99.0,51.82,3.39,0.13
674,72.0,0.12,88.0,52.57,6.73,0.12
675,100.0,0.0,100.0,32.69,14.92,0.12
676,98.0,0.01,99.0,23.96,8.57,0.12
677,26.0,0.25,75.0,48.71,1.24,0.11
678,16.0,0.31,69.0,62.2,1.0,0.12
679,86.0,0.01,99.0,46.67,3.39,0.12
680,94.0,0.01,99.0,28.53,14.18,0.12
681,96.0,0.0,100.0,41.5,14.56,0.12
682,20.0,0.3,70.0,60.79,4.0,0.11
683,100.0,0.0,100.0,29.6,4.56,0.13
684,100.0,0.0,100.0,40.77,8.32,0.12
685,100.0,0.0,100.0,32.51,15.36,0.12
686,62.0,0.08,92.0,27.7,1.97,0.12
687,96.0,0.0,100.0,22.39,15.3,0.12
688,82.0,0.0,100.0,75.17,3.96,0.13
689,100.0,0.0,100.0,38.18,16.0,0.12
690,22.0,0.29,71.0,42.81,1.0,0.11
691,0.0,0.35,65.0,28.83,1.0,0.11
692,74.0,0.05,95.0,30.8,2.38,0.12
693,100.0,0.0,100.0,25.39,7.92,0.13
694,64.0,0.03,97.0,28.06,2.04,0.12
695,58.0,0.04,96.0,21.02,2.1,0.12
696,96.0,0.0,100.0,24.04,14.6,0.12
697,64.0,0.04,96.0,43.36,2.17,0.12
698,52.0,0.04,96.0,22.09,2.0,0.12
699,96.0,0.01,99.0,30.06,7.93,0.12
700,100.0,0.0,100.0,13.22,3.98,0.12
701,20.0,0.32,68.0,26.88,1.0,0.12
702,12.0,0.35,65.0,50.2,3.08,0.11
703,52.0,0.05,95.0,20.29,2.38,0.12
704,92.0,0.04,96.0,67.41,7.71,0.12
705,98.0,0.01,99.0,16.04,15.86,0.12
706,66.0,0.02,98.0,27.44,2.02,0.12
707,70.0,0.0,100.0,31.13,4.48,0.12
708,80.0,0.01,99.0,46.21,2.14,0.12
709,100.0,0.0,100.0,36.3,7.92,0.12
710,74.0,0.0,100.0,47.12,4.0,0.12
711,100.0,0.0,100.0,6.0,15.88,0.12
712,76.0,0.0,100.0,41.52,3.94,0.13
713,100.0,0.0,100.0,30.57,7.79,0.12
714,66.0,0.01,99.0,19.71,2.0,0.12
715,68.0,0.02,98.0,7.65,1.98,0.12
716,100.0,0.0,100.0,15.32,4.12,0.12
717,100.0,0.0,100.0,27.62,4.24,0.13
718,98.0,0.0,100.0,39.72,15.85,0.12
719,96.0,0.01,99.0,56.8,15.85,0.13
720,100.0,0.0,100.0,48.14,15.64,0.12
721,70.0,0.0,100.0,27.57,4.04,0.12
722,100.0,0.0,100.0,34.18,7.97,0.12
723,80.0,0.0,100.0,35.49,4.0,0.13
724,20.0,0.3,70.0,77.39,1.0,0.12
725,100.0,0.0,100.0,65.92,8.08,0.12
726,-4.0,0.45,55.0,44.01,1.0,0.1
727,100.0,0.0,100.0,21.12,15.86,0.12
728,64.0,0.02,98.0,27.39,2.0,0.12
729,100.0,0.0,100.0,11.99,16.0,0.12
730,100.0,0.0,100.0,27.57,16.0,0.12
731,6.0,0.37,63.0,54.89,1.11,0.11
732,54.0,0.05,95.0,18.49,2.0,0.12
733,100.0,0.0,100.0,27.9,16.0,0.12
734,82.0,0.02,98.0,22.82,2.0,0.12
735,72.0,0.0,100.0,37.27,3.96,0.12
736,100.0,0.0,100.0,23.06,8.0,0.12
737,74.0,0.0,100.0,17.11,3.97,0.12
738,100.0,0.0,100.0,15.77,4.04,0.13
739,100.0,0.0,100.0,30.9,7.93,0.12
740,88.0,0.0,100.0,42.99,4.12,0.12
741,2.0,0.4,60.0,26.35,1.75,0.11
742,100.0,0.0,100.0,51.73,7.92,0.12
743,8.0,0.35,65.0,12.9,1.0,0.11
744,0.0,0.36,64.0,69.84,1.02,0.11
745,98.0,0.0,100.0,24.27,7.88,0.13
746,100.0,0.0,100.0,18.72,16.0,0.12
747,100.0,0.0,100.0,26.88,15.88,0.12
748,26.0,0.25,75.0,27.99,1.2,0.11
749,12.0,0.29,71.0,38.69,1.0,0.11
750,56.0,0.02,98.0,24.71,2.0,0.12
751,6.0,0.32,68.0,35.19,1.0,0.11
752,10.0,0.37,63.0,24.42,1.33,0.11
753,60.0,0.03,97.0,30.52,2.0,0.12
754,50.0,0.03,97.0,27.39,2.0,0.12
755,100.0,0.0,100.0,20.86,8.0,0.12
756,100.0,0.0,100.0,19.28,4.0,0.12
757,44.0,0.05,95.0,61.0,2.02,0.12
758,12.0,0.35,65.0,62.54,1.05,0.11
759,100.0,0.0,100.0,24.12,16.0,0.13
760,100.0,0.0,100.0,28.91,16.0,0.12
761,-2.0,0.42,58.0,60.05,1.02,0.11
762,100.0,0.0,100.0,9.11,8.0,0.13
763,30.0,0.29,71.0,86.04,1.0,0.12
764,64.0,0.01,99.0,7.69,2.0,0.12
765,100.0,0.0,100.0,41.01,8.0,0.12
766,26.0,0.26,74.0,30.96,1.0,0.12
767,68.0,0.03,97.0,13.61,2.0,0.12
768,4.0,0.32,68.0,51.82,1.0,0.12
769,100.0,0.0,100.0,18.0,8.0,0.12
770,100.0,0.0,100.0,11.73,8.0,0.12
771,100.0,0.0,100.0,12.4,16.0,0.12
772,100.0,0.0,100.0,28.8,16.0,0.12
773,100.0,0.0,100.0,26.34,15.7,0.13
774,6.0,0.33,67.0,34.76,1.04,0.12
775,100.0,0.0,100.0,35.44,16.0,0.12
776,72.0,0.03,97.0,32.95,2.02,0.12
777,26.0,0.28,72.0,50.42,1.0,0.12
778,100.0,0.0,100.0,37.6,16.0,0.12
779,60.0,0.02,98.0,27.59,2.0,0.12
780,84.0,0.01,99.0,23.55,2.0,0.12
781,86.0,0.0,100.0,31.15,4.0,0.13
782,18.0,0.27,73.0,69.7,1.0,0.12
783,10.0,0.34,66.0,31.76,1.11,0.11
784,14.0,0.31,69.0,30.29,1.0,0.11
785,12.0,0.35,65.0,40.13,1.22,0.11
786,100.0,0.0,100.0,14.88,4.0,0.13
787,100.0,0.0,100.0,32.34,4.0,0.12
788,100.0,0.0,100.0,34.93,4.0,0.12
789,64.0,0.04,96.0,22.95,2.0,0.12
790,6.0,0.39,61.0,35.0,1.0,0.11
791,100.0,0.0,100.0,41.2,15.92,0.12
792,100.0,0.0,100.0,22.86,16.0,0.12
793,100.0,0.0,100.0,19.3,7.96,0.12
794,100.0,0.0,100.0,23.75,16.0,0.13
795,58.0,0.02,98.0,51.12,2.02,0.12
796,18.0,0.33,67.0,34.39,1.22,0.11
797,80.0,0.0,100.0,16.61,3.98,0.12
798,78.0,0.0,100.0,11.49,4.0,0.12
799,72.0,0.02,98.0,25.01,2.0,0.12
800,12.0,0.34,66.0,29.5,1.11,0.11
801,100.0,0.0,100.0,29.9,8.0,0.13
802,100.0,0.0,100.0,25.04,4.0,0.13
803,64.0,0.01,99.0,23.39,2.0,0.12
804,100.0,0.0,100.0,17.59,8.0,0.12
805,28.0,0.25,75.0,31.18,1.0,0.12
806,100.0,0.0,100.0,11.48,4.0,0.12
807,70.0,0.0,100.0,18.57,4.04,0.12
808,100.0,0.0,100.0,23.57,15.71,0.13
809,2.0,0.35,65.0,18.5,1.0,0.12
810,70.0,0.01,99.0,27.17,2.0,0.12
811,40.0,0.0,100.0,37.4,2.0,0.13
812,100.0,0.0,100.0,11.25,4.0,0.13
813,100.0,0.0,100.0,17.93,16.0,0.12
814,8.0,0.4,60.0,36.62,1.05,0.11
815,-4.0,0.39,61.0,58.05,1.0,0.11
816,-6.0,0.41,59.0,16.37,1.0,0.11
817,78.0,0.0,100.0,16.07,4.0,0.13
818,100.0,0.0,100.0,13.95,16.0,0.13
819,100.0,0.0,100.0,15.63,8.0,0.12
820,100.0,0.0,100.0,51.98,8.0,0.12
821,16.0,0.36,64.0,43.2,1.0,0.11
822,98.0,0.01,99.0,23.08,8.0,0.12
823,100.0,0.0,100.0,17.68,8.0,0.12
824,72.0,0.03,97.0,26.06,2.0,0.12
825,100.0,0.0,100.0,45.98,16.0,0.12
826,58.0,0.04,96.0,11.1,2.0,0.12
827,-2.0,0.45,55.0,16.77,1.0,0.12
828,6.0,0.33,67.0,49.84,1.0,0.11
829,100.0,0.0,100.0,47.23,8.0,0.12
830,100.0,0.0,100.0,18.32,16.0,0.12
831,58.0,0.04,96.0,49.96,2.0,0.12
832,100.0,0.0,100.0,21.9,16.0,0.13
833,100.0,0.0,100.0,32.03,16.0,0.12
834,72.0,0.0,100.0,15.78,4.0,0.12
835,100.0,0.0,100.0,11.79,8.0,0.12
836,78.0,0.0,100.0,37.05,4.0,0.13
837,2.0,0.32,68.0,71.18,1.0,0.11
838,100.0,0.0,100.0,9.43,16.0,0.13
839,100.0,0.0,100.0,22.29,16.0,0.12
840,80.0,0.0,100.0,26.09,4.0,0.13
841,74.0,0.02,98.0,22.14,2.0,0.12
842,100.0,0.0,100.0,7.47,8.0,0.12
843,100.0,0.0,100.0,13.72,16.0,0.13
844,72.0,0.0,100.0,34.38,4.0,0.12
845,100.0,0.0,100.0,34.07,8.0,0.12
846,76.0,0.01,99.0,13.68,2.0,0.12
847,100.0,0.0,100.0,29.14,8.0,0.13
848,22.0,0.31,69.0,23.29,1.0,0.11
849,100.0,0.0,100.0,31.27,8.0,0.12
850,100.0,0.0,100.0,58.94,8.0,0.12
851,80.0,0.02,98.0,25.33,2.0,0.12
852,100.0,0.0,100.0,31.82,4.0,0.12
853,100.0,0.0,100.0,45.54,8.0,0.12
854,84.0,0.0,100.0,21.54,4.0,0.12
855,12.0,0.31,69.0,40.69,1.0,0.12
856,8.0,0.35,65.0,65.33,1.0,0.11
857,82.0,0.0,100.0,8.74,4.0,0.13
858,-4.0,0.42,58.0,26.11,1.0,0.11
859,100.0,0.0,100.0,18.74,4.0,0.12
860,56.0,0.03,97.0,8.89,2.0,0.12
861,64.0,0.0,100.0,31.78,2.0,0.12
862,100.0,0.0,100.0,38.52,16.0,0.12
863,66.0,0.02,98.0,19.74,2.0,0.13
864,78.0,0.0,100.0,40.36,4.0,0.12
865,100.0,0.0,100.0,31.66,4.0,0.12
866,100.0,0.0,100.0,38.65,16.0,0.13
867,100.0,0.0,100.0,15.26,8.0,0.12
868,100.0,0.0,100.0,30.56,16.0,0.13
869,100.0,0.0,100.0,14.06,16.0,0.13
870,16.0,0.31,69.0,26.13,1.0,0.12
871,62.0,0.01,99.0,17.98,2.0,0.13
872,2.0,0.41,59.0,35.63,1.0,0.11
873,100.0,0.0,100.0,9.3,8.0,0.13
874,100.0,0.0,100.0,30.11,8.0,0.12
875,100.0,0.0,100.0,12.28,16.0,0.12
876,10.0,0.3,70.0,23.2,1.0,0.11
877,100.0,0.0,100.0,18.52,4.0,0.12
878,100.0,0.0,100.0,51.06,8.0,0.13
879,98.0,0.01,99.0,8.74,8.0,0.12
880,100.0,0.0,100.0,22.28,8.0,0.12
881,64.0,0.0,100.0,15.8,2.0,0.12
882,74.0,0.0,100.0,22.14,4.0,0.12
883,100.0,0.0,100.0,28.35,4.0,0.12
884,8.0,0.29,71.0,17.34,1.0,0.11
885,78.0,0.0,100.0,17.15,4.0,0.12
886,-4.0,0.43,57.0,41.94,1.0,0.11
887,100.0,0.0,100.0,22.85,8.0,0.12
888,64.0,0.02,98.0,46.07,2.0,0.12
889,64.0,0.01,99.0,26.48,2.0,0.13
890,70.0,0.0,100.0,60.9,4.0,0.12
891,100.0,0.0,100.0,24.91,16.0,0.12
892,100.0,0.0,100.0,20.08,8.0,0.12
893,100.0,0.0,100.0,25.4,8.0,0.13
894,100.0,0.0,100.0,20.74,8.0,0.12
895,100.0,0.0,100.0,21.75,8.0,0.12
896,66.0,0.02,98.0,35.2,2.0,0.12
897,-2.0,0.44,56.0,51.31,1.0,0.11
898,80.0,0.0,100.0,15.05,4.0,0.13
899,100.0,0.0,100.0,28.33,16.0,0.12
900,100.0,0.0,100.0,11.01,4.0,0.13
901,66.0,0.03,97.0,43.49,2.0,0.12
902,100.0,0.0,100.0,25.17,8.0,0.12
903,100.0,0.0,100.0,20.32,8.0,0.13
904,70.0,0.01,99.0,13.65,2.0,0.12
905,100.0,0.0,100.0,15.64,16.0,0.12
906,100.0,0.0,100.0,19.18,16.0,0.12
907,72.0,0.02,98.0,14.65,2.0,0.12
908,20.0,0.29,71.0,36.19,1.0,0.12
909,86.0,0.0,100.0,50.33,4.0,0.12
910,100.0,0.0,100.0,37.81,8.0,0.12
911,76.0,0.02,98.0,13.83,2.0,0.12
912,82.0,0.0,100.0,49.76,4.0,0.13
913,100.0,0.0,100.0,14.95,8.0,0.12
914,100.0,0.0,100.0,25.35,4.0,0.12
915,8.0,0.31,69.0,37.62,1.0,0.12
916,58.0,0.02,98.0,31.11,2.0,0.11
917,100.0,0.0,100.0,33.39,8.0,0.12
918,100.0,0.0,100.0,2.96,16.0,0.12
919,74.0,0.02,98.0,34.87,2.0,0.12
920,84.0,0.0,100.0,13.3,4.0,0.12
921,100.0,0.0,100.0,16.36,16.0,0.12
922,100.0,0.0,100.0,17.89,8.0,0.12
923,100.0,0.0,100.0,35.67,8.0,0.13
924,-4.0,0.41,59.0,30.83,1.0,0.11
925,100.0,0.0,100.0,45.49,8.0,0.12
926,100.0,0.0,100.0,43.97,4.0,0.12
927,100.0,0.0,100.0,33.41,8.0,0.13
928,100.0,0.0,100.0,18.02,8.0,0.12
929,100.0,0.0,100.0,24.21,16.0,0.12
930,68.0,0.03,97.0,36.09,2.0,0.12
931,80.0,0.0,100.0,29.51,4.0,0.12
932,6.0,0.31,69.0,58.95,1.0,0.11
933,100.0,0.0,100.0,19.56,8.0,0.12
934,24.0,0.25,75.0,16.39,1.0,0.11
935,14.0,0.23,77.0,30.12,1.0,0.12
936,100.0,0.0,100.0,40.73,16.0,0.12
937,74.0,0.0,100.0,24.76,4.0,0.12
938,72.0,0.03,97.0,19.65,2.0,0.12
939,100.0,0.0,100.0,24.23,8.0,0.12
940,100.0,0.0,100.0,43.52,4.0,0.12
941,100.0,0.0,100.0,17.32,8.0,0.12
942,16.0,0.32,68.0,63.79,1.0,0.11
943,100.0,0.0,100.0,32.02,4.0,0.12
944,100.0,0.0,100.0,15.62,16.0,0.12
945,84.0,0.0,100.0,22.79,4.0,0.12
946,100.0,0.0,100.0,20.2,8.0,0.12
947,100.0,0.0,100.0,19.72,16.0,0.12
948,84.0,0.0,100.0,14.16,4.0,0.12
949,20.0,0.3,70.0,27.86,1.0,0.11
950,10.0,0.29,71.0,26.06,1.0,0.11
951,-10.0,0.4,60.0,26.53,1.0,0.11
952,100.0,0.0,100.0,52.72,8.0,0.12
953,100.0,0.0,100.0,13.87,4.0,0.12
954,64.0,0.03,97.0,22.19,2.0,0.12
955,72.0,0.0,100.0,23.71,4.0,0.12
956,100.0,0.0,100.0,35.68,16.0,0.12
957,72.0,0.01,99.0,23.68,2.0,0.13
958,100.0,0.0,100.0,28.8,8.0,0.13
959,70.0,0.0,100.0,29.18,4.0,0.12
960,100.0,0.0,100.0,40.59,16.0,0.12
961,74.0,0.05,95.0,17.41,2.0,0.11
962,100.0,0.0,100.0,4.67,4.0,0.12
963,66.0,0.03,97.0,37.39,2.0,0.12
964,80.0,0.0,100.0,21.43,4.0,0.12
965,8.0,0.37,63.0,42.14,1.0,0.11
966,66.0,0.01,99.0,20.45,2.0,0.12
967,-2.0,0.34,66.0,28.14,1.0,0.11
968,100.0,0.0,100.0,42.11,16.0,0.12
969,88.0,0.0,100.0,67.6,4.0,0.12
970,100.0,0.0,100.0,35.59,4.0,0.12
971,100.0,0.0,100.0,18.64,8.0,0.12
972,74.0,0.05,95.0,37.31,2.0,0.12
973,100.0,0.0,100.0,16.93,16.0,0.12
974,100.0,0.0,100.0,11.3,4.0,0.12
975,100.0,0.0,100.0,30.46,8.0,0.12
976,100.0,0.0,100.0,20.34,8.0,0.12
977,22.0,0.34,66.0,30.33,1.0,0.11
978,78.0,0.04,96.0,27.34,2.0,0.12
979,100.0,0.0,100.0,13.73,16.0,0.12
980,84.0,0.0,100.0,16.91,4.0,0.12
981,100.0,0.0,100.0,14.82,4.0,0.12
982,100.0,0.0,100.0,14.2,8.0,0.12
983,52.0,0.01,99.0,55.53,2.0,0.12
984,60.0,0.0,100.0,38.4,4.0,0.12
985,100.0,0.0,100.0,34.81,16.0,0.12
986,54.0,0.03,97.0,16.83,2.0,0.12
987,24.0,0.21,79.0,33.78,1.0,0.11
988,100.0,0.0,100.0,15.48,8.0,0.12
989,72.0,0.01,99.0,44.6,2.0,0.12
990,74.0,0.02,98.0,32.97,2.0,0.12
991,74.0,0.0,100.0,12.79,2.0,0.12
992,100.0,0.0,100.0,13.06,4.24,0.12
993,100.0,0.0,100.0,24.15,4.0,0.13
994,100.0,0.0,100.0,19.61,8.0,0.12
995,100.0,0.0,100.0,33.66,16.0,0.12
996,76.0,0.02,98.0,12.2,2.0,0.12
997,100.0,0.0,100.0,24.95,16.0,0.13
998,98.0,0.0,100.0,38.63,15.85,0.12
999,100.0,0.0,100.0,35.92,16.0,0.12
1000,18.0,0.33,67.0,38.14,1.0,0.11
1001,-2.0,0.35,65.0,44.88,1.0,0.11
1002,72.0,0.01,99.0,12.64,2.0,0.12
1003,100.0,0.0,100.0,14.8,3.98,0.12
1004,100.0,0.0,100.0,54.85,16.0,0.12
1005,48.0,0.03,97.0,21.46,2.0,0.12
1006,76.0,0.0,100.0,28.76,4.0,0.12
1007,100.0,0.0,100.0,31.34,8.0,0.12
1008,24.0,0.26,74.0,27.52,1.0,0.11
1009,100.0,0.0,100.0,20.74,8.0,0.12
1010,62.0,0.01,99.0,25.15,2.0,0.12
1011,100.0,0.0,100.0,24.05,8.0,0.12
1012,76.0,0.0,100.0,12.95,4.0,0.12
1013,100.0,0.0,100.0,19.64,4.0,0.12
1014,100.0,0.0,100.0,23.59,16.0,0.12
1015,100.0,0.0,100.0,29.24,8.0,0.13
1016,16.0,0.3,70.0,30.71,1.0,0.11
1017,100.0,0.0,100.0,15.78,4.0,0.12
1018,78.0,0.01,99.0,13.52,2.0,0.12
1019,100.0,0.0,100.0,37.88,16.0,0.12
1020,100.0,0.0,100.0,13.3,16.0,0.12
1021,54.0,0.04,96.0,16.34,2.0,0.12
1022,100.0,0.0,100.0,50.49,4.0,0.12
1023,70.0,0.03,97.0,17.11,2.05,0.13
1024,100.0,0.0,100.0,17.18,15.92,0.12
1025,100.0,0.0,100.0,25.74,8.0,0.12
1026,12.0,0.33,67.0,28.87,1.22,0.11
1027,100.0,0.0,100.0,14.58,8.0,0.12
1028,98.0,0.0,100.0,45.76,15.86,0.12
1029,100.0,0.0,100.0,12.45,16.0,0.12
1030,16.0,0.32,68.0,18.76,1.0,0.11
1031,100.0,0.0,100.0,47.64,4.0,0.13
1032,10.0,0.29,71.0,26.61,1.0,0.11
1033,84.0,0.0,100.0,21.07,4.0,0.12
1034,100.0,0.0,100.0,21.04,16.0,0.12
1035,100.0,0.0,100.0,9.97,16.0,0.13
1036,100.0,0.0,100.0,44.17,16.0,0.13
1037,100.0,0.0,100.0,11.78,16.0,0.12
1038,100.0,0.0,100.0,18.77,16.0,0.13
1039,52.0,0.01,99.0,33.85,2.0,0.12
1040,12.0,0.33,67.0,16.72,1.0,0.11
1041,100.0,0.0,100.0,31.59,4.0,0.12
1042,70.0,0.01,99.0,42.43,2.0,0.13
1043,74.0,0.0,100.0,31.89,4.0,0.12
1044,88.0,0.0,100.0,37.76,4.0,0.12
1045,6.0,0.4,60.0,44.8,1.0,0.11
1046,2.0,0.36,64.0,26.79,1.0,0.11
1047,100.0,0.0,100.0,19.7,16.0,0.12
1048,72.0,0.0,100.0,10.89,4.0,0.12
1049,100.0,0.0,100.0,29.15,15.86,0.13
1050,100.0,0.0,100.0,16.35,8.0,0.12
1051,100.0,0.0,100.0,42.28,16.0,0.12
1052,70.0,0.02,98.0,14.62,2.0,0.12
1053,68.0,0.04,96.0,33.37,2.0,0.12
1054,4.0,0.36,64.0,61.71,1.0,0.11
1055,100.0,0.0,100.0,9.13,8.0,0.12
1056,22.0,0.31,69.0,28.6,1.0,0.11
1057,70.0,0.0,100.0,28.75,4.0,0.14
1058,100.0,0.0,100.0,26.62,16.0,0.12
1059,100.0,0.0,100.0,36.66,16.0,0.12
1060,4.0,0.31,69.0,26.2,1.0,0.12
1061,20.0,0.25,75.0,41.54,1.0,0.12
