1,60.0,0.12,88.0,54.42,5.44,0.39
1,64.0,0.11,89.0,58.17,5.27,0.39
1,42.0,0.15,85.0,81.11,5.37,0.39
1,62.0,0.11,89.0,44.74,5.78,0.39
2,72.0,0.03,97.0,52.42,5.81,0.34

2,52.0,0.12,88.0,70.88,12.17,0.34
3,84.0,0.0,100.0,42.39,5.68,0.34
,76.0,0.01,99.0,43.95,7.47,0.34
3,86.0,0.03,97.0,24.7,7.42,0.34
3,82.0,0.02,98.0,45.43,6.2,0.34
4,86.0,0.04,96.0,28.69,2.6,0.27
44,84.0,0.04,96.0,36.87,7.89,0.27
5,88.0,0.04,96.0,25.43,2.84,0.27
,88.0,0.01,99.0,21.64,4.42,0.27
6,74.0,0.04,96.0,44.21,7.85,0.23
6,80.0,0.05,95.0,41.72,2.42,0.23
7,56.0,0.21,79.0,24.08,1.08,0.2577,80.0,0.01,99.0,31.4,3.98,0.257,84.0,0.0,100.0,32.62,7.94,0.25
7,88.0,0.01,99.0,25.71,15.96,0.25
8,90.0,0.01,99.0,27.56,3.97,0.22
94.0,0.02,98.0,9.2,2.14,0.22


9,86.0,0.0,100.0,25.77,3.96,0.22

9,90.0,0.05,95.0,14.02,2.21,0.22
10,26.0,0.36,64.0,19.04,1.41,0.23
10,78.0,0.01,99.0,43.31,1.99,0.23
10,36.0,0.32,68.0,18.72,1.21,0.23
11,96.0,0.0,100.0,23.88,4.0,0.22

1,92.0,0.0,100.0,39.58,15.77,0.22
11,30.0,0.34,66.0,18.29,1.0,0.22

12,96.0,0.0,100.0,16.61,16.0,0.23

2,74.0,0.06,94.0,38.29,2.02,0.23
12,88.0,0.0,100.0,33.23,2.0,0.23
13,92.0,0.0,100.0,27.77,15.88,0.23
13,86.0,0.0,100.0,41.06,8.0,0.23

14,24.0,0.35,65.0,65.44,1.0,0.23
14,12.0,0.37,63.0,78.06,1.44,0.23

15,12.0,0.34,66.0,60.08,1.15,0.23
15,98.0,0.0,100.0,17.19,16.0,0.23
15,12.0,0.37,63.0,60.34,1.0,0.23
16,98.0,0.0,100.0,20.78,4.0,0.23

16,12.0,0.39,61.0,41.31,1.0,0.23
17,84.0,0.0,100.0,31.55,8.16,0.22
17,92.0,0.0,100.0,27.62,4.0,0.22

17,14.0,0.32,68.0,72.61,1.01,0.2217,30.0,0.28,72.0,78.44,1.0,0.22
18,92.0,0.0,100.0,35.21,8.0,0.24
18,100.0,0.0,100.0,10.43,4.0,0.24

18,96.0,0.0,100.0,21.51,8.0,0.24
18,92.0,0.02,98.0,28.86,2.14,0.24
19,80.0,0.04,96.0,34.53,2.11,0.2219,90.0,0.0,100.0,50.78,4.0,0.22

20,94.0,0.0,100.0,34.55,8.07,0.22
20,76.0,0.0,100.0,55.32,8.0,0.22
21,92.0,0.03,97.0,20.22,2.0,0.22

21,88.0,0.02,98.0,19.28,2.14,0.22
22,98.0,0.0,100.0,15.23,8.0,0.23
22,98.0,0.0,100.0,14.1,8.0,0.23
22,96.0,0.01,99.0,16.08,2.02,0.23
23,96.0,0.0,100.0,15.89,16.0,0.2323,88.0,0.0,100.0,21.43,4.0,0.23

23,80.0,0.0,100.0,51.45,4.0,0.23
24,98.0,0.0,100.0,14.64,4.0,0.26

24,96.0,0.0,100.0,19.8,16.0,0.26
25,92.0,0.0,100.0,30.27,8.0,0.24

25,98.0,0.0,100.0,13.07,16.0,0.24
26,86.0,0.03,97.0,31.97,2.0,0.24
26,90.0,0.03,97.0,25.5,2.0,0.24

26,98.0,0.0,100.0,15.63,4.0,0.24
27,88.0,0.0,100.0,29.15,16.0,0.25
27,98.0,0.0,100.0,14.82,8.0,0.25
27,84.0,0.03,97.0,34.46,2.0,0.25

28,96.0,0.0,100.0,17.79,4.0,0.27

28,88.0,0.0,100.0,36.91,4.0,0.26
29,94.0,0.03,97.0,19.06,2.06,0.42
29,94.0,0.0,100.0,12.92,15.85,0.42
30,94.0,0.0,100.0,24.61,8.0,0.33


30,92.0,0.0,100.0,16.91,16.0,0.33
31,26.0,0.36,64.0,30.62,1.0,0.26
31,94.0,0.0,100.0,25.16,4.0,0.26

32,28.0,0.31,69.0,39.8,1.0,0.23
32,86.0,0.0,100.0,30.52,8.08,0.23
32,98.0,0.0,100.0,12.89,4.04,0.23
33,100.0,0.0,100.0,13.51,8.0,0.23
33,90.0,0.0,100.0,18.5,8.0,0.23
33,90.0,0.0,100.0,19.78,7.94,0.23
33,98.0,0.0,100.0,10.98,7.94,0.23
34,74.0,0.01,99.0,53.74,2.0,0.24

34,96.0,0.0,100.0,24.68,2.0,0.24
34,92.0,0.0,100.0,27.39,16.0,0.24
34,96.0,0.0,100.0,24.68,2.0,0.24
35,86.0,0.0,100.0,36.11,8.0,0.24
35,24.0,0.38,62.0,22.33,1.0,0.24
35,94.0,0.0,100.0,38.32,8.0,0.24
35,98.0,0.0,100.0,26.42,8.0,0.24
36,84.0,0.0,100.0,29.41,4.0,0.24
36,90.0,0.0,100.0,38.83,7.94,0.24
37,100.0,0.0,100.0,11.29,8.0,0.26
37,90.0,0.03,97.0,20.2,2.0,0.26

37,34.0,0.3,70.0,33.41,1.0,0.26
37,96.0,0.02,98.0,16.84,2.0,0.26
38,100.0,0.0,100.0,8.63,4.0,0.24

38,34.0,0.33,67.0,14.47,1.0,0.24
39,90.0,0.0,100.0,34.66,4.0,0.24

39,80.0,0.0,100.0,44.31,16.0,0.24
40,90.0,0.02,98.0,21.44,2.0,0.24
40,98.0,0.0,100.0,11.54,16.0,0.24
