1,294.2,0.65,35.0,174.36,5.74,0.36

1,368.15,0.58,42.0,153.49,5.85,0.36
2,574.02,0.55,45.0,143.04,2.02,0.34

2,479.02,0.63,37.0,216.57,1.35,0.34
2,197.74,0.48,52.0,161.28,11.27,0.34
3,-58.0,0.58,42.0,210.83,16.0,0.32


3,116.51,0.55,45.0,276.37,12.19,0.32
4,490.64,0.62,38.0,177.37,1.46,0.33
,128.94,0.59,41.0,242.21,11.42,0.33
4,52.44,0.52,48.0,206.6,13.82,0.33
5,372.63,0.53,47.0,245.26,6.94,0.325,-60.36,0.68,32.0,160.17,15.76,0.32
6,163.95,0.5,50.0,197.19,11.72,0.32
7,409.34,0.54,46.0,253.06,5.93,0.3377,386.4,0.54,46.0,210.53,6.43,0.32
8,287.0,0.57,43.0,111.23,8.0,0.31


8,349.42,0.57,43.0,225.89,6.55,0.31
9,369.06,0.55,45.0,102.89,6.58,0.32
9,165.39,0.51,49.0,258.82,11.58,0.32
10,-57.0,0.57,43.0,129.62,16.0,0.33

110,287.0,0.57,43.0,298.5,8.0,0.33
3
11,525.88,0.59,41.0,266.31,1.73,0.32
11,29.31,0.62,38.0,283.9,13.6,0.32

12,352.09,0.59,41.0,182.96,5.97,0.33
2,59.3,0.63,37.0,325.43,12.69,0.33

13,121.2,0.58,42.0,193.62,11.73,0.34
3,505.83,0.61,39.0,201.12,1.47,0.34
14,-52.0,0.64,36.0,202.81,15.67,0.33
14,-49.0,0.49,51.0,203.27,16.0,0.33

14,349.44,0.55,45.0,221.1,7.01,0.33
15,296.86,0.62,38.0,163.59,6.56,0.33
,351.92,0.58,42.0,229.34,6.24,0.33
16,-61.0,0.61,39.0,229.43,16.0,0.33

16,335.7,0.59,41.0,174.15,6.37,0.33

17,264.09,0.61,39.0,242.99,7.66,0.33
17,143.7,0.53,47.0,159.43,11.81,0.33
17,36.55,0.6,40.0,250.64,13.59,0.32
17,-58.0,0.58,42.0,165.66,16.0,0.32
18,175.6,0.46,54.0,231.53,11.9,0.35
18,67.21,0.52,48.0,280.04,13.52,0.35
18,404.03,0.55,45.0,200.59,5.8,0.35
19,246.0,0.62,38.0,175.66,7.89,0.37

19,358.15,0.55,45.0,234.16,6.82,0.37
9,537.41,0.57,43.0,106.97,2.18,0.37
20,-56.0,0.64,36.0,210.59,15.78,0.33
20,348.31,0.59,41.0,231.37,6.07,0.33
21,-31.8,0.55,45.0,193.56,15.48,0.33
1,228.79,0.49,51.0,210.29,10.55,0.33
22,59.19,0.53,47.0,235.44,13.61,0.33
22,81.8,0.53,47.0,151.01,13.13,0.33
22,61.83,0.49,51.0,267.09,13.83,0.33
23,-16.0,0.58,42.0,155.99,15.0,0.33

23,49.18,0.53,47.0,147.41,13.83,0.33
23,646.93,0.51,49.0,189.16,1.76,0.33
24,29.24,0.6,40.0,232.72,13.77,0.34
524,62.59,0.58,42.0,269.47,13.13,0.34
24,74.76,0.63,37.0,252.23,12.28,0.34
25,336.0,0.54,46.0,195.97,7.52,0.32
25,759.12,0.39,61.0,62.97,2.92,0.32
25,150.16,0.5,50.0,90.01,12.0,0.32
25,-59.22,0.66,34.0,299.18,15.8,0.32
26,318.2,0.54,46.0,277.09,7.91,0.33
26,109.58,0.61,39.0,294.65,11.63,0.33
26,181.43,0.56,44.0,183.74,10.6,0.33
27,54.98,0.53,47.0,233.83,13.7,0.34

27,-19.08,0.52,48.0,262.37,15.31,0.34
27,-38.0,0.5,50.0,209.54,15.76,0.34
27,556.17,0.58,42.0,237.29,1.38,0.34
28,352.48,0.52,48.0,237.67,7.57,0.33
28,538.38,0.53,47.0,96.2,3.42,0.33

28,868.7,0.34,66.0,73.57,2.32,0.33

29,280.29,0.47,53.0,98.88,9.82,0.32

29,-27.0,0.65,35.0,144.94,14.91,0.32
30,35.04,0.58,42.0,238.48,13.78,0.34
30,53.0,0.55,45.0,254.81,13.6,0.34


31,500.53,0.48,52.0,100.14,5.45,0.32

31,-44.0,0.58,42.0,230.66,15.67,0.32
32,355.81,0.56,44.0,247.45,6.64,0.34
,64.51,0.48,52.0,299.16,13.84,0.34
32,421.28,0.65,35.0,263.32,2.11,0.34
33,74.96,0.54,46.0,230.33,13.2,0.32

33,46.18,0.57,43.0,256.79,13.6,0.32
33,628.82,0.53,47.0,220.74,1.49,0.32

34,71.82,0.57,43.0,193.69,13.0,0.32
334,513.94,0.6,40.0,242.31,1.65,0.32

34,177.0,0.48,52.0,121.35,11.67,0.32
35,323.75,0.54,46.0,249.56,7.79,0.32
