episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
483,752.0,0.01,99.0,70.47,8.39,0.1
484,868.0,0.0,100.0,69.42,7.32,0.09
485,1422.93,0.02,98.0,61.93,1.46,0.11
486,908.33,0.01,99.0,56.4,6.81,0.1
487,710.08,0.02,98.0,39.85,8.73,0.09
488,1097.0,0.03,97.0,39.46,4.66,0.09
489,1284.5,0.0,100.0,30.53,3.15,0.1
490,1339.26,0.0,100.0,33.03,2.61,0.09
491,1325.0,0.03,97.0,19.36,2.31,0.1
492,1139.0,0.01,99.0,30.49,4.48,1.29
493,1106.2,0.01,99.0,66.66,4.82,0.1
494,530.0,0.02,98.0,57.86,10.57,0.1
495,1217.36,0.01,99.0,65.53,3.69,0.1
496,976.67,0.01,99.0,42.36,6.12,0.1
497,867.6,0.0,100.0,45.76,7.32,0.1
498,1265.13,0.0,100.0,47.05,3.35,0.1
499,1210.0,0.01,99.0,30.56,3.77,0.1
500,721.0,0.01,99.0,31.85,8.71,0.1
501,930.0,0.02,98.0,32.71,6.49,0.12
502,857.71,0.0,100.0,47.78,7.42,0.1
503,1192.6,0.02,98.0,62.08,3.81,0.1
504,1165.57,0.01,99.0,29.76,4.22,0.1
505,947.64,0.0,100.0,57.81,6.52,0.1
506,1020.0,0.0,100.0,42.82,5.8,0.1
507,1293.0,0.0,100.0,50.67,3.07,0.09
508,1255.0,0.01,99.0,47.44,3.31,0.1
509,685.0,0.01,99.0,39.02,9.07,0.09
510,883.6,0.0,100.0,18.54,7.16,0.09
511,1016.27,0.0,100.0,36.31,5.84,0.1
512,880.71,0.0,100.0,51.98,7.19,0.1
513,663.33,0.02,98.0,37.28,9.21,0.09
514,1218.0,0.03,97.0,57.61,3.41,0.09
515,1032.83,0.01,99.0,34.18,5.56,0.09
516,580.0,0.0,100.0,49.09,10.2,0.09
517,1096.67,0.0,100.0,38.89,5.03,0.09
518,1341.67,0.01,99.0,55.25,2.44,0.1
519,1407.43,0.01,99.0,18.72,1.77,0.1
520,1081.67,0.0,100.0,80.15,5.18,0.09
521,1256.86,0.0,100.0,70.26,3.43,0.1
