57,56.0,0.04,96.0,67.22,0.28
57,74.0,0.09,91.0,54.0,0.28

58,66.0,0.1,90.0,48.25,0.28

58,74.0,0.03,97.0,41.73,0.28
58,54.0,0.1,90.0,61.31,0.28

59,74.0,0.08,92.0,43.58,0.28
559,88.0,0.02,98.0,40.6,0.28
9,54.0,0.09,91.0,54.88,0.28
60,28.0,0.26,74.0,65.64,0.33
60,78.0,0.04,96.0,56.67,0.33
60,82.0,0.04,96.0,27.04,0.33
61,84.0,0.02,98.0,38.94,0.31
61,80.0,0.04,96.0,40.78,0.31
61,56.0,0.1,90.0,52.26,0.31

61,80.0,0.01,99.0,79.99,0.31
62,60.0,0.07,93.0,43.08,0.28
62,66.0,0.06,94.0,67.72,0.28
62,58.0,0.06,94.0,26.63,0.28
63,82.0,0.0,100.0,48.09,0.27
63,90.0,0.04,96.0,44.47,0.27
64,92.0,0.0,100.0,31.96,0.26
64,92.0,0.02,98.0,17.07,0.26
65,76.0,0.02,98.0,29.57,0.26
65,78.0,0.03,97.0,58.39,0.26
66,70.0,0.03,97.0,64.15,0.27
66,66.0,0.05,95.0,33.42,0.27
66,18.0,0.27,73.0,52.05,0.2766
66,58.0,0.08,92.0,62.66,0.27
66,64.0,0.05,95.0,53.31,0.27
67,84.0,0.05,95.0,37.48,0.26
67,90.0,0.0,100.0,34.35,0.26
67,72.0,0.03,97.0,48.57,0.26
68,58.0,0.05,95.0,56.64,0.26
68,52.0,0.09,91.0,50.4,0.26

69,60.0,0.03,97.0,41.58,0.27
69,38.0,0.23,77.0,44.97,0.27
69,82.0,0.05,95.0,30.79,0.27
70,84.0,0.04,96.0,29.91,0.26
70,78.0,0.05,95.0,37.69,0.26
70,70.0,0.1,90.0,56.21,0.27
71,82.0,0.05,95.0,64.68,0.27
71,72.0,0.06,94.0,58.24,0.26
71,96.0,0.01,99.0,41.08,0.26
71,96.0,0.01,99.0,43.07,0.26
71,82.0,0.07,93.0,41.67,0.27
71,78.0,0.08,92.0,57.33,0.26
72,88.0,0.05,95.0,43.88,0.26
72,84.0,0.01,99.0,34.88,0.26
73,62.0,0.15,85.0,62.99,0.28
73,90.0,0.02,98.0,72.39,0.28
73,36.0,0.24,76.0,35.93,0.28
74,84.0,0.03,97.0,56.84,0.26
74,84.0,0.04,96.0,38.47,0.26
75,68.0,0.05,95.0,68.67,0.26
75,74.0,0.05,95.0,44.22,0.26
75,74.0,0.04,96.0,62.64,0.26
76,64.0,0.03,97.0,34.4,0.27

6,68.0,0.05,95.0,48.81,0.27
76,90.0,0.02,98.0,46.75,0.27
77,92.0,0.02,98.0,56.94,0.27
77,90.0,0.02,98.0,27.07,0.27
78,52.0,0.1,90.0,43.98,0.27

78,50.0,0.1,90.0,39.98,0.27

79,90.0,0.02,98.0,34.43,0.27
79,74.0,0.02,98.0,34.43,0.27
79,92.0,0.02,98.0,22.39,0.27
80,88.0,0.02,98.0,40.61,0.27
80,84.0,0.01,99.0,57.2,0.27
80,98.0,0.0,100.0,43.15,0.27

80,98.0,0.01,99.0,15.08,0.27
81,94.0,0.01,99.0,62.24,0.27
81,90.0,0.0,100.0,9.92,0.27
81,92.0,0.02,98.0,24.59,0.27
82,82.0,0.04,96.0,60.92,0.27
82,86.0,0.03,97.0,58.67,0.27
82,94.0,0.01,99.0,24.98,0.27
82,88.0,0.03,97.0,47.16,0.27
82,48.0,0.11,89.0,51.14,0.27
83,96.0,0.0,100.0,27.98,0.27
83,48.0,0.2,80.0,39.62,0.27
83,86.0,0.05,95.0,59.6,0.27
84,90.0,0.04,96.0,23.6,0.27

84,88.0,0.01,99.0,15.46,0.27

84,70.0,0.0,100.0,39.97,0.27
85,94.0,0.0,100.0,50.47,0.26
85,86.0,0.03,97.0,37.36,0.26
85,62.0,0.11,89.0,95.66,0.26
86,90.0,0.02,98.0,33.05,0.26
87,94.0,0.01,99.0,28.03,0.28
87,66.0,0.05,95.0,30.3,0.28

88,42.0,0.16,84.0,35.18,0.27
88,94.0,0.02,98.0,48.68,0.27

89,50.0,0.16,84.0,18.15,0.32
89,82.0,0.04,96.0,41.24,0.32
90,74.0,0.02,98.0,34.61,0.29
90,86.0,0.04,96.0,56.03,0.29
90,76.0,0.07,93.0,72.77,0.29
91,82.0,0.0,100.0,22.01,0.28
91,66.0,0.06,94.0,35.86,0.28
91,72.0,0.08,92.0,105.56,0.28
92,60.0,0.09,91.0,35.45,0.33
92,50.0,0.17,83.0,51.44,0.32
92,88.0,0.02,98.0,23.64,0.33
93,80.0,0.03,97.0,39.12,0.35
93,80.0,0.04,96.0,50.62,0.35
94,52.0,0.17,83.0,55.7,0.31

94,72.0,0.01,99.0,26.08,0.31
94,82.0,0.01,99.0,25.49,0.31
95,90.0,0.01,99.0,31.34,0.3
95,94.0,0.0,100.0,18.23,0.3
95,96.0,0.0,100.0,34.49,0.3
95,86.0,0.04,96.0,74.24,0.3
96,94.0,0.0,100.0,7.69,0.3

96,70.0,0.04,96.0,19.61,0.3
97,76.0,0.0,100.0,16.73,0.3
97,96.0,0.02,98.0,29.68,0.31
98,88.0,0.02,98.0,39.32,0.27
98,90.0,0.02,98.0,39.97,0.27
99,76.0,0.05,95.0,20.8,0.29

99,40.0,0.24,76.0,53.63,0.29
99,48.0,0.18,82.0,43.9,0.29

100,88.0,0.03,97.0,41.72,0.28
100,44.0,0.21,79.0,51.18,0.28
100,78.0,0.06,94.0,14.47,0.28
101,54.0,0.13,87.0,16.71,0.29
101,96.0,0.01,99.0,11.86,0.29
101,96.0,0.01,99.0,42.05,0.29
102,98.0,0.0,100.0,28.48,0.28
102,90.0,0.02,98.0,39.04,0.28
102,68.0,0.07,93.0,32.87,0.28
103,86.0,0.04,96.0,39.24,0.29
103,52.0,0.14,86.0,50.87,0.29
103,66.0,0.06,94.0,30.94,0.29
104,52.0,0.14,86.0,36.72,0.3
1104,86.0,0.0,100.0,63.72,0.3
105,78.0,0.02,98.0,31.43,0.29
105,88.0,0.01,99.0,22.05,0.29
105,74.0,0.04,96.0,26.84,0.29
106,64.0,0.08,92.0,56.63,0.28
106,44.0,0.23,77.0,57.86,0.28
107,92.0,0.02,98.0,16.36,0.3
107,90.0,0.01,99.0,16.68,0.3
108,90.0,0.0,100.0,19.68,0.28
108,88.0,0.05,95.0,28.81,0.28
108,88.0,0.03,97.0,7.18,0.28
109,84.0,0.03,97.0,31.09,0.29
109,76.0,0.04,96.0,49.5,0.29

110,94.0,0.02,98.0,31.91,0.28
110,62.0,0.13,87.0,57.09,0.28
110,88.0,0.0,100.0,26.81,0.28
110,72.0,0.07,93.0,47.77,0.28
111,94.0,0.02,98.0,10.09,0.28
111,88.0,0.04,96.0,46.84,0.28
111,82.0,0.04,96.0,32.37,0.28
112,90.0,0.03,97.0,26.71,0.27
112,90.0,0.03,97.0,49.13,0.27
112,94.0,0.01,99.0,14.45,0.27
113,90.0,0.0,100.0,20.19,0.29
113,90.0,0.02,98.0,28.08,0.29
113,96.0,0.0,100.0,27.48,0.29
114,94.0,0.01,99.0,20.21,0.28
114,90.0,0.01,99.0,11.15,0.28
114,92.0,0.02,98.0,23.44,0.28
115,56.0,0.07,93.0,26.87,0.28
115,58.0,0.06,94.0,43.37,0.28
115,90.0,0.02,98.0,34.99,0.28
116,94.0,0.0,100.0,46.53,0.31
116,86.0,0.02,98.0,23.43,0.31
116,64.0,0.04,96.0,34.74,0.31
117,60.0,0.09,91.0,43.41,0.32
117,76.0,0.04,96.0,56.01,0.32
117,66.0,0.02,98.0,54.98,0.32
17,72.0,0.04,96.0,30.57,0.32
118,92.0,0.0,100.0,18.89,0.4
118,92.0,0.01,99.0,66.47,0.4
119,92.0,0.01,99.0,35.39,0.28
119,60.0,0.06,94.0,61.24,0.28
119,92.0,0.02,98.0,34.18,0.28
120,76.0,0.0,100.0,55.13,0.27
20,60.0,0.12,88.0,33.05,0.27
120,72.0,0.02,98.0,38.14,0.27
120,88.0,0.0,100.0,33.19,0.27
120,98.0,0.0,100.0,39.37,0.27
121,76.0,0.02,98.0,84.98,0.26
121,86.0,0.04,96.0,36.85,0.26
121,92.0,0.02,98.0,34.01,0.26
121,94.0,0.01,99.0,31.73,0.26
122,92.0,0.01,99.0,30.17,0.26
122,70.0,0.06,94.0,65.52,0.26
122,48.0,0.16,84.0,87.76,0.26
123,56.0,0.11,89.0,74.19,0.28
123,76.0,0.02,98.0,31.82,0.28
124,74.0,0.02,98.0,54.44,0.27
124,90.0,0.0,100.0,51.75,0.27
124,72.0,0.05,95.0,38.17,0.27
125,52.0,0.07,93.0,38.73,0.26
125,84.0,0.01,99.0,36.69,0.26
125,96.0,0.02,98.0,39.18,0.26
125,60.0,0.05,95.0,57.47,0.26
126,86.0,0.04,96.0,58.43,0.33
126,62.0,0.04,96.0,46.33,0.33
126,90.0,0.01,99.0,64.5,0.33

127,90.0,0.02,98.0,19.28,0.31
127,88.0,0.02,98.0,9.39,0.31
127,60.0,0.04,96.0,92.11,0.31
128,82.0,0.0,100.0,44.45,0.29
129,96.0,0.0,100.0,40.89,0.3
129,70.0,0.03,97.0,60.03,0.3
129,88.0,0.02,98.0,45.26,0.3
130,66.0,0.12,88.0,65.11,0.29
130,94.0,0.02,98.0,23.91,0.29
131,86.0,0.01,99.0,37.46,0.29
131,52.0,0.16,84.0,33.21,0.29
131,94.0,0.02,98.0,57.44,0.29
132,26.0,0.27,73.0,74.64,0.29
132,92.0,0.0,100.0,46.65,0.29
133,86.0,0.03,97.0,42.39,0.28
133,84.0,0.0,100.0,38.66,0.28
133,72.0,0.03,97.0,31.24,0.28
134,64.0,0.03,97.0,66.44,0.31
134,86.0,0.02,98.0,53.28,0.31
135,96.0,0.02,98.0,18.31,0.29
135,86.0,0.04,96.0,18.26,0.29
135,72.0,0.03,97.0,36.11,0.29
136,82.0,0.04,96.0,29.65,0.28
136,22.0,0.27,73.0,40.26,0.28
137,98.0,0.01,99.0,26.35,0.28
137,94.0,0.0,100.0,9.32,0.28

138,80.0,0.0,100.0,42.26,0.28
138,94.0,0.02,98.0,51.03,0.28
138,96.0,0.01,99.0,48.02,0.28
139,82.0,0.05,95.0,42.15,0.3
140,68.0,0.04,96.0,21.15,0.3
140,92.0,0.01,99.0,8.34,0.3

140,100.0,0.0,100.0,33.08,0.3
141,100.0,0.0,100.0,15.69,0.31
141,90.0,0.02,98.0,33.82,0.31
141,94.0,0.0,100.0,30.16,0.31

142,80.0,0.01,99.0,30.98,0.3

142,72.0,0.02,98.0,46.95,0.3
143,64.0,0.05,95.0,40.27,0.3
143,96.0,0.01,99.0,22.67,0.3
143,90.0,0.03,97.0,35.97,0.3
144,92.0,0.0,100.0,25.68,0.31
144,80.0,0.05,95.0,53.61,0.31
144,62.0,0.07,93.0,26.07,0.31
145,92.0,0.01,99.0,52.37,0.3
145,88.0,0.02,98.0,27.8,0.3

146,90.0,0.01,99.0,20.07,0.3

146,94.0,0.01,99.0,38.02,0.3
146,90.0,0.04,96.0,10.78,0.3
147,94.0,0.02,98.0,15.41,0.28
147,92.0,0.01,99.0,13.08,0.28
148,72.0,0.03,97.0,68.88,0.29
148,68.0,0.09,91.0,33.16,0.29
148,90.0,0.02,98.0,39.91,0.29
148,98.0,0.0,100.0,29.99,0.29
148,94.0,0.01,99.0,24.17,0.29
148,86.0,0.02,98.0,38.22,0.29
149,70.0,0.02,98.0,58.36,0.29
149,94.0,0.0,100.0,49.73,0.29
149,92.0,0.04,96.0,19.24,0.29
150,70.0,0.07,93.0,52.16,0.3
150,88.0,0.01,99.0,52.78,0.3
151,94.0,0.0,100.0,34.17,0.26
151,58.0,0.08,92.0,49.01,0.26
151,44.0,0.04,96.0,41.07,0.26
152,84.0,0.02,98.0,63.07,0.27
152,92.0,0.01,99.0,37.69,0.27
152,74.0,0.02,98.0,37.3,0.27
153,68.0,0.02,98.0,34.06,0.26
153,88.0,0.01,99.0,14.77,0.26
153,100.0,0.0,100.0,6.97,0.26
154,90.0,0.03,97.0,40.43,0.27
154,86.0,0.02,98.0,47.38,0.26
154,58.0,0.09,91.0,82.13,0.26
155,96.0,0.0,100.0,22.52,0.3
155,100.0,0.0,100.0,15.76,0.3
155,38.0,0.18,82.0,56.4,0.3
156,74.0,0.04,96.0,16.56,0.27
156,78.0,0.02,98.0,16.1,0.27

156,96.0,0.01,99.0,22.71,0.27
156,52.0,0.02,98.0,12.65,0.27
157,98.0,0.0,100.0,33.3,0.27
157,90.0,0.02,98.0,28.5,0.27

157,72.0,0.06,94.0,69.54,0.27
158,92.0,0.01,99.0,36.11,0.27
158,96.0,0.0,100.0,7.76,0.27

158,90.0,0.02,98.0,39.27,0.27
158,60.0,0.05,95.0,30.98,0.27
159,84.0,0.01,99.0,19.93,0.26
159,90.0,0.02,98.0,19.11,0.26
159,58.0,0.12,88.0,42.97,0.26
159,92.0,0.01,99.0,33.58,0.26
160,82.0,0.03,97.0,51.23,0.28
160,56.0,0.1,90.0,27.29,0.28

160,84.0,0.01,99.0,16.61,0.28
161,76.0,0.03,97.0,45.91,0.27
161,98.0,0.0,100.0,25.36,0.27
162,96.0,0.0,100.0,37.49,0.27
162,98.0,0.01,99.0,12.01,0.27
162,98.0,0.0,100.0,15.33,0.27
163,96.0,0.01,99.0,16.38,0.27
163,80.0,0.02,98.0,26.83,0.27
163,90.0,0.01,99.0,39.28,0.27
164,92.0,0.02,98.0,40.79,0.28
164,88.0,0.01,99.0,16.21,0.28
164,70.0,0.05,95.0,55.7,0.28

165,90.0,0.03,97.0,20.03,0.26
165,94.0,0.01,99.0,35.33,0.26
165,86.0,0.03,97.0,23.61,0.26
165,68.0,0.04,96.0,19.53,0.26
166,76.0,0.01,99.0,52.8,0.27
166,88.0,0.0,100.0,39.94,0.27
166,54.0,0.03,97.0,18.29,0.27
167,44.0,0.17,83.0,28.14,0.27
167,98.0,0.01,99.0,23.7,0.27
167,84.0,0.0,100.0,33.81,0.27
167,96.0,0.02,98.0,35.21,0.27
167,92.0,0.02,98.0,30.12,0.27
167,86.0,0.02,98.0,38.45,0.27
167,82.0,0.0,100.0,17.21,0.27
168,48.0,0.05,95.0,10.38,0.28
168,94.0,0.01,99.0,43.35,0.28
168,86.0,0.04,96.0,67.51,0.28
168,50.0,0.17,83.0,53.86,0.28
168,84.0,0.02,98.0,21.17,0.28
169,46.0,0.13,87.0,79.81,0.27
169,68.0,0.1,90.0,32.01,0.27
169,86.0,0.03,97.0,23.38,0.27
169,94.0,0.02,98.0,30.85,0.27
169,64.0,0.09,91.0,62.92,0.27
169,92.0,0.0,100.0,24.48,0.27
169,92.0,0.01,99.0,24.76,0.27
170,96.0,0.01,99.0,14.88,0.28
170,96.0,0.01,99.0,18.52,0.28
170,90.0,0.0,100.0,28.6,0.28

171,92.0,0.01,99.0,47.92,0.26
171,92.0,0.02,98.0,20.93,0.25
171,94.0,0.02,98.0,39.21,0.25
172,70.0,0.04,96.0,26.61,0.29
172,94.0,0.01,99.0,40.34,0.29
173,78.0,0.01,99.0,62.25,0.27
173,58.0,0.1,90.0,58.96,0.27
174,96.0,0.0,100.0,25.55,0.27
174,96.0,0.01,99.0,27.48,0.27
175,70.0,0.02,98.0,19.02,0.26
175,44.0,0.03,97.0,31.69,0.26
175,82.0,0.01,99.0,35.65,0.26
175,70.0,0.12,88.0,38.32,0.26
175,80.0,0.01,99.0,30.23,0.26
176,96.0,0.0,100.0,10.54,0.28
176,60.0,0.05,95.0,41.17,0.28
177,64.0,0.04,96.0,21.07,0.27177
177,50.0,0.16,84.0,34.14,0.27

178,96.0,0.0,100.0,5.8,0.27

178,94.0,0.0,100.0,15.85,0.27
179,64.0,0.0,100.0,32.8,0.27
179,54.0,0.13,87.0,45.23,0.27

180,96.0,0.01,99.0,11.06,0.27
180,90.0,0.02,98.0,15.64,0.27
180,80.0,0.03,97.0,23.7,0.27
181,78.0,0.01,99.0,52.42,0.26
181,98.0,0.01,99.0,36.38,0.26
182,8.0,0.32,68.0,44.85,0.27

182,76.0,0.0,100.0,7.16,0.27

182,84.0,0.02,98.0,4.75,0.27
183,94.0,0.02,98.0,17.89,0.29
183,72.0,0.04,96.0,26.25,0.29
184,52.0,0.18,82.0,28.03,0.27
184,86.0,0.02,98.0,36.54,0.27
184,90.0,0.0,100.0,14.69,0.27
184,66.0,0.04,96.0,24.9,0.27
185,90.0,0.01,99.0,15.27,0.26
185,64.0,0.12,88.0,17.98,0.26
186,90.0,0.02,98.0,18.28,0.26
186,94.0,0.02,98.0,19.07,0.26
187,86.0,0.03,97.0,34.14,0.27
187,94.0,0.01,99.0,44.11,0.27
187,84.0,0.02,98.0,30.26,0.27
188,94.0,0.0,100.0,28.92,0.26
188,72.0,0.02,98.0,19.32,0.26
189,56.0,0.12,88.0,42.52,0.27
189,68.0,0.04,96.0,28.61,0.27
190,96.0,0.01,99.0,24.58,0.27
190,58.0,0.02,98.0,20.54,0.27
191,76.0,0.05,95.0,38.06,0.27
191,92.0,0.03,97.0,24.24,0.27
1191,56.0,0.06,94.0,33.26,0.27
192,94.0,0.0,100.0,27.82,0.27
192,72.0,0.04,96.0,12.91,0.27
192,74.0,0.05,95.0,19.03,0.27

193,100.0,0.0,100.0,11.01,0.27
193,66.0,0.1,90.0,41.54,0.27

194,94.0,0.01,99.0,54.51,0.27
194,100.0,0.0,100.0,12.79,0.27
194,98.0,0.01,99.0,10.17,0.27
194,92.0,0.01,99.0,28.94,0.27
194,54.0,0.13,87.0,49.5,0.27
194,86.0,0.04,96.0,20.47,0.27
194,72.0,0.01,99.0,9.67,0.27

195,94.0,0.01,99.0,11.87,0.27
195,88.0,0.03,97.0,17.13,0.27

195,96.0,0.01,99.0,23.11,0.27
196,96.0,0.0,100.0,34.66,0.27
196,96.0,0.0,100.0,37.71,0.27
196,74.0,0.04,96.0,20.79,0.27
197,64.0,0.04,96.0,20.13,0.27
197,80.0,0.0,100.0,28.79,0.27
198,98.0,0.01,99.0,21.2,0.32

198,72.0,0.04,96.0,60.21,0.32
198,42.0,0.22,78.0,39.61,0.32
199,88.0,0.03,97.0,26.03,0.34
199,36.0,0.22,78.0,7.78,0.34

199,90.0,0.01,99.0,20.21,0.34
200,68.0,0.02,98.0,13.81,0.28
200,64.0,0.04,96.0,50.18,0.28
201,94.0,0.01,99.0,43.01,0.26
201,100.0,0.0,100.0,18.51,0.26
201,66.0,0.11,89.0,18.13,0.26
201,64.0,0.06,94.0,33.85,0.26
201,80.0,0.01,99.0,40.89,0.26
202,94.0,0.0,100.0,17.98,0.29
202,92.0,0.01,99.0,10.19,0.29
202,56.0,0.05,95.0,44.07,0.29
203,96.0,0.0,100.0,46.58,0.29
203,62.0,0.06,94.0,53.88,0.29
204,94.0,0.01,99.0,45.6,0.29
204,84.0,0.03,97.0,18.67,0.29
205,54.0,0.18,82.0,32.72,0.27
205,74.0,0.05,95.0,42.84,0.27

205,94.0,0.01,99.0,8.12,0.27
206,100.0,0.0,100.0,17.64,0.27
206,80.0,0.03,97.0,19.55,0.27
207,84.0,0.0,100.0,17.02,0.28
207,92.0,0.01,99.0,33.73,0.28
208,94.0,0.02,98.0,22.57,0.27
208,96.0,0.0,100.0,21.48,0.27
208,98.0,0.01,99.0,39.62,0.27
209,92.0,0.01,99.0,22.27,0.3
209,94.0,0.01,99.0,25.49,0.3
209,68.0,0.03,97.0,25.64,0.3
210,44.0,0.22,78.0,23.7,0.38


210,68.0,0.04,96.0,46.1,0.38

210,94.0,0.01,99.0,9.16,0.38
211,90.0,0.03,97.0,30.57,0.36
211,92.0,0.02,98.0,19.09,0.36
212,90.0,0.01,99.0,14.91,0.33
212,62.0,0.13,87.0,20.93,0.33
212,94.0,0.01,99.0,37.61,0.33
213,42.0,0.2,80.0,33.48,0.29
213,98.0,0.01,99.0,57.45,0.29213
213,76.0,0.06,94.0,14.8,0.29
214,70.0,0.01,99.0,47.6,0.35

214,68.0,0.07,93.0,24.25,0.35
214,62.0,0.04,96.0,13.89,0.35
215,72.0,0.04,96.0,52.47,0.39
215,98.0,0.0,100.0,23.14,0.39
215,94.0,0.02,98.0,31.4,0.39
215,66.0,0.02,98.0,30.34,0.39
216,64.0,0.02,98.0,23.47,0.52
216,96.0,0.01,99.0,9.24,0.52

217,94.0,0.01,99.0,18.96,0.34
217,38.0,0.19,81.0,19.46,0.34
217,96.0,0.02,98.0,17.65,0.34
218,96.0,0.0,100.0,34.46,0.36
218,92.0,0.01,99.0,34.85,0.36
218,50.0,0.16,84.0,30.25,0.36
