219,90.0,0.02,98.0,18.42,0.34
219,92.0,0.01,99.0,27.58,0.34
219,70.0,0.06,94.0,84.56,0.34
220,88.0,0.03,97.0,23.34,0.34
220,94.0,0.01,99.0,27.37,0.34
221,52.0,0.19,81.0,29.91,0.42
221,74.0,0.02,98.0,30.09,0.42
222,94.0,0.02,98.0,31.36,0.35
222,70.0,0.04,96.0,34.56,0.35
222,98.0,0.0,100.0,71.11,0.35
223,96.0,0.0,100.0,22.26,0.41
223,64.0,0.03,97.0,27.59,0.41
223,50.0,0.07,93.0,27.24,0.41
224,42.0,0.16,84.0,65.47,0.35
224,62.0,0.01,99.0,10.42,0.35
224,92.0,0.0,100.0,28.66,0.35
225,92.0,0.01,99.0,25.75,0.3
225,66.0,0.05,95.0,44.08,0.3
225,90.0,0.03,97.0,31.37,0.3
225,96.0,0.0,100.0,21.75,0.3
226,66.0,0.02,98.0,32.64,0.28
226,96.0,0.0,100.0,29.39,0.28
227,58.0,0.12,88.0,14.18,0.28
227,74.0,0.03,97.0,27.68,0.28
227,88.0,0.02,98.0,41.38,0.28
227,92.0,0.02,98.0,52.55,0.28
228,64.0,0.05,95.0,25.58,0.3
228,60.0,0.01,99.0,16.15,0.3
229,92.0,0.03,97.0,40.35,0.3
229,84.0,0.06,94.0,9.12,0.3
229,90.0,0.01,99.0,17.96,0.3
230,94.0,0.02,98.0,26.1,0.3
230,98.0,0.0,100.0,43.84,0.3
230,92.0,0.02,98.0,25.58,0.3
231,96.0,0.01,99.0,13.95,0.33
231,72.0,0.0,100.0,21.26,0.33
232,70.0,0.05,95.0,12.43,0.28
232,98.0,0.0,100.0,25.51,0.28
232,2.0,0.36,64.0,56.64,0.28

233,28.0,0.18,82.0,29.21,0.29
233,100.0,0.0,100.0,26.3,0.29
233,72.0,0.01,99.0,20.25,0.29
234,92.0,0.01,99.0,23.62,0.29
234,68.0,0.03,97.0,8.21,0.29
234,94.0,0.01,99.0,15.84,0.29
234,68.0,0.02,98.0,30.52,0.29
234,90.0,0.01,99.0,9.27,0.29
235,92.0,0.02,98.0,43.86,0.28
235,80.0,0.01,99.0,49.16,0.28
235,92.0,0.02,98.0,55.51,0.27
235,86.0,0.01,99.0,33.41,0.27
236,92.0,0.01,99.0,19.63,0.38
236,90.0,0.0,100.0,28.37,0.38
236,54.0,0.05,95.0,35.98,0.38
236,98.0,0.0,100.0,43.66,0.39
237,98.0,0.0,100.0,28.5,0.3

237,96.0,0.01,99.0,29.74,0.3
238,96.0,0.01,99.0,13.99,0.3
239,96.0,0.0,100.0,32.53,0.28
239,88.0,0.03,97.0,37.35,0.28
240,54.0,0.15,85.0,13.78,0.27
240,94.0,0.03,97.0,19.22,0.27

240,100.0,0.0,100.0,14.2,0.27
241,6.0,0.34,66.0,15.79,0.29

2241,66.0,0.05,95.0,23.72,0.29
241,92.0,0.02,98.0,33.45,0.29
241,92.0,0.02,98.0,5.32,0.29
242,70.0,0.12,88.0,14.95,0.28
242,80.0,0.02,98.0,13.82,0.28
242,94.0,0.02,98.0,26.31,0.28
243,96.0,0.0,100.0,12.16,0.31
243,66.0,0.01,99.0,7.37,0.31

243,92.0,0.03,97.0,26.93,0.31
244,86.0,0.05,95.0,22.28,0.5

244,96.0,0.01,99.0,9.66,0.5

244,72.0,0.04,96.0,32.02,0.5
245,58.0,0.05,95.0,23.97,0.36
24245,72.0,0.01,99.0,14.03,0.36
245,54.0,0.03,97.0,10.2,0.36

246,66.0,0.02,98.0,4.82,0.32
246,28.0,0.3,70.0,63.82,0.32

246,84.0,0.04,96.0,13.28,0.32
246,94.0,0.03,97.0,20.84,0.32
247,70.0,0.02,98.0,9.28,0.53


247,26.0,0.3,70.0,30.04,0.53

248,98.0,0.0,100.0,26.27,0.57

248,-26.0,0.6,40.0,265.02,0.57
249,92.0,0.01,99.0,12.22,0.35
249,88.0,0.01,99.0,16.98,0.35
250,90.0,0.0,100.0,30.71,0.28

250,56.0,0.16,84.0,48.59,0.28
