episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,execution_time
386,60,100,72.875647,1,2,60,0.18,82,73.71,12.43,0.23
387,44,100,73.096385,-1,3,44,0.12,88,70.29,3.37,0.23
388,62,100,73.294177,-1,0,62,0.16,84,70.35,7.19,0.2
389,58,100,73.503365,1,2,58,0.14,86,40.18,9.5,0.18
390,68,100,73.756443,1,2,68,0.15,85,87.94,12.8,0.19
391,66,100,73.959887,1,2,66,0.1,90,66.49,9.41,0.23
392,48,100,74.162532,-1,5,48,0.16,84,69.06,8.93,0.19
393,64,100,74.348288,-1,5,64,0.14,86,92.55,8.88,0.19
394,64,100,74.563698,1,2,64,0.11,89,48.48,8.55,0.17
395,74,100,74.762473,1,0,74,0.13,87,111.52,12.51,0.2
396,60,100,74.968397,1,3,60,0.12,88,91.12,7.79,0.18
397,62,100,75.203979,1,4,62,0.14,86,66.88,9.16,0.19
398,66,100,75.403658,1,3,66,0.17,83,94.91,13.98,0.21
399,58,100,75.624565,1,3,58,0.14,86,81.28,4.72,0.19
400,60,100,75.860621,1,4,60,0.1,90,55.81,6.36,0.21
401,70,100,76.231875,-1,1,70,0.1,90,59.04,9,0.22
402,72,100,76.584116,1,0,72,0.08,92,95.78,5.62,0.36
403,72,100,76.811261,1,1,72,0.11,89,54.55,3.64,0.33
404,72,100,77.055555,1,2,72,0.09,91,56.99,9.54,0.21
405,50,100,77.275288,1,3,50,0.1,90,50.97,1.34,0.23
406,74,100,77.521696,-1,5,74,0.1,90,73.88,9.53,0.2
407,80,100,77.723086,1,1,80,0.1,90,86.35,12.04,0.22
408,64,100,77.919896,1,3,64,0.15,85,63.52,10.42,0.18
409,84,100,78.167625,-1,5,84,0.08,92,40.33,12.96,0.18
410,70,100,78.374263,-1,2,70,0.13,87,84.59,10.8,0.23
411,78,100,78.579624,1,2,78,0.11,89,86.62,6.8,0.19
412,50,100,78.788546,-1,5,50,0.13,87,76.15,4.56,0.19
413,56,100,78.99747,-1,5,56,0.15,85,72.03,4.25,0.19
414,60,100,79.209661,1,3,60,0.16,84,61.42,8.73,0.19
415,58,100,79.406115,1,0,58,0.11,89,63.65,3.46,0.2
416,78,100,79.617054,1,3,78,0.05,95,64.15,11.82,0.18
417,42,100,79.817788,1,4,42,0.11,89,23.8,2.14,0.2
418,82,100,80.022069,-1,5,82,0.04,96,38.37,8.07,0.19
419,58,100,80.214341,1,4,58,0.12,88,53.55,6.38,0.19
420,66,100,80.415106,1,2,66,0.16,84,101.31,5.2,0.18
421,62,100,80.617683,1,2,62,0.12,88,66.45,7.11,0.19
422,38,100,80.827238,-1,3,38,0.11,89,66.28,2.16,0.19
423,56,100,81.022207,1,1,56,0.14,86,85.31,5.49,0.19
424,60,100,81.229841,-1,5,60,0.1,90,43.33,8.24,0.18
425,56,100,81.423432,1,2,56,0.15,85,72.01,10.61,0.19
426,70,100,81.621657,1,0,70,0.15,85,86.1,7.06,0.18
427,78,100,81.823694,1,0,78,0.07,93,67.81,10.92,0.18
428,82,100,82.030447,1,2,82,0.09,91,107.18,14.68,0.19
429,66,100,82.22582,1,3,66,0.12,88,89.48,4.48,0.19
430,76,100,82.426175,1,0,76,0.11,89,56.05,4.75,0.18
431,68,100,82.62558,1,4,68,0.11,89,81.27,9.11,0.19
432,66,100,82.824963,1,3,66,0.12,88,89.53,5.16,0.18
433,74,100,83.017576,1,4,74,0.12,88,60.5,6.12,0.18
434,84,100,83.219581,1,1,84,0.08,92,56.02,10.19,0.18
435,84,100,83.422811,1,1,84,0.08,92,66.76,10.92,0.19
436,60,100,83.620003,1,3,60,0.11,89,63.29,6.04,0.19
437,74,100,83.815234,1,0,74,0.1,90,55.71,4.69,0.18
438,64,100,84.016924,1,0,64,0.14,86,82.48,8.46,0.18
439,56,100,84.207575,1,1,56,0.16,84,58.98,9.39,0.19
440,78,100,84.402846,1,1,78,0.1,90,41.06,13,0.18
441,82,100,84.604507,1,1,82,0.08,92,85.14,8.66,0.18
442,64,100,84.804691,1,1,64,0.08,92,44.43,3.42,0.19
443,66,100,84.99598,1,1,66,0.13,87,81.5,5.86,0.19
444,72,100,85.191075,1,1,72,0.09,91,45.28,9.52,0.18
445,74,100,85.395199,1,1,74,0.08,92,63.91,4.85,0.18
446,74,100,85.590695,1,1,74,0.08,92,84.39,3.76,0.19
447,84,100,85.78828,1,1,84,0.07,93,64.8,11.44,0.18
448,70,100,85.984806,1,0,70,0.14,86,83.91,10.91,0.18
449,64,100,86.180803,1,0,64,0.12,88,65.08,9.28,0.18
450,74,100,86.373293,1,1,74,0.11,89,61.46,7.19,0.18
451,68,100,86.573035,1,2,68,0.13,87,87.48,5.49,0.18
452,56,100,86.777276,1,3,56,0.13,87,81.42,9.68,0.18
453,64,100,86.968812,1,0,64,0.13,87,64.4,8.03,0.19
454,56,100,87.171648,1,2,56,0.13,87,77.28,4.2,0.18
455,84,100,87.375723,1,3,84,0.08,92,65.98,7,0.19
456,70,100,87.593102,1,0,70,0.12,88,58.79,8.1,0.19
457,66,100,87.798083,1,4,66,0.08,92,73.52,2.31,0.2
458,84,100,87.996572,1,2,84,0.06,94,63.95,9.86,0.19
459,60,100,88.183396,-1,5,60,0.18,82,81.92,8,0.18
460,74,100,88.374447,1,2,74,0.1,90,38.24,8.38,0.17
461,50,100,88.571758,1,3,50,0.12,88,43.97,3.96,0.18
462,66,100,88.768924,1,2,66,0.14,86,40.89,5.91,0.18
463,52,100,88.970445,1,0,52,0.18,82,81.07,5,0.18
464,68,100,89.164844,1,3,68,0.11,89,46.64,7.22,0.18
465,52,100,89.359098,1,0,52,0.13,87,37.96,4.55,0.18
466,82,100,89.576799,1,2,82,0.09,91,65.47,7.47,0.18
467,62,100,89.789832,1,2,62,0.12,88,23.18,6.27,0.2
468,42,100,89.989896,1,1,42,0.16,84,33.48,2.04,0.2
469,76,100,90.180841,1,1,76,0.11,89,92.06,11.46,0.18
470,72,100,90.378827,1,4,72,0.09,91,63.33,9.97,0.18
471,66,100,90.578861,1,1,66,0.08,92,46.45,2.96,0.18
472,56,100,90.775202,1,0,56,0.14,86,67.04,6.19,0.19
473,76,100,90.982054,1,3,76,0.09,91,66.32,11.3,0.18
474,74,100,91.18756,-1,2,74,0.06,94,88.69,8.46,0.19
475,76,100,91.389447,1,0,76,0.05,95,55.76,8.66,0.19
476,56,100,91.591432,1,2,56,0.11,89,65.97,8.12,0.19
477,60,100,91.792619,-1,5,60,0.09,91,102.79,3.14,0.19
478,68,100,91.999362,1,1,68,0.13,87,55.14,13.39,0.19
479,70,100,92.194983,1,3,70,0.1,90,48.78,7.88,0.19
480,38,100,92.393208,1,3,38,0.12,88,80.99,2.5,0.18
481,82,100,92.587612,1,2,82,0.09,91,28.78,6.51,0.18
482,64,100,92.791661,1,1,64,0.12,88,44.19,8.54,0.18
483,34,100,92.998307,1,3,34,0.12,88,56.54,2.23,0.19
484,88,100,93.210099,1,4,88,0.06,94,55.5,8.34,0.19
485,82,100,93.42382,1,1,82,0.09,91,90.14,14.29,0.2
486,62,100,93.627871,1,3,62,0.12,88,71.15,3.04,0.2
487,62,100,93.82833,1,3,62,0.19,81,113.14,12.44,0.19
488,64,100,94.027828,1,3,64,0.14,86,85.5,4.84,0.19
489,64,100,94.229387,1,0,64,0.1,90,79.33,3.5,0.18
490,68,100,94.427008,1,3,68,0.1,90,25.42,11.31,0.19
491,74,100,94.633379,-1,5,74,0.09,91,40.7,8.52,0.18
492,56,100,94.834349,1,4,56,0.14,86,98.96,7.77,0.19
493,64,100,95.037549,-1,5,64,0.15,85,99.43,5.86,0.19
494,80,100,95.240178,1,0,80,0.1,90,91.07,8.92,0.19
495,64,100,95.42812,1,3,64,0.16,84,19.57,10.33,0.19
496,64,100,95.632358,-1,5,64,0.18,82,68.17,13.17,0.17
497,88,100,95.833289,1,0,88,0.04,96,45.94,7.99,0.19
498,76,100,96.034976,1,0,76,0.11,89,70.62,11.46,0.19
499,72,100,96.228562,1,1,72,0.07,93,38.96,7.94,0.19
500,64,100,96.42222,1,4,64,0.12,88,43.82,8.36,0.18
501,76,100,96.623976,1,0,76,0.12,88,98.9,8.49,0.18
502,72,100,96.825236,1,3,72,0.08,92,42.67,5.37,0.19
503,68,100,97.028733,1,2,68,0.09,91,34.86,7.19,0.19
504,50,100,97.225773,1,1,50,0.17,83,81.49,4.4,0.19
505,68,100,97.414538,-1,5,68,0.14,86,55.19,9.95,0.18
506,72,100,97.636982,1,1,72,0.1,90,63.16,8.63,0.17
507,64,100,97.842038,1,0,64,0.07,93,71.51,4.47,0.21
508,70,100,98.052115,1,0,70,0.07,93,41.61,7.34,0.19
509,68,100,98.253915,1,2,68,0.08,92,114.33,4.88,0.19
510,40,100,98.4564,-1,1,40,0.11,89,42.77,2.27,0.19
511,72,100,98.662014,1,3,72,0.09,91,74.24,7.7,0.18
512,66,100,98.856548,1,1,66,0.15,85,69.24,10.3,0.19
513,56,100,99.064631,1,2,56,0.12,88,63.77,6.84,0.18
514,80,100,99.264212,1,1,80,0.07,93,53.19,5.87,0.2
515,80,100,99.469874,1,0,80,0.07,93,85.79,11.38,0.19
516,78,100,99.672014,-1,3,78,0.08,92,67.24,3.17,0.19
517,66,100,99.877695,1,3,66,0.13,87,76.88,12.16,0.19
518,84,100,100.08646,1,3,84,0.07,93,85.78,6.8,0.19
519,72,100,100.289889,1,1,72,0.1,90,55.42,11.2,0.19
520,78,100,100.490845,1,1,78,0.09,91,89.13,11.05,0.19
521,74,100,100.693382,1,1,74,0.09,91,62.21,8.2,0.19
522,30,100,100.889903,1,1,30,0.16,84,98.59,3.84,0.19
523,76,100,101.097137,1,1,76,0.1,90,61.14,7.81,0.18
524,80,100,101.284488,1,3,80,0.09,91,52.86,9.8,0.19
525,70,100,101.476864,1,2,70,0.12,88,53.7,11.7,0.17
526,86,100,101.677572,1,2,86,0.07,93,79.75,8.75,0.18
527,72,100,101.885538,1,3,72,0.06,94,44.6,3.36,0.19
528,64,100,102.092654,1,2,64,0.1,90,64.39,2.22,0.19
529,88,100,102.299941,1,1,88,0.04,96,76.58,4.91,0.19
530,50,100,102.494579,1,1,50,0.13,87,64.98,6.16,0.19
531,82,100,102.69304,1,3,82,0.09,91,41.18,12.22,0.18
532,66,100,102.898478,1,1,66,0.12,88,71.61,5.39,0.19
533,76,100,103.095788,1,4,76,0.12,88,58.5,12.82,0.19
534,72,100,103.305946,1,1,72,0.08,92,77.44,2.83,0.18
535,58,100,103.505012,1,4,58,0.13,87,35.96,8.98,0.19
536,84,100,103.707837,1,1,84,0.07,93,96.21,5.19,0.19
537,72,100,103.911857,1,2,72,0.09,91,55.75,6.55,0.19
538,68,100,104.11101,1,1,68,0.14,86,71.94,12.53,0.19
539,84,100,104.308171,1,0,84,0.04,96,101.24,11.62,0.18
540,74,100,104.5161,1,1,74,0.07,93,65.73,4.47,0.18
541,74,100,104.721394,1,2,74,0.06,94,50.5,8.95,0.19
542,78,100,104.917079,1,1,78,0.08,92,63.54,11.54,0.19
543,72,100,105.112004,-1,5,72,0.11,89,65.25,9.6,0.18
544,70,100,105.313704,1,2,70,0.09,91,50.76,3.44,0.18
545,78,100,105.512286,1,2,78,0.1,90,70.59,5.67,0.19
546,72,100,105.713659,-1,0,72,0.11,89,85.22,9.26,0.18
547,78,100,105.908316,1,3,78,0.08,92,62.54,4.21,0.19
548,76,100,106.10745,1,3,76,0.1,90,69.27,5.21,0.18
549,66,100,106.321589,1,2,66,0.09,91,87.88,10.19,0.18
550,76,100,106.521525,1,3,76,0.1,90,79.32,9.7,0.2
551,76,100,106.733614,1,1,76,0.05,95,60.96,7.5,0.18
552,66,100,106.926619,1,3,66,0.14,86,76.48,11.84,0.2
553,66,100,107.133861,1,2,66,0.1,90,73.34,5.13,0.18
554,86,100,107.347318,1,3,86,0.07,93,99.44,9.22,0.19
555,58,100,107.546526,1,3,58,0.09,91,79.16,4.71,0.2
556,82,100,107.765789,1,1,82,0.07,93,63.97,11.61,0.19
557,76,100,107.965281,-1,5,76,0.09,91,39.76,5.22,0.21
558,66,100,108.171154,1,2,66,0.12,88,51.24,10.37,0.19
559,82,100,108.381693,1,1,82,0.06,94,40.61,9.78,0.19
560,68,100,108.583438,-1,5,68,0.08,92,78.16,8.43,0.2
561,58,100,108.782643,1,3,58,0.12,88,47.74,1.8,0.19
562,68,100,108.977029,1,3,68,0.12,88,88.83,8.6,0.18
563,50,100,109.181128,1,2,50,0.15,85,43,3.62,0.18
564,64,100,109.387029,1,2,64,0.13,87,62.33,9.37,0.19
565,80,100,109.591069,1,2,80,0.07,93,64.4,5.26,0.19
566,70,100,109.781549,1,0,70,0.1,90,62.12,9.22,0.19
567,82,100,109.988278,1,1,82,0.05,95,83.1,9.39,0.18
568,60,100,110.199316,1,2,60,0.06,94,93.21,1.86,0.19
569,58,100,110.414643,1,2,58,0.08,92,60.3,6.61,0.2
570,78,100,110.623431,1,1,78,0.11,89,55.69,6.56,0.2
571,82,100,110.820266,1,3,82,0.09,91,47.69,9.33,0.19
572,54,100,111.018331,1,2,54,0.11,89,65.5,2.55,0.19
573,64,100,111.214786,-1,5,64,0.15,85,108.09,4.8,0.18
574,68,100,111.416437,1,0,68,0.16,84,53.16,15.43,0.18
575,56,100,111.628442,1,0,56,0.06,94,61.48,3.39,0.19
576,50,100,111.830127,-1,3,50,0.12,88,55.96,3.63,0.2
577,32,100,112.033321,1,2,32,0.1,90,66.45,2.25,0.19
578,42,100,112.238842,1,4,42,0.14,86,88.79,2.41,0.19
579,70,100,112.443268,1,0,70,0.11,89,52.08,7.21,0.19
580,60,100,112.646995,-1,5,60,0.11,89,91.72,7.14,0.19
581,78,100,112.843732,1,3,78,0.07,93,86.27,5.11,0.19
582,76,100,113.048124,-1,2,76,0.1,90,66.09,6.52,0.18
583,32,100,113.253198,1,3,32,0.14,86,91.15,1.8,0.19
584,82,100,113.463454,1,0,82,0.09,91,59.31,14.59,0.19
585,84,100,113.660341,1,2,84,0.04,96,61.62,5.25,0.2
586,80,100,113.880662,1,3,80,0.08,92,64.89,8.62,0.18
587,70,100,114.153538,1,4,70,0.1,90,63.12,6.49,0.2
588,70,100,114.374191,1,0,70,0.08,92,40.64,6.7,0.26
589,84,100,114.598458,1,0,84,0.04,96,101.3,5.04,0.2
590,66,100,114.809016,1,3,66,0.1,90,75.69,5.41,0.21
591,72,100,115.02296,1,2,72,0.09,91,29.81,10.73,0.2
592,74,100,115.235432,1,1,74,0.07,93,82.44,6.37,0.2
593,70,100,115.444937,1,3,70,0.09,91,57.38,9.3,0.2
594,56,100,115.66044,1,1,56,0.1,90,120.27,6.94,0.2
595,80,100,115.870707,1,1,80,0.08,92,63.38,12.21,0.2
596,84,100,116.086133,1,0,84,0.07,93,72.42,9,0.19
597,68,100,116.307106,-1,5,68,0.12,88,39.2,10.05,0.2
598,74,100,116.523379,1,1,74,0.09,91,77.98,6.55,0.21
599,86,100,116.730158,-1,5,86,0.07,93,54.32,12.99,0.2
600,78,100,116.943611,1,1,78,0.08,92,114.1,12.65,0.19
601,60,100,117.155163,-1,1,60,0.11,89,85.89,5.69,0.2
602,68,100,117.375569,-1,5,68,0.11,89,72.23,5.11,0.2
603,58,100,117.605988,1,0,58,0.12,88,67.43,4.81,0.2
604,72,100,117.842504,1,3,72,0.04,96,62.97,4.06,0.21
605,56,100,118.059075,1,1,56,0.11,89,68.02,5.02,0.22
606,64,100,118.286225,1,4,64,0.07,93,35.87,4.83,0.2
607,78,100,118.500543,1,0,78,0.05,95,49.15,7.28,0.21
608,70,100,118.721486,1,1,70,0.11,89,70.24,12.4,0.2
609,78,100,118.943445,1,4,78,0.08,92,62.89,4.35,0.2
610,74,100,119.166497,1,2,74,0.08,92,106.91,5.95,0.21
611,52,100,119.390113,1,1,52,0.06,94,74.91,2.32,0.21
612,80,100,119.612873,-1,5,80,0.08,92,50.77,9.94,0.21
613,82,100,119.837276,1,1,82,0.08,92,57.89,11.23,0.21
614,74,100,120.056972,1,3,74,0.06,94,57.44,4.63,0.21
615,80,100,120.267294,1,1,80,0.05,95,27.11,10.13,0.21
616,86,100,120.493024,1,1,86,0.04,96,59.08,10.61,0.19
617,78,100,120.725708,1,3,78,0.1,90,56.81,10.08,0.21
618,80,100,120.961264,1,4,80,0.1,90,68.59,11.15,0.22
619,82,100,121.195754,1,3,82,0.05,95,26.81,10.95,0.22
620,64,100,121.433693,1,3,64,0.09,91,66.95,8.35,0.22
621,60,100,121.659185,1,4,60,0.08,92,61.98,3.59,0.22
622,66,100,121.887028,1,0,66,0.09,91,44.35,8.46,0.21
623,68,100,122.108837,-1,5,68,0.06,94,56.06,10.36,0.21
624,74,100,122.334309,1,1,74,0.1,90,53.57,12.72,0.21
625,32,100,122.562632,1,1,32,0.14,86,101.65,1.42,0.21
626,76,100,122.790596,1,2,76,0.12,88,78.3,7.45,0.21
627,74,100,123.019996,1,3,74,0.06,94,49.05,5.6,0.22
628,86,100,123.247319,1,2,86,0.07,93,58.12,13.51,0.21
629,76,100,123.465302,-1,5,76,0.12,88,44.13,7.14,0.21
630,86,100,123.685902,1,0,86,0.07,93,39.72,10.85,0.2
631,78,100,123.90626,1,2,78,0.11,89,80.32,11.45,0.21
632,76,100,124.110697,1,2,76,0.1,90,65.86,4.66,0.21
633,82,100,124.335013,1,0,82,0.06,94,65.9,5.39,0.19
634,82,100,124.555497,1,0,82,0.09,91,95.87,10,0.21
635,84,100,124.777467,1,2,84,0.08,92,69.64,9.12,0.2
636,90,100,125.00631,1,0,90,0.04,96,35.96,6.7,0.21
637,46,100,125.229147,1,1,46,0.18,82,54.81,8.02,0.21
638,90,100,125.470404,1,2,90,0.04,96,37.16,10.03,0.21
639,74,100,125.695065,1,1,74,0.07,93,32.29,4.77,0.23
640,86,100,125.934443,1,1,86,0.07,93,54.99,7.32,0.21
641,86,100,126.163868,1,3,86,0.06,94,44.91,12.07,0.22
642,68,100,126.399625,1,0,68,0.08,92,37.73,10.07,0.21
643,40,100,126.637674,1,2,40,0.12,88,53.87,2.36,0.22
644,78,100,126.87322,1,3,78,0.09,91,40.81,6.32,0.22
645,70,100,127.092224,-1,1,70,0.09,91,68.51,5.85,0.22
646,84,100,127.313656,1,1,84,0.06,94,70.05,2.91,0.21
647,66,100,127.513888,1,0,66,0.14,86,63.25,8.46,0.21
648,86,100,127.729361,1,2,86,0.07,93,84.96,11.98,0.18
649,80,100,127.960976,1,0,80,0.01,99,70.43,4.74,0.2
650,84,100,128.180564,-1,0,84,0.03,97,69.66,11.65,0.22
651,82,100,128.398891,1,3,82,0.07,93,61.91,13.16,0.2
652,82,100,128.625769,1,1,82,0.09,91,55,13.45,0.2
653,68,100,128.854625,1,2,68,0.1,90,57.88,13.05,0.21
654,76,100,129.076419,1,2,76,0.11,89,38.73,11.7,0.22
655,84,100,129.30357,1,2,84,0.05,95,84.14,5.22,0.21
656,62,100,129.525051,1,2,62,0.09,91,49.7,4.28,0.21
657,74,100,129.755454,1,0,74,0.06,94,58.86,8.7,0.21
658,88,100,129.979307,1,2,88,0.06,94,46.24,13.28,0.21
659,74,100,130.190128,1,0,74,0.1,90,69.45,5.24,0.21
660,72,100,130.407812,1,1,72,0.06,94,39.93,10.49,0.2
661,80,100,130.61126,1,0,80,0.1,90,77.48,11,0.2
662,62,100,130.840624,-1,1,62,0.11,89,29.86,3.54,0.19
663,76,100,131.061576,1,0,76,0.07,93,54.32,10.68,0.22
664,84,100,131.268154,1,2,84,0.08,92,44.94,11.07,0.21
665,82,100,131.475315,1,1,82,0.07,93,64.34,11.39,0.19
666,70,100,131.678351,1,1,70,0.09,91,56.34,4.2,0.19
667,66,100,131.908571,1,3,66,0.08,92,71.81,7.49,0.19
668,82,100,132.111845,1,3,82,0.08,92,71.92,6.48,0.22
669,84,100,132.320812,-1,1,84,0.05,95,71.5,6.2,0.19
670,70,100,132.532829,1,2,70,0.13,87,92.64,5.59,0.2
671,76,100,132.740132,1,3,76,0.08,92,61.55,8.85,0.2
672,86,100,132.962334,1,1,86,0.06,94,59.15,13.11,0.19
673,84,100,133.164123,-1,5,84,0.08,92,42.07,10.67,0.21
674,84,100,133.370204,1,0,84,0.06,94,64.89,6.19,0.19
675,78,100,133.570069,1,3,78,0.1,90,63.66,10.83,0.19
676,74,100,133.77234,1,2,74,0.06,94,61,9.36,0.18
677,90,100,134.004047,-1,4,90,0.05,95,63.32,10.65,0.19
678,70,100,134.209191,1,3,70,0.1,90,75.57,12.11,0.22
679,92,100,134.416455,1,0,92,0.04,96,25.76,14.33,0.19
680,62,100,134.622197,1,1,62,0.08,92,48.39,4.33,0.19
681,88,100,134.845665,1,2,88,0.05,95,41.65,13.24,0.19
682,70,100,135.043731,1,2,70,0.09,91,61.18,5.5,0.21
683,80,100,135.251333,1,3,80,0.06,94,40.97,10.98,0.18
684,68,100,135.461682,1,2,68,0.05,95,49.75,8.35,0.19
685,68,100,135.66638,1,3,68,0.11,89,79.96,7.49,0.2
686,62,100,135.891086,1,0,62,0.06,94,54.83,2.45,0.19
687,74,100,136.091688,1,2,74,0.09,91,87.01,4.65,0.21
688,92,100,136.309015,1,1,92,0.04,96,82.63,14.12,0.19
689,84,100,136.519259,1,0,84,0.06,94,76.75,6.6,0.2
690,68,100,136.726732,1,2,68,0.1,90,52.92,9.63,0.2
691,76,100,136.951017,1,3,76,0.09,91,43.27,13.01,0.19
692,90,100,137.161101,1,0,90,0.04,96,64.23,10.99,0.21
693,74,100,137.367899,1,1,74,0.06,94,103.65,4.65,0.2
694,86,100,137.579623,1,3,86,0.04,96,57.69,4,0.19
695,68,100,137.77828,1,2,68,0.09,91,51.33,9.15,0.2
696,86,100,138.002916,1,3,86,0.07,93,61.63,10.78,0.18
697,82,100,138.239236,1,2,82,0.05,95,77.63,4.47,0.21
698,68,100,138.443411,1,2,68,0.07,93,70.85,7.75,0.22
699,76,100,138.648995,1,2,76,0.08,92,73.5,4.89,0.19
700,84,100,138.850478,1,3,84,0.05,95,35.96,11.36,0.19
701,80,100,139.071168,-1,4,80,0.05,95,66.18,6.74,0.19
702,84,100,139.276577,-1,5,84,0.07,93,87.58,6.28,0.21
703,42,100,139.487408,-1,5,42,0.09,91,37.69,1.64,0.19
704,70,100,139.685232,1,3,70,0.11,89,74.81,13.25,0.2
705,80,100,139.881614,1,0,80,0.1,90,65.91,14.18,0.18
706,84,100,140.098554,1,0,84,0.08,92,55.76,11.36,0.18
707,80,100,140.311363,1,1,80,0.02,98,34.48,4.92,0.2
708,64,100,140.513533,1,3,64,0.12,88,52.98,7.44,0.2
709,64,100,140.720271,-1,0,64,0.07,93,53.11,5.29,0.18
710,82,100,140.932278,1,2,82,0.03,97,51.94,11.04,0.19
711,76,100,141.158388,1,4,76,0.08,92,51.01,8.17,0.2
712,70,100,141.35583,1,0,70,0.1,90,43.53,6.47,0.21
713,80,100,141.561109,1,1,80,0.08,92,67.2,11.79,0.18
714,70,100,141.76684,-1,5,70,0.07,93,62.41,8.21,0.19
715,88,100,141.969039,1,3,88,0.06,94,41.1,13.79,0.19
716,76,100,142.188486,1,1,76,0.05,95,69.14,9.56,0.19
717,68,100,142.390923,1,0,68,0.12,88,52.91,11.23,0.21
718,78,100,142.592863,1,3,78,0.11,89,65.09,12.67,0.19
719,84,100,142.793362,1,0,84,0.07,93,45.36,11.55,0.19
720,88,100,143.002327,1,3,88,0.06,94,59.98,14.4,0.19
721,82,100,143.221004,1,0,82,0.08,92,45.15,9.7,0.19
722,68,100,143.426257,-1,5,68,0.1,90,63.16,2.33,0.2
723,94,100,143.63332,1,3,94,0.01,99,108.42,6.63,0.19
724,54,100,143.842787,1,1,54,0.03,97,82.15,2.39,0.19
725,86,100,144.044658,-1,5,86,0.07,93,48.19,12.86,0.2
726,88,100,144.288961,1,3,88,0.06,94,79.65,13.11,0.19
727,78,100,144.501694,1,3,78,0.07,93,63.71,10.86,0.22
728,96,100,144.705476,1,3,96,0.02,98,77.01,14.41,0.2
729,94,100,144.916281,1,4,94,0.03,97,48.72,10.68,0.19
730,60,100,145.127265,1,0,60,0.07,93,77.55,8.83,0.2
731,84,100,145.349385,1,1,84,0.05,95,55.8,7.56,0.2
732,74,100,145.554155,-1,5,74,0.08,92,34.75,4.78,0.21
733,82,100,145.758924,1,2,82,0.09,91,58.2,14.59,0.19
734,80,100,145.971365,1,1,80,0.04,96,52.01,8.58,0.19
735,70,100,146.192471,1,1,70,0.04,96,39.12,10.25,0.2
736,52,100,146.405005,-1,0,52,0.08,92,54.3,2.22,0.2
737,64,100,146.613624,-1,5,64,0.07,93,55.65,8.5,0.19
738,58,100,146.82498,1,2,58,0.03,97,40.13,8.46,0.19
739,60,100,147.030437,1,1,60,0.08,92,62.92,2.27,0.2
740,80,100,147.274069,1,0,80,0.05,95,34.03,11.56,0.19
741,68,100,147.483814,1,0,68,0.06,94,56.59,4.02,0.23
742,90,100,147.70104,1,0,90,0.05,95,34.65,11.44,0.19
743,76,100,147.922812,1,3,76,0.04,96,41.35,5.34,0.2
744,72,100,148.147086,1,1,72,0.06,94,48.1,9.34,0.21
745,72,100,148.400482,1,2,72,0.03,97,29.74,8.84,0.21
746,84,100,148.621807,1,0,84,0.06,94,48.45,10.64,0.24
747,78,100,148.840239,-1,5,78,0.08,92,58.04,10.97,0.21
748,78,100,149.050376,1,2,78,0.08,92,44,9.27,0.2
749,76,100,149.270354,1,1,76,0.04,96,36.63,3.96,0.2
750,34,100,149.500038,-1,3,34,0.07,93,95.86,1.33,0.21
751,64,100,149.706898,1,3,64,0.1,90,71.77,9.51,0.2
752,74,100,149.917482,1,1,74,0.06,94,44.15,2.71,0.19
753,88,100,150.130744,1,1,88,0.05,95,90.6,6.2,0.2
754,82,100,150.353142,1,2,82,0.06,94,51.25,7.17,0.2
755,80,100,150.559115,1,1,80,0.05,95,28.84,5.63,0.21
756,80,100,150.768307,1,1,80,0.08,92,89.22,11.56,0.19
757,88,100,150.984451,1,2,88,0.04,96,46.28,9.95,0.19
758,90,100,151.197083,1,0,90,0.05,95,75.21,6.19,0.2
759,80,100,151.430784,1,3,80,0.08,92,47.61,13.65,0.2
760,68,100,151.651652,-1,1,68,0.05,95,100.87,5.61,0.22
761,74,100,151.869381,1,2,74,0.05,95,44.32,9.79,0.21
762,88,100,152.088386,1,3,88,0.05,95,41.03,10.32,0.2
763,84,100,152.294759,1,1,84,0.08,92,69.85,10.05,0.2
764,80,100,152.522637,1,2,80,0.08,92,92.95,12.34,0.19
765,94,100,152.743495,1,1,94,0.03,97,47.19,13.98,0.21
766,90,100,152.959011,1,3,90,0.04,96,56.13,11.01,0.21
767,60,100,153.183773,1,0,60,0.09,91,35.17,1.37,0.2
768,50,100,153.405891,-1,2,50,0.08,92,36.64,2.83,0.21
769,58,100,153.620399,1,2,58,0.02,98,50.39,2.5,0.21
770,82,100,153.833597,1,3,82,0.06,94,41.11,10.83,0.2
771,84,100,154.044057,1,0,84,0.05,95,99.92,11.49,0.2
772,86,100,154.262444,1,1,86,0.03,97,63.37,10.04,0.2
773,82,100,154.496186,1,1,82,0.04,96,66.92,11.13,0.2
774,78,100,154.709073,1,1,78,0.07,93,33.6,10.3,0.22
775,70,100,154.91846,1,2,70,0.1,90,86.5,5.21,0.2
776,82,100,155.124689,1,2,82,0.08,92,63.23,10.13,0.19
777,74,100,155.331908,1,1,74,0.06,94,46.14,5.21,0.19
778,94,100,155.563275,1,3,94,0.03,97,50.1,10.86,0.19
779,74,100,155.784078,1,3,74,0.06,94,58.51,4.68,0.22
780,70,100,155.988556,1,3,70,0.07,93,97.93,3.74,0.2
781,64,100,156.200489,1,0,64,0.09,91,98.11,10.63,0.19
782,82,100,156.414918,1,0,82,0.03,97,45.62,6.8,0.2
