episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,execution_time
783,96,100,156.631975,1,3,96,0.02,98,48.8,7.47,0.2
784,88,100,156.84883,1,2,88,0.06,94,47.02,13.06,0.2
785,92,100,157.05608,1,3,92,0.02,98,39.52,10.87,0.2
786,84,100,157.27517,1,1,84,0.04,96,49.55,12.04,0.19
787,86,100,157.49444,1,1,86,0.03,97,56.06,6.27,0.2
788,82,100,157.71725,1,2,82,0.05,95,72.61,11.19,0.21
789,62,100,157.926033,1,0,62,0.08,92,58.24,10,0.2
790,60,100,158.132441,1,2,60,0.1,90,43.89,10.23,0.19
791,88,100,158.360118,1,0,88,0.04,96,40.22,12.78,0.19
792,80,100,158.589582,1,3,80,0.05,95,61.74,5.55,0.21
793,94,100,158.804792,1,3,94,0.03,97,84.34,13.4,0.22
794,84,100,159.014249,1,3,84,0.07,93,52.22,5.93,0.2
795,80,100,159.227784,1,0,80,0.04,96,50.18,2.9,0.19
796,66,100,159.440247,1,3,66,0.01,99,51.14,1.64,0.2
797,90,100,159.670532,1,3,90,0.05,95,68.33,10.66,0.2
798,74,100,159.881777,1,2,74,0.05,95,61.29,2.31,0.22
799,86,100,160.086711,1,1,86,0.05,95,38.03,5.32,0.2
800,52,100,160.300164,1,2,52,0.04,96,74.95,1.95,0.19
801,96,100,160.518256,1,0,96,0.02,98,74.26,11.78,0.2
802,78,100,160.744725,1,2,78,0.04,96,32.89,10.73,0.2
803,86,100,160.962531,1,1,86,0.07,93,54.06,13.47,0.21
804,92,100,161.178435,1,0,92,0.03,97,49.87,11.23,0.2
805,88,100,161.393674,1,3,88,0.04,96,36.55,6.44,0.2
806,78,100,161.618276,1,0,78,0.05,95,52.96,6.18,0.2
807,78,100,161.833513,1,4,78,0.07,93,94.54,4,0.21
808,76,100,162.047834,1,1,76,0.09,91,35.76,12.1,0.2
809,88,100,162.262586,1,0,88,0.03,97,56.67,12.54,0.2
810,70,100,162.477704,1,3,70,0.08,92,84.75,4,0.2
811,80,100,162.713888,1,1,80,0.02,98,78.33,7.78,0.2
812,66,100,162.938532,1,2,66,0.06,94,61.65,2.91,0.22
813,66,100,163.155481,1,0,66,0.02,98,54.86,5.5,0.21
814,72,100,163.367335,1,2,72,0.06,94,81.62,8.2,0.2
815,82,100,163.591759,1,3,82,0.03,97,61.3,9.38,0.2
816,92,100,163.829333,1,2,92,0.03,97,44.36,15.38,0.21
817,94,100,164.048627,1,0,94,0.03,97,27.84,14.43,0.21
818,76,100,164.262891,1,0,76,0.04,96,82.57,3.98,0.21
819,50,100,164.476416,-1,5,50,0.07,93,50.48,2.38,0.2
820,82,100,164.696269,1,3,82,0.04,96,82.12,7.82,0.2
821,84,100,164.915108,1,0,84,0.08,92,46.34,11.4,0.2
822,88,100,165.133841,1,1,88,0.03,97,73.13,5.5,0.2
823,78,100,165.348551,1,0,78,0.04,96,61.15,5.81,0.2
824,76,100,165.568131,1,3,76,0.02,98,63.05,4.29,0.2
825,84,100,165.796642,1,0,84,0.06,94,73.75,7.05,0.2
826,78,100,166.008981,1,0,78,0.02,98,36.48,9.63,0.21
827,86,100,166.219248,1,3,86,0.07,93,106.23,15.12,0.2
828,56,100,166.446896,1,1,56,0.05,95,93.61,2.47,0.2
829,76,100,166.66293,1,1,76,0.11,89,47.42,12.9,0.21
830,70,100,166.895431,1,0,70,0.08,92,55.49,10.86,0.2
831,88,100,167.110877,1,2,88,0.04,96,47.07,11.32,0.21
832,72,100,167.338771,1,3,72,0.04,96,51.92,10.06,0.2
833,74,100,167.556294,-1,0,74,0.06,94,81.73,9.18,0.21
834,96,100,167.772281,1,3,96,0.02,98,31.48,11.68,0.2
835,80,100,168.000691,1,3,80,0.06,94,97.85,8.33,0.2
836,86,100,168.219296,1,2,86,0.07,93,45.64,10.12,0.21
837,72,100,168.477844,1,3,72,0.06,94,53.12,9.93,0.2
838,88,100,168.688007,1,3,88,0.05,95,36.26,14.11,0.24
839,88,100,168.918931,1,2,88,0.06,94,72.8,11.91,0.2
840,90,100,169.138092,1,2,90,0.02,98,76.19,13.06,0.22
841,78,100,169.352667,1,0,78,0.09,91,58.46,10.71,0.21
842,56,100,169.56751,1,3,56,0.03,97,35.35,2.76,0.2
843,70,100,169.791189,1,2,70,0.06,94,64.55,2.43,0.2
844,70,100,170.017408,1,3,70,0.07,93,47.7,5.1,0.21
845,74,100,170.231935,1,1,74,0.03,97,45.93,7.87,0.21
846,94,100,170.452537,1,2,94,0.01,99,37.01,5.85,0.2
847,56,100,170.671558,-1,2,56,0.05,95,52.06,2.67,0.21
848,66,100,170.900839,1,3,66,0.02,98,37.64,4.32,0.2
849,72,100,171.131056,1,2,72,0.05,95,44.33,4.75,0.22
850,78,100,171.346511,-1,5,78,0.06,94,72,9.48,0.22
851,90,100,171.559961,1,1,90,0.05,95,66.7,9.47,0.2
852,94,100,171.784103,1,1,94,0.03,97,40.51,12.03,0.2
853,90,100,172.014539,1,2,90,0.04,96,45.05,10.98,0.21
854,90,100,172.233288,-1,1,90,0.02,98,41.32,5.99,0.21
855,96,100,172.452111,1,3,96,0.02,98,63.95,14.06,0.21
856,90,100,172.661935,1,3,90,0.05,95,55.04,11.79,0.2
857,78,100,172.883877,1,3,78,0.03,97,58.89,9.63,0.2
858,72,100,173.10824,1,1,72,0.05,95,59.46,9.52,0.21
859,82,100,173.32995,1,1,82,0.07,93,68.68,10.5,0.21
860,92,100,173.55001,1,0,92,0.04,96,64.24,13.44,0.21
861,66,100,173.762131,1,0,66,0.08,92,65.47,6.82,0.21
862,68,100,174.008577,1,2,68,0.03,97,21.37,1.44,0.2
863,80,100,174.215498,1,3,80,0.07,93,75.52,11.88,0.23
864,80,100,174.429185,1,2,80,0.02,98,46.68,10.4,0.19
865,82,100,174.639271,1,0,82,0.04,96,46.31,5.17,0.2
866,78,100,174.857974,1,0,78,0.04,96,64.94,9.87,0.2
867,94,100,175.091853,1,2,94,0.02,98,46.57,12.88,0.2
868,74,100,175.319597,1,3,74,0.03,97,32.76,2.18,0.22
869,88,100,175.53124,1,2,88,0.06,94,58.53,10.15,0.21
870,72,100,175.745206,1,0,72,0.07,93,32.68,8.05,0.2
871,94,100,175.968886,1,0,94,0.03,97,27.37,14.85,0.2
872,98,100,176.198792,1,0,98,0.01,99,57.99,9.68,0.21
873,86,100,176.419397,1,1,86,0.01,99,45.81,6.32,0.22
874,90,100,176.633216,1,3,90,0.03,97,39.94,14.3,0.21
875,56,100,176.854433,1,3,56,0.06,94,57.25,2.72,0.2
876,94,100,177.088846,1,3,94,0.03,97,56.46,10.48,0.21
877,76,100,177.311705,1,3,76,0.02,98,77.09,7.99,0.22
878,80,100,177.529889,1,1,80,0.01,99,42.79,9.33,0.21
879,84,100,177.74934,1,1,84,0.03,97,30.53,8.81,0.2
880,76,100,177.972132,1,3,76,0.06,94,58.4,7.42,0.2
881,74,100,178.21035,1,0,74,0.03,97,49.96,3.59,0.2
882,84,100,178.424521,1,0,84,0.05,95,38.35,9.8,0.22
883,58,100,178.659696,1,1,58,0.05,95,58.26,1.84,0.2
884,78,100,178.877111,1,0,78,0.02,98,58.84,3.76,0.22
885,94,100,179.106979,1,1,94,0.03,97,51.31,11.34,0.2
886,88,100,179.32355,1,3,88,0.03,97,72.02,10.93,0.22
887,88,100,179.532289,-1,5,88,0.03,97,28.01,13.36,0.2
888,66,100,179.749092,-1,5,66,0.04,96,52.73,3.24,0.2
889,96,100,179.972634,1,1,96,0.01,99,80.8,15.24,0.2
890,84,100,180.215455,1,2,84,0.02,98,84.28,4.16,0.21
891,76,100,180.435632,1,3,76,0.04,96,40.57,9.74,0.23
892,78,100,180.649729,1,2,78,0.04,96,43.03,9.61,0.21
893,100,100,180.869345,1,1,100,0,100,51.55,10.76,0.2
894,80,100,181.090679,1,2,80,0.06,94,77.89,6.2,0.21
895,68,100,181.319504,1,2,68,0.05,95,60.8,1.96,0.21
896,80,100,181.535446,1,3,80,0.03,97,42.21,6.73,0.21
897,74,100,181.75429,1,3,74,0.05,95,56.18,7.94,0.2
898,86,100,181.974344,1,2,86,0.02,98,55.66,6.53,0.2
899,96,100,182.207803,1,0,96,0.02,98,44.63,11.99,0.21
900,88,100,182.422024,1,1,88,0.03,97,52.79,8.29,0.22
901,92,100,182.64022,1,1,92,0.02,98,78.71,12.24,0.2
902,76,100,182.851798,1,2,76,0.03,97,118.93,7.75,0.2
903,94,100,183.078958,1,2,94,0.03,97,11.62,7.64,0.2
904,98,100,183.312614,1,0,98,0.01,99,51.11,14.46,0.21
905,92,100,183.534691,1,2,92,0.02,98,62.39,12.69,0.22
906,84,100,183.748024,1,0,84,0.06,94,77.02,11.46,0.21
907,98,100,183.964223,1,1,98,0.01,99,66.76,7.09,0.2
908,92,100,184.182001,1,2,92,0.03,97,46.9,10.41,0.2
909,94,100,184.413298,1,0,94,0.03,97,23.73,12.95,0.2
910,86,100,184.628185,1,3,86,0.06,94,61.26,10.33,0.22
911,90,100,184.844762,1,3,90,0.02,98,47.19,8.28,0.2
912,80,100,185.061776,1,0,80,0.04,96,53.67,9.99,0.2
913,98,100,185.294209,1,2,98,0.01,99,63.97,7.6,0.2
914,72,100,185.512386,1,3,72,0.03,97,56.47,4.32,0.22
915,80,100,185.738626,1,1,80,0.01,99,71.18,11.58,0.2
916,76,100,185.960707,1,1,76,0.01,99,60.02,5.74,0.21
917,88,100,186.174288,1,1,88,0.03,97,43.73,10.33,0.21
918,98,100,186.410231,1,0,98,0.01,99,33.14,7.65,0.2
919,88,100,186.616009,1,1,88,0.03,97,83.77,14.99,0.22
920,94,100,186.834553,1,0,94,0.03,97,50.78,15.85,0.19
921,88,100,187.061689,1,1,88,0.04,96,50.74,13.09,0.2
922,90,100,187.289382,1,3,90,0.02,98,36.07,5.04,0.21
923,90,100,187.533145,1,3,90,0.05,95,32.36,11.8,0.21
924,86,100,187.748729,1,0,86,0.02,98,99.47,5.16,0.22
925,74,100,187.962766,1,0,74,0.03,97,92.43,2.63,0.2
926,76,100,188.184322,-1,2,76,0.02,98,40.02,6.74,0.2
927,74,100,188.41931,1,1,74,0,100,59.35,2.15,0.21
928,64,100,188.650451,-1,5,64,0.04,96,45.61,2.55,0.22
929,92,100,188.877137,1,3,92,0.01,99,57.76,9.03,0.22
930,98,100,189.092596,1,1,98,0.01,99,42.62,13.76,0.21
931,94,100,189.310631,1,0,94,0.03,97,46.27,14.88,0.2
932,80,100,189.527912,1,3,80,0.03,97,70.03,10.26,0.2
933,68,100,189.743087,1,1,68,0.03,97,48.68,3.05,0.2
934,96,100,189.966432,1,2,96,0.01,99,48.91,13.44,0.2
935,78,100,190.181845,1,1,78,0.04,96,64,5.2,0.21
936,96,100,190.416309,1,3,96,0,100,62.1,8.68,0.2
937,96,100,190.632627,1,3,96,0.02,98,55.97,12.33,0.22
938,100,100,190.846018,1,0,100,0,100,29.81,13.48,0.2
939,86,100,191.055165,1,2,86,0.04,96,40.99,9.32,0.2
940,100,100,191.273367,1,1,100,0,100,90.47,11.33,0.2
941,92,100,191.498677,1,3,92,0.02,98,21.52,12.43,0.2
942,86,100,191.717274,1,2,86,0.01,99,52.47,4.92,0.21
943,90,100,191.931984,1,1,90,0.03,97,32.07,6.21,0.2
944,100,100,192.145546,1,2,100,0,100,67.43,8,0.2
945,90,100,192.361552,1,0,90,0.04,96,57.17,13.71,0.2
946,92,100,192.591028,1,1,92,0.04,96,35.47,7.33,0.2
947,86,100,192.802717,1,2,86,0.02,98,58.25,7.15,0.21
948,86,100,193.020838,1,1,86,0.02,98,74.66,9.66,0.2
949,88,100,193.234756,1,2,88,0.03,97,55.96,14.12,0.2
950,96,100,193.46017,1,3,96,0.01,99,39.81,10.63,0.2
951,80,100,193.678812,1,1,80,0.03,97,49.39,6,0.21
952,86,100,193.896117,1,1,86,0.02,98,47.23,11.72,0.2
953,84,100,194.10929,1,2,84,0.02,98,65.81,10.13,0.2
954,74,100,194.325373,1,2,74,0.02,98,18.78,10.39,0.2
955,80,100,194.567163,1,3,80,0,100,74.18,3.44,0.2
956,92,100,194.786566,1,2,92,0.01,99,36.33,5.55,0.23
957,48,100,195.012092,1,1,48,0.01,99,40.36,1.74,0.2
958,86,100,195.222995,1,3,86,0.03,97,50.77,10.08,0.21
959,60,100,195.442075,-1,5,60,0.04,96,53.29,4.46,0.2
960,90,100,195.671036,1,2,90,0.02,98,60.08,10.53,0.2
961,92,100,195.894004,1,2,92,0.02,98,59.28,10.14,0.21
962,100,100,196.108961,1,1,100,0,100,37.06,11.58,0.21
963,72,100,196.328041,1,0,72,0.01,99,60.64,4.68,0.2
964,96,100,196.561302,1,0,96,0,100,86.07,7.81,0.21
965,92,100,196.790363,1,3,92,0.02,98,87.59,6.96,0.22
966,98,100,197.009177,1,1,98,0.01,99,40.51,13.47,0.22
967,88,100,197.231166,1,2,88,0.01,99,94.82,6.32,0.2
968,88,100,197.451312,1,0,88,0.01,99,40.78,12.08,0.21
969,98,100,197.681205,1,2,98,0.01,99,39.28,11.21,0.21
970,76,100,197.899494,-1,4,76,0.06,94,42.08,6.85,0.21
971,80,100,198.126404,-1,1,80,0.01,99,72.69,12.43,0.2
972,86,100,198.347908,1,2,86,0.01,99,52.77,9.46,0.21
973,86,100,198.573117,1,2,86,0.01,99,74.9,8.35,0.21
974,90,100,198.82199,1,0,90,0.03,97,36.98,11.81,0.21
975,76,100,199.04142,-1,2,76,0,100,45.2,4.11,0.23
976,88,100,199.26219,1,1,88,0,100,32.7,5.58,0.21
977,96,100,199.490745,1,3,96,0.01,99,31.72,11.26,0.21
978,86,100,199.726982,1,1,86,0.02,98,17.87,10.4,0.21
979,98,100,199.944926,1,0,98,0.01,99,114.46,11.05,0.22
980,92,100,200.167325,1,2,92,0.01,99,82.19,5.96,0.2
981,80,100,200.387418,1,0,80,0.01,99,46.63,8.97,0.21
982,82,100,200.611869,1,0,82,0.04,96,60.71,11.62,0.21
983,96,100,200.840147,1,2,96,0.01,99,47.63,7.11,0.21
984,92,100,201.062731,1,3,92,0.01,99,65.6,7.01,0.21
985,98,100,201.281648,1,0,98,0.01,99,49.66,15.85,0.21
986,100,100,201.502497,1,2,100,0,100,41.6,10.9,0.21
987,72,100,201.740111,1,1,72,0.02,98,57.74,7.89,0.2
988,96,100,201.965132,1,0,96,0,100,84.78,11.14,0.22
989,80,100,202.214025,1,3,80,0,100,40.03,2.5,0.21
990,96,100,202.431914,1,1,96,0.02,98,55.64,9.31,0.23
991,98,100,202.645603,1,2,98,0.01,99,43.22,14.3,0.2
992,90,100,202.88825,1,4,90,0.03,97,42.56,10.06,0.2
993,82,100,203.108691,-1,3,82,0,100,57.4,3.32,0.22
994,98,100,203.338065,1,3,98,0,100,46.97,12.78,0.21
995,82,100,203.556979,1,0,82,0.01,99,60.14,3.94,0.22
996,86,100,203.789738,1,3,86,0.01,99,33.2,5.53,0.2
997,76,100,204.014185,1,1,76,0.01,99,42.22,10.85,0.22
998,90,100,204.236646,1,0,90,0,100,55.54,5.36,0.21
999,94,100,204.448389,1,3,94,0,100,80.35,10.91,0.21
1000,78,100,204.665641,1,1,78,0.01,99,43.1,2.52,0.2
1001,90,100,204.907383,1,3,90,0.01,99,59.89,10.18,0.2
1002,100,100,205.118807,1,3,100,0,100,37.58,14.2,0.23
1003,86,100,205.349354,1,1,86,0,100,69.1,2.37,0.2
1004,70,100,205.560886,-1,0,70,0,100,57.74,2.3,0.22
1005,68,100,205.783926,1,2,68,0.02,98,40.04,2.92,0.2
1006,74,100,206.009835,1,0,74,0.02,98,66.12,7.52,0.21
1007,86,100,206.231407,1,3,86,0.01,99,60.83,8.44,0.2
1008,72,100,206.451126,1,0,72,0.03,97,65.97,2.34,0.21
1009,96,100,206.674442,1,0,96,0.02,98,39.82,13.76,0.21
1010,96,100,206.906729,1,2,96,0.01,99,37.53,5.45,0.21
1011,100,100,207.121908,1,0,100,0,100,29.64,10.36,0.22
1012,62,100,207.345025,1,2,62,0.03,97,58.42,9.48,0.2
1013,98,100,207.560267,1,0,98,0.01,99,45.89,11.03,0.21
1014,80,100,207.772781,1,0,80,0.03,97,56.39,6.04,0.2
1015,92,100,208.000431,1,0,92,0.02,98,43.58,12.17,0.2
1016,84,100,208.218844,1,1,84,0.03,97,32.45,5.36,0.21
1017,88,100,208.440951,1,0,88,0.02,98,48.42,8.5,0.2
1018,92,100,208.654336,1,2,92,0.01,99,53.11,10.48,0.21
1019,88,100,208.90472,1,0,88,0,100,91.97,8.18,0.2
1020,72,100,209.128789,1,0,72,0.02,98,63.6,7.21,0.24
1021,90,100,209.347507,1,2,90,0,100,47.56,10.89,0.21
1022,98,100,209.555702,1,0,98,0,100,37.8,10.69,0.2
1023,94,100,209.768294,1,0,94,0.01,99,53.2,7.1,0.19
1024,88,100,210.000811,1,3,88,0.03,97,48.24,6.58,0.2
1025,96,100,210.21833,1,3,96,0.01,99,31.93,14.3,0.22
1026,84,100,210.434359,1,0,84,0,100,56.96,9.37,0.2
1027,96,100,210.647892,1,2,96,0.02,98,55.89,15.2,0.2
1028,90,100,210.865818,1,3,90,0.01,99,58.03,11.19,0.2
1029,50,100,211.100648,-1,1,50,0.03,97,54.44,2.02,0.2
1030,90,100,211.317861,1,1,90,0,100,67.41,9.36,0.22
1031,92,100,211.528223,1,2,92,0.01,99,50.17,14.06,0.2
1032,92,100,211.747816,1,1,92,0.02,98,44.53,7.24,0.2
1033,68,100,211.973051,1,3,68,0.02,98,82.92,2.65,0.2
1034,94,100,212.189676,1,0,94,0.01,99,29.91,7.25,0.21
1035,92,100,212.411329,1,3,92,0.01,99,67.24,9.15,0.2
1036,88,100,212.633013,1,0,88,0,100,44.57,3.09,0.21
1037,90,100,212.848586,1,1,90,0,100,31.16,6.17,0.21
1038,100,100,213.09089,1,2,100,0,100,59.64,12.89,0.2
1039,92,100,213.312028,1,3,92,0.01,99,63.48,11.61,0.23
1040,86,100,213.525585,1,2,86,0.02,98,53.06,11.88,0.21
1041,86,100,213.740601,1,2,86,0,100,52.17,5.78,0.2
1042,98,100,213.960757,1,2,98,0.01,99,38.38,11.39,0.2
1043,98,100,214.188474,1,0,98,0.01,99,52.21,12.4,0.21
1044,100,100,214.41908,1,0,100,0,100,43.25,11.51,0.21
1045,98,100,214.644036,1,1,98,0,100,67.47,10.52,0.22
1046,84,100,214.866077,1,1,84,0,100,43.79,2.96,0.21
1047,92,100,215.094521,1,2,92,0,100,56.43,10.83,0.21
1048,82,100,215.316745,1,1,82,0.04,96,58.12,13.1,0.21
1049,80,100,215.531781,1,1,80,0.02,98,61.99,10.86,0.21
1050,84,100,215.754991,1,0,84,0.02,98,57.22,5.25,0.2
1051,80,100,215.975499,1,1,80,0.01,99,50.33,9.99,0.21
1052,78,100,216.207775,1,1,78,0,100,66.28,3.57,0.21
1053,88,100,216.427801,-1,5,88,0.01,99,57.34,10.22,0.22
1054,96,100,216.646269,1,0,96,0,100,68.57,11.8,0.21
1055,98,100,216.864477,1,0,98,0.01,99,54.47,11.39,0.2
1056,98,100,217.083973,1,1,98,0.01,99,36.52,6.21,0.2
1057,84,100,217.321904,1,0,84,0.01,99,82.81,10.75,0.21
1058,90,100,217.547903,1,1,90,0.02,98,42.12,7.31,0.22
1059,98,100,217.76882,1,3,98,0,100,67.13,13.08,0.2
1060,84,100,217.996803,1,1,84,0.01,99,61.09,2.43,0.21
1061,78,100,218.227383,1,0,78,0.01,99,70.88,9.91,0.21
1062,92,100,218.45954,1,3,92,0.01,99,71.28,3.3,0.22
1063,70,100,218.677331,1,1,70,0.03,97,55.57,9.41,0.22
1064,94,100,218.901426,1,2,94,0,100,24.42,10.48,0.2
1065,58,100,219.140611,1,1,58,0.03,97,62.56,6.9,0.21
1066,84,100,219.368434,1,1,84,0.01,99,72.53,4.98,0.22
1067,98,100,219.591068,1,3,98,0,100,76.74,7.28,0.21
1068,92,100,219.812836,1,2,92,0,100,47.74,6.98,0.21
1069,100,100,220.027201,1,0,100,0,100,55.08,8,0.21
1070,98,100,220.257387,1,2,98,0.01,99,42.19,11.87,0.2
1071,96,100,220.479984,1,0,96,0.01,99,51.84,12.59,0.22
1072,100,100,220.695398,1,3,100,0,100,45.41,10.6,0.21
1073,100,100,220.915998,1,0,100,0,100,67.05,12.31,0.2
1074,88,100,221.132729,1,1,88,0.01,99,57.55,4.96,0.21
1075,94,100,221.368757,1,1,94,0.01,99,59.35,14.02,0.2
1076,90,100,221.585235,1,2,90,0.03,97,76.71,5.87,0.22
1077,96,100,221.80188,1,1,96,0.01,99,58.04,11.19,0.2
1078,98,100,222.019139,1,2,98,0,100,42.09,14.96,0.2
1079,88,100,222.241856,1,1,88,0.01,99,64.69,9.94,0.2
1080,78,100,222.457247,1,2,78,0,100,61.12,5.64,0.21
1081,96,100,222.681638,1,2,96,0.01,99,68.52,12.87,0.2
1082,92,100,222.89647,1,0,92,0.02,98,49.91,5.82,0.21
1083,66,100,223.105531,1,3,66,0.02,98,51.07,3.49,0.2
1084,100,100,223.337208,1,0,100,0,100,50.01,10.56,0.2
1085,80,100,223.555532,1,0,80,0.03,97,75.72,9.53,0.22
1086,84,100,223.765798,1,2,84,0.03,97,68.71,11.23,0.2
1087,76,100,223.984479,1,0,76,0.02,98,56.88,2.25,0.2
1088,94,100,224.202019,1,3,94,0.01,99,52.88,13.73,0.2
1089,96,100,224.427238,1,1,96,0,100,46.09,10.83,0.2
1090,100,100,224.651306,1,0,100,0,100,44.67,14.56,0.21
1091,94,100,224.864422,1,1,94,0.02,98,66.07,6.33,0.21
1092,98,100,225.082706,1,1,98,0,100,69.28,10.1,0.2
1093,100,100,225.313819,1,3,100,0,100,41.45,14.88,0.2
1094,94,100,225.542583,1,0,94,0,100,35.59,5.56,0.22
1095,90,100,225.754741,1,1,90,0.03,97,47.03,9.84,0.21
1096,98,100,225.974633,1,3,98,0.01,99,63.12,14.87,0.2
1097,76,100,226.194474,1,3,76,0.02,98,78.05,4.13,0.2
1098,100,100,226.427163,1,0,100,0,100,68.98,13.68,0.21
1099,78,100,226.657199,1,1,78,0.01,99,88.58,5.14,0.22
1100,60,100,226.879251,1,1,60,0.03,97,31.57,5.28,0.21
1101,94,100,227.09795,1,1,94,0.02,98,59.18,10.59,0.21
1102,62,100,227.333315,1,3,62,0.01,99,143.93,2,0.2
1103,100,100,227.579336,1,2,100,0,100,41.3,5.42,0.22
1104,86,100,227.794511,1,0,86,0,100,64.68,2.89,0.23
1105,86,100,228.022738,1,3,86,0.01,99,70.52,4.71,0.2
1106,84,100,228.242462,1,0,84,0.01,99,50.93,5.52,0.21
1107,68,100,228.486828,1,0,68,0.02,98,72.16,1.67,0.21
1108,88,100,228.708964,1,0,88,0.01,99,53.55,5.13,0.23
1109,94,100,228.928756,1,1,94,0.02,98,39.8,11.85,0.21
1110,74,100,229.176495,1,0,74,0.01,99,65,5.58,0.21
1111,98,100,229.40054,1,1,98,0.01,99,53.94,7.68,0.23
1112,96,100,229.632001,1,1,96,0.02,98,42.41,10,0.21
1113,90,100,229.849019,1,1,90,0,100,28.59,11.95,0.22
1114,48,100,230.07131,1,3,48,0.02,98,31.94,1.48,0.2
1115,96,100,230.295896,1,1,96,0.01,99,78.29,12.97,0.21
1116,72,100,230.532999,1,2,72,0.03,97,59.49,5.79,0.21
1117,90,100,230.748796,1,0,90,0.03,97,28.45,7.84,0.22
1118,98,100,230.974927,1,2,98,0,100,43.58,11.82,0.2
1119,72,100,231.198138,1,1,72,0.01,99,57.75,1.89,0.21
1120,92,100,231.421422,1,1,92,0.01,99,53.41,10.02,0.21
1121,38,100,231.662962,1,0,38,0.01,99,65.17,1.67,0.21
1122,94,100,231.875548,1,2,94,0.01,99,37.14,9.47,0.22
1123,94,100,232.092925,1,3,94,0.03,97,45.95,14.14,0.2
1124,86,100,232.307008,1,2,86,0.02,98,50.97,9.63,0.2
1125,92,100,232.537489,1,0,92,0.04,96,41.68,11.25,0.2
1126,90,100,232.75513,1,2,90,0,100,27.5,11.81,0.21
1127,98,100,232.979325,1,3,98,0,100,58.36,15.4,0.2
1128,94,100,233.209627,1,0,94,0,100,53.29,11.22,0.21
1129,82,100,233.426481,1,2,82,0.01,99,49.87,5.96,0.22
1130,94,100,233.66302,1,3,94,0,100,47.23,11.04,0.2
1131,92,100,233.883873,1,2,92,0.01,99,60.59,4.77,0.22
1132,98,100,234.098782,1,3,98,0.01,99,71.06,14.12,0.21
1133,94,100,234.314632,1,3,94,0.03,97,74.11,12.21,0.2
1134,86,100,234.536635,1,2,86,0.02,98,49.54,8.67,0.2
1135,80,100,234.76478,1,2,80,0,100,63.27,5.06,0.21
1136,98,100,234.985289,1,3,98,0,100,27.11,11.33,0.21
1137,92,100,235.205949,1,3,92,0.02,98,55.91,5.11,0.21
1138,84,100,235.427103,1,0,84,0,100,50.4,11.76,0.21
1139,98,100,235.659699,1,2,98,0.01,99,32.17,7.32,0.21
1140,100,100,235.885208,1,0,100,0,100,37.42,14.4,0.22
1141,92,100,236.103338,1,3,92,0.01,99,30.1,10.92,0.21
1142,98,100,236.328916,1,2,98,0,100,65.11,7.44,0.2
1143,92,100,236.551944,-1,3,92,0.01,99,74.69,12.55,0.21
1144,98,100,236.779829,1,0,98,0,100,54.71,10.9,0.21
1145,92,100,237.001214,1,0,92,0.02,98,68.59,10.55,0.21
1146,100,100,237.21422,1,1,100,0,100,34.69,7.86,0.21
1147,92,100,237.428624,1,3,92,0.02,98,65.72,11.32,0.2
1148,64,100,237.661143,-1,2,64,0.03,97,51.87,7.12,0.2
1149,94,100,237.881888,1,3,94,0.01,99,57,11.69,0.22
1150,96,100,238.094911,1,2,96,0,100,56.61,6.08,0.21
1151,86,100,238.304816,1,3,86,0.04,96,40.5,11.1,0.2
1152,96,100,238.52335,1,1,96,0,100,63.89,13.86,0.2
1153,74,100,238.758447,1,1,74,0.01,99,68.05,2,0.2
1154,84,100,238.976696,1,1,84,0.02,98,60.61,5.02,0.22
1155,82,100,239.234479,1,0,82,0,100,87,3.78,0.2
1156,78,100,239.454171,1,1,78,0.02,98,21.2,12.1,0.24
1157,84,100,239.672651,1,3,84,0.01,99,71.2,9.2,0.2
1158,98,100,239.897688,1,0,98,0,100,62.9,6.56,0.2
1159,98,100,240.11419,1,1,98,0.01,99,51.43,11.9,0.21
1160,80,100,240.326893,1,1,80,0.01,99,60.46,6.96,0.2
1161,74,100,240.542032,1,1,74,0,100,42.58,3.19,0.2
1162,72,100,240.77573,1,1,72,0,100,46.4,4.57,0.2
1163,92,100,240.994414,1,0,92,0.04,96,58.65,9.36,0.22
1164,92,100,241.219248,1,3,92,0.01,99,44.79,11.33,0.2
1165,94,100,241.435856,1,3,94,0.01,99,35.15,11.71,0.21
1166,90,100,241.659074,1,2,90,0.01,99,33.06,11.88,0.2
1167,78,100,241.883351,1,2,78,0.01,99,40.39,9.85,0.21
1168,84,100,242.108091,-1,1,84,0.02,98,71.79,12.14,0.21
1169,94,100,242.327318,1,0,94,0.02,98,58.69,9.43,0.21
1170,98,100,242.548302,1,1,98,0,100,56.73,4.79,0.2
1171,88,100,242.774774,1,2,88,0.01,99,45.63,6.44,0.21
1172,82,100,243.004107,1,1,82,0,100,46.08,10.51,0.21
1173,98,100,243.228141,1,1,98,0,100,45.99,11.4,0.22
1174,100,100,243.450356,1,1,100,0,100,44.14,14.54,0.21
1175,86,100,243.668247,1,2,86,0.03,97,64.34,9.32,0.21
1176,92,100,243.894974,1,3,92,0.01,99,71.82,11.28,0.2
1177,100,100,244.116743,1,2,100,0,100,46.47,16,0.21
1178,88,100,244.335305,1,2,88,0.02,98,77.01,4.2,0.21
1179,70,100,244.557487,1,0,70,0.03,97,64.2,1.81,0.2
1180,92,100,244.782742,1,1,92,0.01,99,73.55,12.03,0.21
