episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
357,94.0,0.0,100.0,39.42,11.68,0.1
358,82.0,0.01,99.0,61.03,6.03,0.1
359,94.0,0.01,99.0,65.6,7.22,0.1
360,72.0,0.01,99.0,52.64,7.03,0.1
361,98.0,0.01,99.0,43.99,6.33,0.1
362,74.0,0.01,99.0,34.51,3.6,0.1
363,94.0,0.0,100.0,42.31,5.88,0.1
364,74.0,0.01,99.0,34.67,2.93,0.11
365,84.0,0.01,99.0,50.96,6.03,0.11
366,90.0,0.02,98.0,63.51,7.41,0.11
367,98.0,0.01,99.0,47.4,6.55,0.1
368,88.0,0.0,100.0,37.94,5.56,0.1
369,84.0,0.01,99.0,38.9,4.3,1.11
370,88.0,0.02,98.0,13.63,7.14,0.1
371,80.0,0.02,98.0,55.54,3.52,0.1
372,82.0,0.0,100.0,50.12,4.43,0.1
373,82.0,0.0,100.0,68.47,10.12,0.11
374,92.0,0.0,100.0,41.84,6.17,0.1
375,80.0,0.02,98.0,53.08,2.94,0.1
376,72.0,0.01,99.0,44.77,2.34,0.1
377,76.0,0.01,99.0,66.73,4.94,0.11
378,64.0,0.02,98.0,34.12,2.25,0.11
379,96.0,0.0,100.0,40.84,13.38,0.1
380,88.0,0.01,99.0,59.09,3.63,0.1
381,84.0,0.0,100.0,57.34,4.82,0.1
382,64.0,0.02,98.0,50.13,2.86,0.11
383,72.0,0.02,98.0,42.06,2.87,0.1
384,70.0,0.02,98.0,40.82,6.12,0.1
385,96.0,0.0,100.0,52.09,6.2,0.1
386,90.0,0.01,99.0,67.79,12.25,0.1
387,98.0,0.0,100.0,63.75,12.18,0.1
388,98.0,0.0,100.0,48.33,11.23,0.1
389,88.0,0.01,99.0,49.45,12.21,0.1
390,78.0,0.02,98.0,45.3,4.85,1.12
391,98.0,0.01,99.0,30.7,8.47,0.1
392,76.0,0.02,98.0,90.31,4.09,0.11
393,98.0,0.0,100.0,40.56,14.12,0.1
394,100.0,0.0,100.0,51.36,7.64,0.1
395,96.0,0.01,99.0,58.27,13.96,0.1
396,48.0,0.01,99.0,51.74,1.83,0.1
397,94.0,0.0,100.0,31.91,6.8,0.1
398,96.0,0.01,99.0,67.31,6.55,0.12
399,96.0,0.01,99.0,51.35,10.59,0.1
400,90.0,0.0,100.0,46.07,6.16,0.11
401,54.0,0.02,98.0,37.55,1.0,0.13
402,86.0,0.01,99.0,80.78,7.33,0.1
403,84.0,0.01,99.0,49.96,4.05,0.11
404,86.0,0.0,100.0,64.2,11.28,0.1
405,78.0,0.03,97.0,35.12,5.97,0.1
406,74.0,0.01,99.0,71.44,4.5,0.11
407,96.0,0.01,99.0,39.32,13.42,0.1
408,86.0,0.0,100.0,39.55,3.89,0.1
409,98.0,0.0,100.0,32.78,7.3,0.1
410,64.0,0.02,98.0,43.49,2.88,1.12
411,100.0,0.0,100.0,44.26,9.78,0.1
412,72.0,0.01,99.0,58.0,5.96,0.1
413,94.0,0.0,100.0,36.26,12.32,0.11
414,84.0,0.03,97.0,56.24,5.58,0.1
415,96.0,0.0,100.0,43.75,12.34,0.1
416,64.0,0.0,100.0,53.81,2.3,0.1
417,86.0,0.01,99.0,71.53,10.81,0.1
418,94.0,0.02,98.0,61.4,11.78,0.1
419,98.0,0.0,100.0,34.95,7.64,0.1
420,72.0,0.01,99.0,48.67,3.54,0.1
421,98.0,0.01,99.0,72.17,12.0,0.1
422,92.0,0.01,99.0,68.42,5.49,0.1
423,82.0,0.03,97.0,44.65,4.47,0.1
424,94.0,0.01,99.0,70.06,14.33,0.1
425,96.0,0.01,99.0,40.76,5.79,0.1
426,90.0,0.0,100.0,48.06,5.37,0.11
427,94.0,0.0,100.0,42.12,6.1,0.1
428,100.0,0.0,100.0,61.45,13.0,0.1
429,88.0,0.0,100.0,36.25,6.48,0.1
430,86.0,0.01,99.0,48.2,6.02,0.1
431,98.0,0.01,99.0,58.51,6.74,1.11
432,98.0,0.0,100.0,31.69,7.28,0.11
433,84.0,0.0,100.0,43.92,7.06,0.1
434,70.0,0.01,99.0,18.7,4.24,0.1
435,98.0,0.0,100.0,35.16,7.11,0.1
436,74.0,0.01,99.0,78.26,5.32,0.1
437,86.0,0.01,99.0,46.13,6.93,0.1
438,86.0,0.03,97.0,48.01,5.64,0.1
439,98.0,0.0,100.0,48.32,14.24,0.1
440,96.0,0.02,98.0,51.87,9.84,0.1
441,92.0,0.0,100.0,74.33,4.65,0.1
442,92.0,0.0,100.0,62.84,13.0,0.1
443,98.0,0.0,100.0,41.36,8.88,0.1
444,96.0,0.01,99.0,76.47,4.9,0.1
445,96.0,0.02,98.0,35.34,10.86,0.1
446,90.0,0.0,100.0,52.88,9.86,0.1
447,98.0,0.0,100.0,50.26,13.29,0.1
448,80.0,0.0,100.0,28.59,3.45,0.12
449,86.0,0.01,99.0,28.88,4.81,0.1
450,100.0,0.0,100.0,32.77,10.4,0.1
451,98.0,0.01,99.0,34.11,7.16,1.13
452,94.0,0.03,97.0,62.67,8.0,0.1
453,100.0,0.0,100.0,65.41,15.16,0.1
454,96.0,0.01,99.0,46.03,7.15,0.1
455,80.0,0.01,99.0,31.13,2.57,0.11
456,84.0,0.0,100.0,73.23,4.66,0.11
457,96.0,0.02,98.0,21.36,7.03,0.1
458,90.0,0.0,100.0,27.28,8.58,0.1
459,74.0,0.0,100.0,53.32,6.06,0.1
460,88.0,0.02,98.0,44.18,6.29,0.1
461,90.0,0.0,100.0,57.22,13.86,0.1
462,60.0,0.01,99.0,29.81,3.63,0.1
463,86.0,0.0,100.0,22.69,6.67,0.1
464,92.0,0.0,100.0,60.31,13.57,0.11
465,100.0,0.0,100.0,34.62,14.74,0.1
466,78.0,0.01,99.0,59.41,8.76,0.1
467,88.0,0.0,100.0,45.13,3.19,0.11
468,62.0,0.0,100.0,68.26,1.63,0.11
469,60.0,0.01,99.0,43.44,1.76,0.11
470,98.0,0.01,99.0,51.42,14.46,0.1
471,82.0,0.01,99.0,41.62,6.11,0.1
472,84.0,0.0,100.0,64.4,2.97,1.12
473,78.0,0.0,100.0,23.45,4.93,0.1
474,94.0,0.0,100.0,58.67,7.48,0.1
475,100.0,0.0,100.0,32.57,6.09,0.11
476,86.0,0.01,99.0,64.68,6.3,0.1
477,98.0,0.0,100.0,44.33,4.04,0.11
