episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,executionTime
45.0,30.0,0.26,74.0,76.7,0.23
45.0,56.0,0.16,84.0,54.17,0.23
45.0,40.0,0.24,76.0,73.72,0.23
46.0,48.0,0.23,77.0,56.52,0.22
46.0,44.0,0.23,77.0,50.68,0.22
46.0,56.0,0.17,83.0,55.35,0.22
46.0,58.0,0.2,80.0,40.88,0.22
46.0,48.0,0.19,81.0,69.68,0.22
47.0,50.0,0.12,88.0,92.36,0.23
47.0,36.0,0.29,71.0,60.92,0.23
47.0,50.0,0.17,83.0,95.89,0.23
47.0,16.0,0.22,78.0,113.39,0.23
47.0,42.0,0.18,82.0,79.22,0.23
47.0,46.0,0.2,80.0,59.35,0.23
47.0,60.0,0.17,83.0,45.83,0.23
48.0,38.0,0.17,83.0,102.5,0.24
48.0,22.0,0.21,79.0,126.32,0.24
48.0,32.0,0.21,79.0,95.67,0.24
48.0,44.0,0.21,79.0,62.2,0.24
48.0,4.0,0.26,74.0,149.86,0.24
48.0,8.0,0.18,82.0,139.38,0.24
49.0,24.0,0.22,78.0,88.78,0.23
9.0,18.0,0.25,75.0,107.58,0.23
49.0,22.0,0.15,85.0,132.96,0.23
49.0,36.0,0.2,80.0,84.0,0.23
49.0,14.0,0.26,74.0,137.79,0.23
50.0,26.0,0.2,80.0,100.59,0.22
50.0,52.0,0.2,80.0,64.64,0.22
50.0,22.0,0.28,72.0,96.26,0.22
51.0,22.0,0.19,81.0,96.03,0.22
51.0,38.0,0.23,77.0,63.64,0.22
51.0,48.0,0.2,80.0,55.27,0.22
51.0,18.0,0.29,71.0,87.24,0.22
51.0,18.0,0.31,69.0,106.14,0.22
52.0,46.0,0.19,81.0,73.2,0.23
52.0,12.0,0.27,73.0,114.36,0.23
52.0,36.0,0.17,83.0,86.58,0.23
52.0,68.0,0.14,86.0,62.6,0.23
53.0,18.0,0.22,78.0,118.05,0.22
53.0,60.0,0.17,83.0,46.24,0.22
53.0,46.0,0.16,84.0,85.32,0.22
53.0,36.0,0.17,83.0,77.43,0.22
54.0,26.0,0.24,76.0,121.42,0.22
54.0,4.0,0.32,68.0,126.88,0.22
54.0,24.0,0.27,73.0,103.45,0.22
54.0,46.0,0.17,83.0,76.8,0.22
54.0,40.0,0.23,77.0,81.31,0.22
55.0,36.0,0.28,72.0,63.93,0.23
55.0,8.0,0.2,80.0,141.95,0.23
55.0,40.0,0.28,72.0,59.01,0.23
55.0,32.0,0.2,80.0,115.05,0.23
55.0,24.0,0.22,78.0,110.82,0.23
56.0,36.0,0.23,77.0,68.77,0.23
556.0,44.0,0.21,79.0,63.44,0.23
57.0,62.0,0.17,83.0,41.08,0.23
57.0,30.0,0.24,76.0,85.73,0.23
57.0,42.0,0.23,77.0,67.48,0.23
57.0,26.0,0.22,78.0,89.91,0.23
57.0,50.0,0.2,80.0,74.33,0.23
58.0,14.0,0.31,69.0,83.64,0.24
58.0,36.0,0.2,80.0,87.99,0.24
58.0,44.0,0.13,87.0,94.23,0.24
58.0,66.0,0.15,85.0,51.16,0.24
59.0,6.0,0.3,70.0,131.05,0.22
59.0,40.0,0.2,80.0,81.52,0.22
59.0,42.0,0.21,79.0,65.95,0.22
59.0,28.0,0.2,80.0,109.16,0.22
59.0,46.0,0.2,80.0,69.49,0.23
60.0,36.0,0.24,76.0,70.07,0.22
0.0,48.0,0.2,80.0,95.37,0.22
60.0,24.0,0.26,74.0,86.2,0.22
61.0,44.0,0.19,81.0,97.01,0.23
61.0,26.0,0.25,75.0,108.37,0.23
62.0,68.0,0.13,87.0,46.46,0.22
62.0,38.0,0.26,74.0,89.48,0.22
62.0,44.0,0.19,81.0,76.53,0.22
63.0,40.0,0.18,82.0,94.22,0.23
63.0,-10.0,0.41,59.0,96.62,0.23
63.0,34.0,0.21,79.0,98.92,0.23
63.0,32.0,0.23,77.0,75.37,0.23
64.0,20.0,0.19,81.0,119.83,0.23
64.0,36.0,0.28,72.0,51.24,0.23
64.0,44.0,0.18,82.0,74.12,0.23
64.0,14.0,0.24,76.0,123.33,0.23
64.0,48.0,0.22,78.0,93.67,0.23
65.0,-4.0,0.17,83.0,158.53,0.24
65.0,48.0,0.21,79.0,39.73,0.24
65.0,42.0,0.26,74.0,54.19,0.24
65.0,54.0,0.15,85.0,63.9,0.24
65.0,30.0,0.25,75.0,114.94,0.24
66.0,40.0,0.17,83.0,93.6,0.23
66.0,40.0,0.23,77.0,66.78,0.23
66.0,64.0,0.15,85.0,46.94,0.23
66.0,32.0,0.27,73.0,80.83,0.23
67.0,50.0,0.19,81.0,81.28,0.24
67.0,44.0,0.15,85.0,81.05,0.24
67.0,30.0,0.22,78.0,79.51,0.24
67.0,42.0,0.24,76.0,76.29,0.24
67.0,54.0,0.16,84.0,63.03,0.24
67.0,74.0,0.1,90.0,43.91,0.24
68.0,58.0,0.17,83.0,30.46,0.24
68.0,42.0,0.2,80.0,64.13,0.24
68.0,-10.0,0.23,77.0,160.06,0.24
68.0,46.0,0.19,81.0,52.78,0.24
68.0,60.0,0.2,80.0,18.46,0.24
69.0,50.0,0.2,80.0,59.33,0.23
69.0,44.0,0.2,80.0,86.76,0.23
69.0,42.0,0.21,79.0,89.55,0.23
69.0,52.0,0.19,81.0,45.49,0.23
70.0,14.0,0.18,82.0,137.29,0.23
70.0,36.0,0.25,75.0,81.46,0.23
70.0,24.0,0.21,79.0,119.22,0.23
70.0,0.0,0.21,79.0,172.75,0.23
70.0,28.0,0.25,75.0,97.04,0.23
71.0,32.0,0.18,82.0,113.68,0.22
71.0,24.0,0.31,69.0,92.19,0.22
71.0,48.0,0.17,83.0,89.42,0.22
71.0,60.0,0.14,86.0,50.65,0.22
71.0,12.0,0.24,76.0,103.94,0.22
71.0,44.0,0.13,87.0,105.92,0.22
72.0,42.0,0.16,84.0,82.13,0.22
72.0,42.0,0.22,78.0,83.41,0.22
72.0,46.0,0.15,85.0,91.3,0.22
72.0,48.0,0.17,83.0,86.55,0.22
72.0,44.0,0.22,78.0,90.41,0.22
73.0,14.0,0.21,79.0,119.76,0.24
73.0,32.0,0.24,76.0,78.11,0.24
73.0,18.0,0.25,75.0,101.06,0.24
73.0,32.0,0.28,72.0,78.91,0.24
73.0,32.0,0.21,79.0,97.27,0.24
74.0,26.0,0.22,78.0,107.69,0.24
74.0,40.0,0.23,77.0,109.47,0.24
74.0,30.0,0.21,79.0,118.25,0.24
74.0,14.0,0.27,73.0,121.42,0.24
74.0,40.0,0.14,86.0,89.31,0.24
74.0,48.0,0.19,81.0,69.72,0.24
74.0,54.0,0.22,78.0,40.5,0.24
75.0,44.0,0.24,76.0,74.01,0.23
75.0,42.0,0.18,82.0,74.69,0.23
75.0,30.0,0.23,77.0,115.66,0.23
75.0,24.0,0.17,83.0,131.92,0.23
76.0,24.0,0.33,67.0,67.85,0.21
76.0,58.0,0.18,82.0,57.37,0.21
76.0,62.0,0.13,87.0,57.14,0.21
76.0,34.0,0.24,76.0,92.29,0.21
77.0,10.0,0.17,83.0,121.28,0.22
77.0,18.0,0.24,76.0,127.45,0.22
77.0,54.0,0.17,83.0,64.62,0.22
77.0,46.0,0.23,77.0,61.83,0.22
77.0,14.0,0.2,80.0,129.75,0.22
78.0,18.0,0.27,73.0,99.09,0.22
78.0,46.0,0.23,77.0,51.6,0.22
78.0,-2.0,0.26,74.0,137.89,0.22
78.0,24.0,0.21,79.0,100.92,0.22
79.0,42.0,0.18,82.0,70.51,0.23
79.0,40.0,0.22,78.0,109.72,0.23
79.0,56.0,0.18,82.0,41.9,0.23
79.0,56.0,0.18,82.0,50.87,0.23
79.0,18.0,0.27,73.0,108.05,0.23
80.0,20.0,0.23,77.0,115.08,0.23
80.0,26.0,0.21,79.0,108.91,0.23
80.0,46.0,0.22,78.0,78.35,0.23
0.0,52.0,0.2,80.0,46.55,0.23
80.0,36.0,0.23,77.0,81.31,0.23
80.0,12.0,0.3,70.0,134.29,0.23
80.0,42.0,0.26,74.0,54.07,0.23
81.0,36.0,0.23,77.0,84.61,0.22
81.0,42.0,0.24,76.0,79.6,0.22
81.0,56.0,0.15,85.0,61.42,0.22
81.0,26.0,0.23,77.0,106.04,0.22
82.0,38.0,0.22,78.0,77.13,0.23
82.0,52.0,0.2,80.0,55.03,0.23
82.0,46.0,0.19,81.0,55.42,0.23
82.0,54.0,0.13,87.0,84.71,0.23
82.0,38.0,0.19,81.0,84.5,0.23
83.0,20.0,0.21,79.0,138.05,0.22
83.0,46.0,0.21,79.0,58.36,0.22
83.0,6.0,0.27,73.0,124.58,0.22
83.0,48.0,0.19,81.0,70.11,0.22
83.0,46.0,0.25,75.0,52.2,0.22
84.0,52.0,0.21,79.0,51.4,0.22
84.0,38.0,0.17,83.0,86.3,0.22
84.0,54.0,0.16,84.0,63.37,0.22
84.0,38.0,0.27,73.0,68.13,0.22
85.0,50.0,0.22,78.0,46.6,0.23
85.0,40.0,0.19,81.0,103.51,0.23
85.0,38.0,0.28,72.0,42.62,0.23
85.0,66.0,0.11,89.0,45.16,0.23
86.0,22.0,0.19,81.0,112.05,0.24
86.0,36.0,0.16,84.0,110.15,0.24
87.0,42.0,0.17,83.0,77.31,0.24
87.0,20.0,0.24,76.0,97.71,0.24
88.0,24.0,0.2,80.0,86.71,0.22
8888.0,36.0,0.22,78.0,78.36,0.22
88.0,46.0,0.18,82.0,88.69,0.22
89.0,34.0,0.19,81.0,91.7,0.23
89.0,38.0,0.21,79.0,81.24,0.23
89.0,56.0,0.2,80.0,59.44,0.23
90.0,30.0,0.19,81.0,105.9,0.23
90.0,52.0,0.18,82.0,40.47,0.23
90.0,58.0,0.14,86.0,71.72,0.23
90.0,14.0,0.22,78.0,117.4,0.23
90.0,46.0,0.18,82.0,84.85,0.23
91.0,52.0,0.15,85.0,80.03,0.24
91.0,-6.0,0.31,69.0,150.41,0.24
91.0,34.0,0.19,81.0,92.22,0.24
91.0,18.0,0.18,82.0,133.09,0.24
91.0,22.0,0.26,74.0,106.25,0.24
92.0,38.0,0.25,75.0,73.82,0.23
92.0,40.0,0.27,73.0,58.97,0.23
92.0,38.0,0.17,83.0,110.94,0.23
92.0,28.0,0.24,76.0,77.08,0.23
92.0,22.0,0.31,69.0,83.73,0.23
92.0,42.0,0.22,78.0,88.79,0.23
93.0,56.0,0.11,89.0,85.28,0.23
93.0,34.0,0.17,83.0,101.68,0.23
93.0,34.0,0.22,78.0,95.05,0.23
93.0,56.0,0.14,86.0,91.96,0.23
93.0,26.0,0.23,77.0,103.59,0.23
94.0,40.0,0.19,81.0,91.16,0.24
94.0,36.0,0.17,83.0,100.72,0.24
94.0,40.0,0.21,79.0,84.84,0.24
94.0,34.0,0.18,82.0,89.72,0.23
95.0,26.0,0.23,77.0,91.73,0.23
95.0,48.0,0.18,82.0,71.42,0.23
96.0,44.0,0.21,79.0,59.13,0.24
96.0,32.0,0.19,81.0,119.79,0.24
96.0,52.0,0.2,80.0,39.6,0.24
96.0,44.0,0.25,75.0,56.44,0.24
97.0,48.0,0.2,80.0,76.47,0.25
97.0,58.0,0.14,86.0,46.92,0.25
97.0,44.0,0.24,76.0,56.37,0.25
97.0,34.0,0.25,75.0,79.25,0.25
97.0,48.0,0.14,86.0,87.69,0.25
98.0,34.0,0.2,80.0,115.21,0.25
98.0,42.0,0.15,85.0,70.62,0.25
98.0,22.0,0.21,79.0,104.71,0.25
98.0,-24.0,0.32,68.0,168.7,0.25
98.0,18.0,0.23,77.0,92.02,0.25
98.0,44.0,0.21,79.0,51.8,0.25
99.0,10.0,0.25,75.0,130.0,0.24
99.0,18.0,0.23,77.0,116.39,0.24
99.0,58.0,0.17,83.0,66.93,0.24
99.0,10.0,0.17,83.0,131.09,0.24
99.0,60.0,0.15,85.0,62.94,0.24
100.0,42.0,0.24,76.0,57.78,0.23
100.0,30.0,0.18,82.0,121.12,0.23
100.0,44.0,0.22,78.0,77.54,0.23
1100.0,28.0,0.21,79.0,85.07,0.23
100.0,34.0,0.26,74.0,87.87,0.23
101.0,44.0,0.21,79.0,84.67,0.32
