episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
315,94.0,0.03,97.0,34.33,11.28,0.09
316,54.0,0.0,100.0,102.67,9.08,0.1
317,78.0,0.0,100.0,68.6,9.79,0.1
318,90.0,0.0,100.0,52.45,4.39,0.1
319,96.0,0.0,100.0,32.21,5.58,0.1
320,90.0,0.01,99.0,39.48,1.6,0.1
321,74.0,0.02,98.0,90.58,2.17,0.1
322,88.0,0.01,99.0,42.22,2.47,0.1
323,82.0,0.01,99.0,40.55,3.53,0.1
324,82.0,0.02,98.0,54.38,4.61,0.1
325,80.0,0.01,99.0,56.48,9.16,0.1
326,80.0,0.0,100.0,64.6,3.45,0.1
327,90.0,0.02,98.0,27.98,10.61,0.09
328,94.0,0.0,100.0,48.75,8.19,1.24
329,78.0,0.02,98.0,60.1,3.71,0.09
330,94.0,0.0,100.0,36.4,5.75,0.11
331,86.0,0.0,100.0,36.09,5.0,0.1
332,80.0,0.01,99.0,66.79,8.85,0.1
333,54.0,0.0,100.0,114.73,8.38,0.1
334,72.0,0.03,97.0,55.36,3.94,0.09
335,92.0,0.0,100.0,56.88,10.12,0.1
336,84.0,0.0,100.0,60.59,9.76,0.1
337,76.0,0.0,100.0,52.79,4.92,0.11
338,94.0,0.01,99.0,27.77,6.58,0.1
339,96.0,0.0,100.0,37.95,2.8,0.1
340,88.0,0.0,100.0,59.22,10.96,0.1
341,80.0,0.02,98.0,45.6,4.59,0.1
342,80.0,0.02,98.0,57.68,5.27,0.09
343,86.0,0.01,99.0,41.82,6.46,0.1
344,88.0,0.0,100.0,39.73,6.5,0.1
345,90.0,0.01,99.0,37.36,4.82,0.1
346,80.0,0.0,100.0,66.7,10.37,0.1
347,96.0,0.01,99.0,26.39,9.05,0.1
348,82.0,0.0,100.0,47.65,4.92,0.1
349,84.0,0.0,100.0,47.1,5.18,1.24
350,82.0,0.02,98.0,46.11,10.58,0.1
351,64.0,0.01,99.0,66.96,9.37,0.1
352,80.0,0.01,99.0,53.84,1.54,0.1
353,78.0,0.01,99.0,66.38,3.91,0.1
354,90.0,0.0,100.0,38.3,4.61,0.1
355,86.0,0.0,100.0,46.51,5.36,0.1
356,94.0,0.0,100.0,42.96,6.38,0.1
357,96.0,0.0,100.0,39.49,5.9,0.1
358,86.0,0.0,100.0,51.72,8.88,0.1
359,92.0,0.0,100.0,34.68,7.83,0.1
360,76.0,0.0,100.0,70.56,8.82,0.09
361,90.0,0.0,100.0,37.86,2.0,0.1
362,98.0,0.0,100.0,37.15,5.84,0.1
363,96.0,0.01,99.0,30.32,6.38,0.1
364,94.0,0.02,98.0,27.14,5.12,0.1
365,94.0,0.0,100.0,33.66,3.39,0.1
366,74.0,0.01,99.0,60.53,4.18,0.1
367,92.0,0.01,99.0,36.38,7.52,0.1
368,82.0,0.01,99.0,52.55,7.66,0.1
369,68.0,0.0,100.0,85.61,8.26,1.19
370,100.0,0.0,100.0,45.42,6.0,0.09
371,80.0,0.01,99.0,45.38,5.82,0.09
372,92.0,0.01,99.0,39.14,8.45,0.1
373,86.0,0.0,100.0,42.8,3.84,0.1
374,92.0,0.01,99.0,38.12,5.43,0.1
375,92.0,0.02,98.0,33.37,4.64,0.1
376,88.0,0.0,100.0,54.48,3.64,0.1
377,82.0,0.01,99.0,50.9,9.3,0.09
378,82.0,0.0,100.0,45.39,5.9,0.1
379,74.0,0.01,99.0,52.25,7.72,0.1
380,60.0,0.02,98.0,103.69,3.46,0.1
381,78.0,0.01,99.0,50.9,7.72,0.1
382,92.0,0.0,100.0,33.05,10.63,0.1
383,82.0,0.01,99.0,60.14,3.61,0.1
384,70.0,0.01,99.0,57.53,4.67,0.1
385,90.0,0.01,99.0,38.18,3.32,0.1
386,86.0,0.0,100.0,41.7,7.6,0.1
387,68.0,0.01,99.0,73.84,12.36,0.1
388,70.0,0.01,99.0,60.12,6.68,0.1
389,86.0,0.0,100.0,70.37,3.69,0.1
390,90.0,0.0,100.0,30.7,8.41,1.27
391,86.0,0.0,100.0,47.73,9.26,0.11
392,88.0,0.0,100.0,36.62,2.74,0.1
393,92.0,0.0,100.0,28.8,2.08,0.1
394,68.0,0.01,99.0,74.36,7.51,0.1
395,82.0,0.0,100.0,49.12,6.55,0.1
396,84.0,0.03,97.0,48.37,7.15,0.1
397,80.0,0.0,100.0,61.19,8.89,0.1
398,92.0,0.0,100.0,26.83,2.4,0.1
399,80.0,0.0,100.0,71.04,2.0,0.1
400,98.0,0.0,100.0,28.19,8.95,0.1
401,98.0,0.0,100.0,41.07,3.2,0.1
402,86.0,0.01,99.0,44.18,7.75,0.1
403,90.0,0.02,98.0,44.1,3.42,0.1
404,92.0,0.01,99.0,31.19,11.39,0.1
405,96.0,0.0,100.0,21.72,3.67,0.1
406,88.0,0.0,100.0,45.07,7.58,0.1
407,78.0,0.0,100.0,68.29,2.52,0.1
408,92.0,0.0,100.0,39.83,2.62,0.1
409,80.0,0.01,99.0,54.2,2.83,0.11
410,72.0,0.01,99.0,57.96,2.86,1.2
411,86.0,0.0,100.0,46.56,2.61,0.1
412,84.0,0.0,100.0,51.68,1.94,0.1
413,82.0,0.0,100.0,74.73,3.12,0.1
414,78.0,0.0,100.0,78.22,4.36,0.1
415,90.0,0.0,100.0,57.45,3.54,0.1
416,74.0,0.01,99.0,87.32,5.01,0.1
417,80.0,0.0,100.0,59.3,9.23,0.1
418,86.0,0.02,98.0,47.71,6.5,0.1
419,80.0,0.0,100.0,73.31,2.38,0.1
420,88.0,0.0,100.0,54.52,8.86,0.1
421,86.0,0.0,100.0,35.67,9.38,0.1
422,92.0,0.01,99.0,44.24,7.28,0.1
423,90.0,0.0,100.0,54.09,14.96,0.09
424,88.0,0.0,100.0,47.01,10.56,0.1
425,94.0,0.01,99.0,32.21,8.22,0.09
426,94.0,0.0,100.0,56.71,2.5,0.09
427,94.0,0.01,99.0,29.23,13.09,0.09
428,88.0,0.0,100.0,59.2,6.27,0.1
429,94.0,0.01,99.0,29.93,5.14,0.1
430,84.0,0.01,99.0,45.91,12.0,0.1
431,84.0,0.01,99.0,71.58,5.27,1.23
432,98.0,0.0,100.0,28.47,2.84,0.1
433,96.0,0.01,99.0,36.21,7.31,0.1
434,86.0,0.0,100.0,44.34,5.56,0.1
435,74.0,0.0,100.0,79.07,5.89,0.1
436,84.0,0.01,99.0,52.29,5.69,0.1
437,84.0,0.02,98.0,48.26,7.07,0.1
438,96.0,0.0,100.0,28.08,6.76,0.1
439,86.0,0.01,99.0,53.99,5.86,0.1
440,68.0,0.0,100.0,79.36,6.11,0.1
441,90.0,0.0,100.0,49.63,6.57,0.1
442,96.0,0.0,100.0,54.96,5.04,0.1
443,84.0,0.03,97.0,47.87,7.14,0.1
444,86.0,0.0,100.0,39.97,6.37,0.1
445,80.0,0.0,100.0,48.82,3.4,0.1
