episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
41,24,100,3.512545,1,0,24,0.38,62,232.07,11.12,0.29
42,66,100,3.512545,1,0,66,0.17,83,62.97,12.05,0.29
43,40,100,3.512545,1,1,40,0.25,75,85.38,3.82,0.29
44,52,100,3.512545,-1,1,52,0.19,81,31.36,5.89,0.29
45,20,100,3.512545,-1,5,20,0.33,67,40.05,8.35,0.29
46,22,100,3.512545,-1,3,22,0.3,70,49.54,4.8,0.29
47,20,100,3.512545,-1,5,20,0.33,67,37.46,5.13,0.29
48,34,100,3.512545,-1,2,34,0.22,78,32.74,2.49,0.29
49,38,100,4.107844,1,0,38,0.27,73,107.72,7.74,0.29
50,56,100,4.107844,-1,4,56,0.2,80,42.66,8.39,0.29
51,38,100,4.107844,-1,5,38,0.29,71,72.91,8.51,0.29
52,36,100,4.107844,-1,5,36,0.27,73,63.57,5.72,0.29
53,58,100,4.107844,1,0,58,0.19,81,69.15,8.71,0.29
54,48,100,4.107844,-1,5,48,0.26,74,124.18,10.7,0.29
55,46,100,4.107844,-1,2,46,0.2,80,67.28,3.81,0.29
56,38,100,4.107844,1,4,38,0.15,85,87.98,2.33,0.29
57,46,100,4.681944,-1,5,46,0.21,79,62.64,4.7,0.28
58,46,100,4.681944,1,2,46,0.21,79,90.1,3.34,0.28
59,48,100,4.681944,1,3,48,0.2,80,22.7,6.9,0.28
60,74,100,4.681944,1,2,74,0.1,90,86.83,4.67,0.28
61,54,100,4.681944,1,4,54,0.2,80,137.04,7.72,0.28
62,48,100,4.681944,-1,5,48,0.21,79,95.41,4.44,0.28
63,16,100,4.681944,1,4,16,0.29,71,133.94,2.63,0.28
64,54,100,4.681944,1,1,54,0.17,83,98.27,6.33,0.28
65,46,100,5.258883,1,1,46,0.23,77,63.86,12.24,0.28
66,40,100,5.258883,1,0,40,0.27,73,70.12,4.3,0.28
67,42,100,5.259901,1,1,42,0.25,75,92.17,3.02,0.28
68,22,100,5.259901,1,3,22,0.35,65,174.18,7.29,0.28
69,18,100,5.259901,-1,2,18,0.31,69,73.19,5.72,0.28
70,56,100,5.259901,1,3,56,0.19,81,97.93,5.56,0.28
71,34,100,5.259901,1,4,34,0.32,68,117.2,10.12,0.28
72,32,100,5.259901,-1,5,32,0.33,67,209.45,10.76,0.28
73,8,100,5.855703,1,2,8,0.46,54,206.68,11.3,0.29
74,28,100,5.855703,1,0,28,0.36,64,129.84,6.94,0.28
75,46,100,5.855703,-1,2,46,0.21,79,76.78,4.62,0.29
76,28,100,5.855703,1,1,28,0.35,65,58.71,9.39,0.29
77,50,100,5.855703,-1,5,50,0.25,75,46.93,6.32,0.28
78,44,100,5.855703,1,1,44,0.26,74,130.88,2.24,0.29
79,16,100,5.855703,-1,5,16,0.35,65,104.04,6.08,0.29
80,60,100,5.855703,1,1,60,0.2,80,101.91,13.6,0.28
81,66,100,6.452228,1,3,66,0.13,87,45.57,5.03,0.29
82,66,100,6.452228,1,3,66,0.16,84,55.16,9.55,0.29
83,70,100,6.452228,1,3,70,0.1,90,63.59,11.18,0.3
84,38,100,6.452228,1,0,38,0.24,76,78.59,8.26,0.29
85,70,100,6.452228,1,4,70,0.12,88,52.07,9.92,0.29
86,60,100,6.452228,1,3,60,0.19,81,51.37,5.16,0.3
87,68,100,6.452228,1,2,68,0.14,86,50.38,9.22,0.29
88,42,100,6.452228,1,2,42,0.25,75,75.04,7.77,0.3
89,60,100,7.056989,1,1,60,0.2,80,95.13,15,0.28
90,52,100,7.056989,1,1,52,0.24,76,84.48,14.84,0.28
91,60,100,7.056989,1,1,60,0.19,81,33.16,4.43,0.28
92,72,100,7.056989,-1,5,72,0.14,86,78.98,9.98,0.28
93,32,100,7.056989,1,2,32,0.29,71,79.6,8.62,0.28
94,22,100,7.056989,-1,1,22,0.37,63,144.17,9.92,0.28
95,18,100,7.056989,1,4,18,0.34,66,69.32,1.74,0.28
96,2,100,7.056989,1,0,2,0.39,61,125.62,1.37,0.28
97,74,100,7.648169,1,1,74,0.13,87,27.58,12.68,0.3
98,64,100,7.648169,1,1,64,0.17,83,90.16,9.64,0.3
99,32,100,7.649704,1,2,32,0.28,72,51.8,2.95,0.3
100,74,100,7.649704,1,2,74,0.11,89,34.07,12.73,0.3
101,-16,100,7.649704,1,3,-16,0.47,53,162.01,1.27,0.3
102,72,100,7.649704,1,0,72,0.12,88,65.22,12.14,0.3
103,34,100,7.649704,-1,1,34,0.29,71,135.26,8.45,0.3
104,52,100,7.649704,1,2,52,0.17,83,94.32,4.5,0.3
105,32,100,8.231848,-1,1,32,0.27,73,134.71,8.5,0.28
106,68,100,8.231848,1,3,68,0.15,85,100.22,5.76,0.28
107,68,100,8.231848,-1,5,68,0.09,91,50.18,4.87,0.28
108,64,100,8.231848,1,3,64,0.15,85,53.44,8.67,0.28
109,58,100,8.231848,-1,5,58,0.13,87,57.36,4.51,0.28
110,56,100,8.231848,1,2,56,0.17,83,78.6,10.35,0.28
111,48,100,8.231848,1,1,48,0.21,79,92.23,8.01,0.28
112,64,100,8.231848,1,2,64,0.11,89,67.42,8.21,0.28
113,80,100,8.799847,1,2,80,0.1,90,61.1,11.32,0.27
114,50,100,8.799847,1,3,50,0.19,81,75.33,5.73,0.27
115,66,100,8.799847,1,2,66,0.14,86,54.76,5.88,0.27
116,82,100,8.799847,1,1,82,0.07,93,124.07,6.77,0.27
117,26,100,8.799847,1,2,26,0.22,78,55.52,2.32,0.27
118,70,100,8.799847,1,2,70,0.08,92,37.2,5.1,0.27
119,88,100,8.799847,1,3,88,0.05,95,46.94,10.85,0.27
120,62,100,8.799847,1,4,62,0.12,88,93.55,5.86,0.27
121,60,100,9.369072,1,3,60,0.14,86,67.59,10.85,0.27
122,52,100,9.369072,-1,5,52,0.23,77,93.98,10.02,0.27
123,36,100,9.369072,1,3,36,0.26,74,67.38,5.05,0.27
124,78,100,9.369072,1,2,78,0.08,92,31.77,12.17,0.27
125,78,100,9.369072,1,3,78,0.11,89,79.12,10.96,0.27
126,82,100,9.369072,1,2,82,0.06,94,17.2,11.84,0.27
127,-8,100,9.369072,-1,3,-8,0.39,61,46.61,1.28,0.27
128,60,100,9.369072,1,0,60,0.17,83,26.61,4.54,0.27
129,76,100,9.979059,1,2,76,0.11,89,29.59,10.49,0.27
130,80,100,9.979059,1,2,80,0.09,91,45.01,11.31,0.27
131,54,100,9.979059,1,3,54,0.18,82,29.32,12.55,0.27
132,68,100,9.979059,1,1,68,0.14,86,66.84,4.11,0.27
133,60,100,9.979059,1,0,60,0.16,84,75.14,10.85,0.27
134,60,100,9.979059,1,3,60,0.15,85,58.92,3.37,0.27
135,80,100,9.979059,1,1,80,0.1,90,99.92,10.52,0.27
136,76,100,9.979059,1,2,76,0.1,90,29.91,5.49,0.27
137,58,100,10.567631,1,2,58,0.16,84,51.05,3.1,0.29
138,60,100,10.567631,1,2,60,0.16,84,76.63,12.09,0.29
139,62,100,10.567631,1,0,62,0.17,83,65.18,13.59,0.29
140,88,100,10.567631,1,3,88,0.04,96,43.84,14.32,0.29
141,74,100,10.567631,1,1,74,0.09,91,46.7,12.23,0.29
142,90,100,10.567631,1,3,90,0.02,98,14.19,13.1,0.29
143,44,100,10.567631,1,0,44,0.27,73,79.62,11.96,0.29
144,74,100,10.567631,1,0,74,0.12,88,62.46,5.54,0.29
145,74,100,11.229968,1,3,74,0.13,87,78.66,11.27,0.28
146,90,100,11.229968,1,0,90,0.05,95,54.65,14.36,0.28
147,62,100,11.229968,1,1,62,0.13,87,25.73,5.85,0.28
148,66,100,11.229968,1,2,66,0.12,88,32.71,6.82,0.28
149,48,100,11.229968,1,2,48,0.23,77,133.18,3.09,0.28
150,92,100,11.229968,1,1,92,0.03,97,15.01,13.4,0.28
151,88,100,11.229968,1,3,88,0.06,94,81,15.4,0.28
152,74,100,11.229968,1,1,74,0.12,88,73.28,14.64,0.28
153,94,100,11.837502,1,1,94,0.02,98,27.5,13.05,0.3
154,86,100,11.837502,1,3,86,0.04,96,51.45,12.75,0.3
155,88,100,11.837502,1,0,88,0.03,97,72.59,12.41,0.3
156,80,100,11.837502,1,1,80,0.07,93,94.72,13.96,0.3
157,94,100,11.837502,1,2,94,0.02,98,38.39,12.51,0.3
158,64,100,11.837502,1,2,64,0.12,88,77.17,4.69,0.3
159,96,100,11.837502,1,0,96,0.01,99,40.43,14.75,0.3
160,98,100,11.837502,1,0,98,0,100,39.94,13.43,0.3
161,6,100,12.56142,1,3,6,0.36,64,81.75,1,0.3
162,94,100,12.56142,1,3,94,0.03,97,50.41,13.59,0.3
163,98,100,12.56142,1,0,98,0.01,99,57.7,14.59,0.3
164,96,100,12.56142,-1,5,96,0.01,99,54.58,12.55,0.3
165,72,100,12.56142,1,2,72,0.1,90,56.56,13.03,0.3
166,36,100,12.56142,1,1,36,0.16,84,98.07,2.39,0.3
167,90,100,12.56142,1,2,90,0.05,95,30.42,13.56,0.3
168,100,100,12.56142,1,3,100,0,100,47.49,13.09,0.3
169,88,100,13.255219,1,1,88,0.06,94,48.61,15.49,0.31
170,86,100,13.255219,1,1,86,0.07,93,47,12.89,0.31
171,94,100,13.255219,1,1,94,0.02,98,11.89,14.57,0.31
172,48,100,13.255219,1,3,48,0.17,83,48.33,5.16,0.31
173,80,100,13.255219,-1,5,80,0.06,94,36.58,5.66,0.31
174,74,100,13.255219,1,2,74,0.13,87,53.31,6.13,0.31
175,100,100,13.255219,1,1,100,0,100,40.84,14.76,0.31
176,90,100,13.255219,1,2,90,0.04,96,63.95,15.18,0.31
177,96,100,13.8905,1,1,96,0.02,98,28.31,14.18,0.3
178,98,100,13.8905,1,1,98,0.01,99,39.91,15.06,0.3
179,52,100,13.8905,-1,4,52,0.14,86,77.19,1.82,0.3
180,96,100,13.8905,1,1,96,0.02,98,39.58,15.26,0.3
181,100,100,13.8905,1,2,100,0,100,34.38,14.9,0.3
182,98,100,13.8905,1,1,98,0.01,99,34.86,13.72,0.3
183,92,100,13.891489,1,3,92,0.03,97,32.51,14.03,0.3
184,64,100,13.891489,1,0,64,0.14,86,66.76,2.66,0.3
185,92,100,14.540172,1,0,92,0.02,98,25.91,14.71,0.3
186,74,100,14.540172,-1,5,74,0.07,93,65.99,3.27,0.3
187,82,100,14.540172,1,3,82,0.09,91,43.34,7.15,0.3
188,92,100,14.540172,-1,0,92,0.02,98,27.89,6.16,0.31
189,100,100,14.540172,1,0,100,0,100,28.34,14.46,0.3
190,94,100,14.540172,1,2,94,0.01,99,37.73,12.62,0.3
191,96,100,14.540172,1,2,96,0.02,98,79.68,13.09,0.3
192,26,100,14.540172,1,1,26,0.26,74,86.01,1.33,0.3
193,98,100,15.236188,1,3,98,0,100,52.95,14.06,0.33
194,88,100,15.236188,1,0,88,0.06,94,33.45,7.15,0.33
195,92,100,15.236188,1,2,92,0.03,97,40.73,14.24,0.33
196,92,100,15.236188,1,2,92,0.04,96,29.39,14.01,0.33
197,74,100,15.236188,-1,5,74,0.09,91,38.39,5.49,0.33
198,100,100,15.236188,1,1,100,0,100,30.98,14.4,0.33
199,100,100,15.236188,1,3,100,0,100,37.35,13.39,0.33
200,94,100,15.236188,1,1,94,0.03,97,55,7.93,0.33
201,80,100,15.839573,1,0,80,0.04,96,95.55,6.83,0.33
202,100,100,15.839573,1,0,100,0,100,34.21,14.42,0.33
203,72,100,15.839573,1,3,72,0.07,93,31.77,5.33,0.33
204,62,100,15.839573,1,0,62,0.09,91,43.56,2.69,0.33
205,96,100,15.839573,1,0,96,0.01,99,44.34,6.65,0.33
206,98,100,15.839573,1,1,98,0.01,99,9.1,15.85,0.33
207,94,100,15.839573,1,1,94,0.02,98,28.73,7.08,0.33
208,44,100,15.839573,1,1,44,0.16,84,80.21,3.08,0.33
209,96,100,16.43399,1,0,96,0,100,51.24,13.35,0.28
210,84,100,16.43399,1,0,84,0.03,97,85.43,13.42,0.28
211,90,100,16.43399,1,0,90,0.05,95,44.87,6.23,0.28
212,100,100,16.43399,1,2,100,0,100,46.31,15.58,0.28
213,94,100,16.43399,1,0,94,0.01,99,48.06,6.18,0.28
214,100,100,16.43399,1,0,100,0,100,56.09,14.92,0.28
215,88,100,16.43399,1,3,88,0.03,97,43.03,7.37,0.28
216,54,100,16.43399,1,2,54,0.18,82,95.61,4.75,0.28
217,92,100,17.053109,1,3,92,0,100,60.1,12.84,0.28
218,88,100,17.053109,1,0,88,0,100,62.51,6.6,0.28
219,94,100,17.053109,1,3,94,0,100,59.53,15.04,0.28
220,88,100,17.053109,1,2,88,0.01,99,76.2,11.8,0.28
221,100,100,17.053109,1,2,100,0,100,86.62,15.7,0.28
222,78,100,17.053109,1,3,78,0.06,94,74.6,3.39,0.28
223,98,100,17.053109,1,0,98,0,100,87.51,10.26,0.28
224,84,100,17.053109,1,2,84,0.02,98,58.79,5.27,0.28
225,86,100,17.727978,1,2,86,0.01,99,44.45,5.61,0.31
226,96,100,17.727978,1,0,96,0.01,99,26.08,14.46,0.31
227,96,100,17.727978,1,1,96,0,100,87.56,12.4,0.31
228,86,100,17.727978,1,0,86,0.05,95,38.7,12.18,0.31
229,98,100,17.727978,1,2,98,0,100,53.02,14.84,0.31
230,94,100,17.727978,1,0,94,0.01,99,47.24,6.27,0.31
231,36,100,17.727978,-1,2,36,0.28,72,76.95,2.84,0.31
232,90,100,17.727978,1,3,90,0.03,97,55.46,12.47,0.31
233,86,100,18.383109,1,0,86,0.04,96,60.15,7.22,0.31
234,90,100,18.383109,1,2,90,0.03,97,65.36,13.81,0.31
235,100,100,18.383109,1,1,100,0,100,43.03,15.92,0.31
236,88,100,18.383109,1,2,88,0.04,96,49.7,12.8,0.31
237,100,100,18.383109,1,1,100,0,100,36.03,15.48,0.31
238,100,100,18.383109,1,1,100,0,100,38.48,16,0.31
239,94,100,18.383109,1,0,94,0.02,98,62.94,6.78,0.31
240,96,100,18.383109,1,1,96,0.01,99,74.5,6.46,0.31
241,98,100,19.034753,1,2,98,0,100,47.25,13.24,0.29
242,100,100,19.034753,1,1,100,0,100,43.01,15.76,0.29
243,100,100,19.034753,1,3,100,0,100,31.58,15.4,0.29
244,100,100,19.034753,1,1,100,0,100,57.17,13.62,0.29
245,64,100,19.034753,1,3,64,0.12,88,65.68,5.21,0.29
246,100,100,19.034753,1,1,100,0,100,67.49,15.52,0.29
247,100,100,19.034753,1,1,100,0,100,64.54,15.5,0.29
248,98,100,19.034753,1,2,98,0,100,46.81,13.82,0.29
249,88,100,19.709192,1,2,88,0.01,99,56.59,7.16,0.33
250,84,100,19.709192,1,1,84,0.08,92,58.96,6.22,0.33
251,96,100,19.709192,1,1,96,0,100,56.53,12.66,0.33
252,96,100,19.709192,1,0,96,0.02,98,40.01,16,0.33
253,98,100,19.709192,1,2,98,0.01,99,41.42,14.14,0.33
254,100,100,19.709192,1,2,100,0,100,38.8,15.62,0.33
255,70,100,19.709192,1,2,70,0.1,90,55.83,3.74,0.33
256,92,100,19.710229,1,1,92,0.02,98,73.28,13.56,0.33
257,96,100,20.335392,1,1,96,0.01,99,35.09,15.7,0.3
258,92,100,20.335392,1,2,92,0.01,99,64.26,7.27,0.3
259,98,100,20.335392,1,2,98,0,100,31.59,15.25,0.3
260,98,100,20.335392,1,0,98,0.01,99,88.09,7.7,0.3
261,92,100,20.335392,1,1,92,0.04,96,94.35,13.89,0.3
262,94,100,20.335392,1,2,94,0.03,97,48.54,15.71,0.3
263,98,100,20.335392,1,0,98,0.01,99,60.19,16,0.3
264,100,100,20.335392,1,1,100,0,100,26.16,15.7,0.3
265,100,100,20.994312,1,1,100,0,100,41.78,14.8,0.3
266,98,100,20.994312,1,0,98,0,100,28.98,14.4,0.3
267,96,100,20.994312,1,0,96,0.01,99,24.42,15.29,0.3
268,90,100,20.994312,1,2,90,0.01,99,49.37,7.32,0.3
269,90,100,20.994312,1,0,90,0.02,98,34.53,14.38,0.3
270,98,100,20.994312,1,0,98,0.01,99,33.2,14.55,0.3
271,98,100,20.994312,1,3,98,0.01,99,42.24,7.25,0.3
272,94,100,20.994312,1,1,94,0.01,99,52.53,6.74,0.3
273,100,100,21.580802,1,2,100,0,100,35.92,14.84,0.32
274,100,100,21.580802,1,2,100,0,100,33.11,14.2,0.32
275,98,100,21.580802,-1,4,98,0.01,99,38.8,14.11,0.32
276,82,100,21.580802,1,2,82,0.04,96,65.77,5.26,0.32
277,96,100,21.580802,1,1,96,0,100,37.77,7.64,0.32
278,96,100,21.580802,1,0,96,0.02,98,57.01,15.39,0.32
279,100,100,21.580802,1,0,100,0,100,41.29,13.5,0.32
280,88,100,21.580802,1,2,88,0.05,95,41.53,6.57,0.32
281,88,100,22.15204,1,2,88,0.02,98,44.25,5.87,0.29
282,96,100,22.15204,1,2,96,0.01,99,35.48,7.41,0.29
283,100,100,22.15204,1,1,100,0,100,34.1,14.92,0.29
284,100,100,22.15204,1,0,100,0,100,36.45,14.66,0.29
285,98,100,22.15204,1,0,98,0,100,49.29,15.4,0.29
286,92,100,22.15204,1,3,92,0.04,96,18.8,15.62,0.29
287,98,100,22.15204,1,0,98,0.01,99,45.53,13.88,0.29
288,90,100,22.15204,1,3,90,0.01,99,56.65,6.06,0.29
289,94,100,22.874322,1,3,94,0.01,99,48.88,6.55,0.27
290,90,100,22.874322,1,1,90,0.03,97,45.11,6.98,0.27
291,100,100,22.874322,1,0,100,0,100,31.61,14.46,0.27
292,98,100,22.874322,1,1,98,0,100,52.03,7.64,0.27
293,72,100,22.874322,1,1,72,0.07,93,38.04,2.75,0.27
294,90,100,22.874322,-1,2,90,0.02,98,42.26,7.27,0.26
295,96,100,22.874322,1,3,96,0.02,98,19.64,7.47,0.26
296,38,100,22.874322,1,3,38,0.24,76,78.34,5.49,0.26
297,62,100,23.624182,-1,2,62,0.13,87,42.41,2.83,0.33
298,80,100,23.624182,1,4,80,0.04,96,36.78,3.29,0.33
299,100,100,23.624182,1,2,100,0,100,28.63,15.68,0.33
300,96,100,23.624182,1,2,96,0,100,24.23,15.3,0.33
301,98,100,23.624182,1,3,98,0.01,99,53.96,15.35,0.33
302,100,100,23.624182,1,1,100,0,100,54.17,7.72,0.33
303,84,100,23.624182,1,3,84,0.07,93,51.4,6.4,0.33
304,88,100,23.624182,1,3,88,0.06,94,47.07,7.85,0.33
305,98,100,24.319121,1,0,98,0,100,31.01,15.27,0.36
306,100,100,24.319121,1,1,100,0,100,53.76,15.62,0.36
307,86,100,24.319121,1,1,86,0.01,99,101.14,3.51,0.36
308,98,100,24.319121,1,0,98,0,100,25.53,15.38,0.36
309,96,100,24.319121,1,0,96,0,100,40.79,15.13,0.36
310,100,100,24.319121,1,1,100,0,100,30.43,14.92,0.36
311,100,100,24.319121,1,0,100,0,100,47.03,15.86,0.36
312,98,100,24.319121,1,0,98,0.01,99,33.82,15.09,0.36
313,100,100,24.974519,1,2,100,0,100,29.73,14.58,0.3
314,100,100,24.974519,1,1,100,0,100,40.06,14.88,0.3
315,100,100,24.974519,1,2,100,0,100,66.68,8,0.3
316,88,100,24.974519,1,2,88,0.02,98,51.31,6.29,0.3
317,100,100,24.974519,1,3,100,0,100,48.83,15.64,0.3
318,78,100,24.974519,1,0,78,0.08,92,62.36,6.36,0.3
319,94,100,24.974519,1,2,94,0.01,99,26.44,14.48,0.3
320,94,100,24.974519,1,0,94,0.01,99,76.58,7.64,0.3
321,100,100,25.702883,1,1,100,0,100,64.67,15.44,0.31
322,100,100,25.702883,1,3,100,0,100,54.46,14.64,0.31
323,44,100,25.702883,-1,5,44,0.17,83,58.55,2.27,0.31
324,98,100,25.702883,1,1,98,0,100,44.99,15.38,0.31
325,100,100,25.702883,1,3,100,0,100,65.17,15.7,0.31
326,98,100,25.702883,1,0,98,0,100,69.44,7.32,0.31
327,100,100,25.702883,1,0,100,0,100,51.32,16,0.31
328,100,100,25.702883,1,2,100,0,100,63.99,15.86,0.31
329,100,100,26.428137,1,0,100,0,100,31.06,14.42,0.32
330,100,100,26.428137,1,3,100,0,100,44.38,15.84,0.32
331,100,100,26.428137,1,3,100,0,100,64.41,16,0.32
332,100,100,26.428137,1,1,100,0,100,48,16,0.32
333,72,100,26.428137,1,3,72,0.08,92,88.46,2.74,0.32
334,98,100,26.428137,1,3,98,0,100,65.44,15.78,0.32
335,100,100,26.428137,1,0,100,0,100,33.33,16,0.32
336,96,100,26.428137,1,3,96,0,100,38.03,14.46,0.32
337,98,100,27.06883,1,1,98,0.01,99,54.87,16,0.35
338,96,100,27.06883,1,1,96,0.02,98,42.25,15.08,0.35
339,80,100,27.06883,1,2,80,0.09,91,50.2,3.57,0.35
340,98,100,27.06883,-1,5,98,0.01,99,34.76,15.64,0.35
341,82,100,27.06883,1,2,82,0.05,95,61.63,6.54,0.35
342,100,100,27.06883,1,0,100,0,100,15.81,16,0.35
343,100,100,27.06883,1,2,100,0,100,38.06,14.72,0.35
344,98,100,27.06883,1,2,98,0.01,99,39.02,15.21,0.35
345,100,100,27.816393,1,1,100,0,100,24.26,15.04,0.31
346,94,100,27.816393,1,3,94,0.03,97,54.4,15.57,0.31
347,94,100,27.816393,1,0,94,0.03,97,34.28,15.78,0.31
348,52,100,27.816393,1,3,52,0.22,78,74.69,6.77,0.31
349,96,100,27.816393,1,0,96,0.02,98,38.57,15.84,0.31
350,98,100,27.816393,1,0,98,0.01,99,13.74,7.66,0.31
351,96,100,27.816393,1,3,96,0.02,98,46.94,15.7,0.31
352,90,100,27.816393,1,2,90,0.03,97,63.85,6.48,0.31
353,94,100,28.480173,1,2,94,0.02,98,31.62,15.11,0.38
354,96,100,28.480173,1,2,96,0.02,98,16.61,15.68,0.38
355,88,100,28.480173,1,3,88,0.05,95,28.28,6.78,0.38
356,90,100,28.480173,1,0,90,0.01,99,47.79,6.57,0.38
357,96,100,28.480173,1,2,96,0.02,98,29.86,15.36,0.38
358,100,100,28.480173,1,3,100,0,100,13.08,15.92,0.38
359,100,100,28.480173,1,2,100,0,100,49.14,8,0.38
360,94,100,28.480173,1,3,94,0.03,97,34.54,15.71,0.38
361,64,100,29.130536,1,3,64,0.08,92,57.15,2.84,0.32
362,96,100,29.130536,1,0,96,0.01,99,39.3,14.79,0.32
363,64,100,29.130536,1,0,64,0.08,92,63.45,2.97,0.32
364,100,100,29.130536,1,1,100,0,100,18.6,15.76,0.32
365,96,100,29.130536,1,3,96,0.02,98,56.97,14.84,0.32
366,100,100,29.130536,1,2,100,0,100,38.48,14.5,0.32
367,88,100,29.130536,-1,5,88,0.06,94,34.87,6.87,0.32
368,86,100,29.130536,1,3,86,0.03,97,58.49,3.87,0.32
369,100,100,29.814477,1,0,100,0,100,17.48,15.36,0.33
370,98,100,29.814477,1,0,98,0.01,99,44.95,14.57,0.33
371,100,100,29.814477,1,3,100,0,100,33.48,14.37,0.33
372,92,100,29.814477,1,0,92,0.04,96,33.14,7.8,0.33
373,100,100,29.814477,1,0,100,0,100,36.95,16,0.33
374,98,100,29.814477,1,1,98,0.01,99,7.2,15.88,0.33
375,100,100,29.814477,1,1,100,0,100,27.14,14.77,0.33
376,84,100,29.814477,1,0,84,0.06,94,48.8,7.23,0.33
377,98,100,30.430642,1,2,98,0.01,99,33.58,7.39,0.3
378,100,100,30.430642,1,3,100,0,100,26.46,16,0.3
379,98,100,30.430642,1,0,98,0.01,99,26.36,15.35,0.3
380,100,100,30.430642,1,0,100,0,100,39.26,15.35,0.3
381,100,100,30.430642,1,0,100,0,100,38.06,14.44,0.3
382,100,100,30.430642,1,2,100,0,100,40.14,7.58,0.3
383,38,100,30.430642,1,1,38,0.19,81,44.73,1.7,0.3
384,98,100,30.430642,1,3,98,0,100,46.47,14.84,0.3
385,100,100,31.119981,1,3,100,0,100,24.75,15.88,0.3
386,92,100,31.119981,1,1,92,0.03,97,50.44,7.38,0.3
387,100,100,31.119981,1,1,100,0,100,39.36,14.42,0.3
388,82,100,31.119981,1,2,82,0.05,95,41.02,6.11,0.3
389,90,100,31.119981,1,0,90,0.02,98,58.43,6.46,0.3
390,98,100,31.119981,1,1,98,0,100,25.21,15.7,0.3
391,100,100,31.119981,1,2,100,0,100,41.35,14.38,0.3
392,88,100,31.119981,1,0,88,0.04,96,33.13,7.33,0.3
393,94,100,31.802826,1,2,94,0.02,98,50.55,14.71,0.38
394,88,100,31.802826,1,0,88,0.02,98,40.06,6.56,0.38
395,100,100,31.802826,1,0,100,0,100,34.33,14.4,0.38
396,96,100,31.802826,1,1,96,0.02,98,36.85,14,0.38
397,100,100,31.802826,1,1,100,0,100,37.69,14.98,0.38
398,86,100,31.802826,1,2,86,0.05,95,47.28,6.41,0.38
399,100,100,31.802826,1,3,100,0,100,27.72,15.88,0.38
400,98,100,31.802826,1,0,98,0.01,99,32.93,16,0.38
401,96,100,32.503475,1,2,96,0.01,99,52.25,14.77,0.31
402,98,100,32.503475,1,0,98,0,100,9.34,15.57,0.31
403,100,100,32.503475,1,3,100,0,100,24.14,15.28,0.31
404,68,100,32.503475,1,3,68,0.12,88,70.22,3.27,0.31
405,100,100,32.503475,1,1,100,0,100,45.99,7.68,0.31
406,100,100,32.503475,1,3,100,0,100,37.66,14.96,0.31
407,96,100,32.503475,1,3,96,0.01,99,59.37,14.2,0.31
408,92,100,32.503475,1,2,92,0.02,98,44.62,13.65,0.31
409,100,100,33.122668,1,2,100,0,100,66.97,15.84,0.35
410,64,100,33.122668,-1,2,64,0.14,86,57.18,2.83,0.35
411,100,100,33.122668,1,2,100,0,100,40.83,15.74,0.35
412,100,100,33.122668,1,2,100,0,100,15.17,15.39,0.35
413,96,100,33.122668,1,1,96,0.01,99,24.24,6.75,0.35
414,92,100,33.122668,1,0,92,0.03,97,19.33,15.38,0.35
415,96,100,33.122668,1,3,96,0.02,98,32.66,7.88,0.35
416,94,100,33.122668,1,2,94,0.01,99,33.14,6.97,0.35
417,86,100,33.775528,1,2,86,0.04,96,39.14,6.91,0.29
418,100,100,33.775528,1,3,100,0,100,42.78,15.22,0.29
419,78,100,33.775528,1,1,78,0.08,92,38.79,6.59,0.29
420,98,100,33.775528,1,0,98,0.01,99,33.09,15.54,0.29
421,60,100,33.775528,1,1,60,0.03,97,53.34,3.51,0.29
422,66,100,33.775528,1,2,66,0.11,89,41.88,2.97,0.29
423,100,100,33.775528,1,1,100,0,100,29.11,15.48,0.29
424,70,100,33.775528,1,1,70,0.1,90,97.62,2.52,0.29
425,100,100,34.377765,1,1,100,0,100,31.25,15.85,0.31
426,56,100,34.377765,1,3,56,0.17,83,49.03,2.94,0.31
427,100,100,34.377765,1,2,100,0,100,38.66,15.4,0.31
428,100,100,34.377765,1,2,100,0,100,28.04,14.84,0.31
429,78,100,34.377765,1,0,78,0.04,96,62.15,3.34,0.31
430,100,100,34.377765,1,2,100,0,100,48.22,15.36,0.31
431,62,100,34.377765,-1,2,62,0.08,92,81.74,1.91,0.31
432,100,100,34.377765,1,3,100,0,100,43.1,15.86,0.31
433,100,100,34.989721,1,1,100,0,100,29.66,16,0.29
434,82,100,34.989721,1,3,82,0.08,92,49.08,6.85,0.29
435,100,100,34.989721,1,1,100,0,100,51.48,15.08,0.29
436,98,100,34.989721,1,1,98,0,100,12.27,15.41,0.29
437,100,100,34.989721,1,0,100,0,100,51.91,15.44,0.29
438,100,100,34.989721,1,0,100,0,100,21.66,16,0.29
439,100,100,34.989721,1,3,100,0,100,21.12,15.6,0.29
440,86,100,34.989721,1,1,86,0.02,98,63.57,6.66,0.29
441,100,100,35.628108,1,1,100,0,100,58.08,15.32,0.29
442,96,100,35.628108,1,3,96,0.01,99,50.17,7.2,0.29
443,58,100,35.628108,1,2,58,0.08,92,53.41,2,0.29
444,100,100,35.628108,1,2,100,0,100,37.19,16,0.29
445,84,100,35.628108,1,1,84,0.01,99,69.29,3.9,0.29
