1,20.0,0.31
1,42.0,0.31
1,20.0,0.31
2,30.0,0.31
3,40.0,0.27
,34.0,0.27
4,24.0,0.26
44,16.0,0.26
5,22.0,0.25
6,42.0,0.28
6,18.0,0.28
6,28.0,0.28
6,34.0,0.28
7,30.0,0.25
8,32.0,0.28
8,14.0,0.28
8,22.0,0.28
8,28.0,0.28
9,20.0,0.26
9,44.0,0.26
9,40.0,0.26
9,20.0,0.26
10,26.0,0.23
10,10.0,0.23
10,38.0,0.23
11,24.0,0.23
11,32.0,0.23
11,16.0,0.23
11,34.0,0.23
11,40.0,0.23
12,2.0,0.23

12,18.0,0.23
12,16.0,0.23
12,38.0,0.23
13,40.0,0.24
13,18.0,0.23
13,30.0,0.24
13,16.0,0.24
13,40.0,0.23
14,18.0,0.23
14,-16.0,0.23
14,38.0,0.23
14,4.0,0.23
14,28.0,0.23
15,4.0,0.24

15,38.0,0.24

15,8.0,0.24

15,2.0,0.24
16,20.0,0.24
16,36.0,0.24
16,28.0,0.24
16,34.0,0.24
17,28.0,0.23
17,30.0,0.23
17,4.0,0.23

17,38.0,0.23
17,44.0,0.23
18,4.0,0.23

18,24.0,0.23
18,28.0,0.23
19,8.0,0.24

19,14.0,0.24
19,36.0,0.23
19,12.0,0.24
19,38.0,0.24
20,-34.0,0.26220,52.0,0.26
0,12.0,0.26
21,36.0,9.62
21,20.0,9.62
21,8.0,9.62
21,22.0,9.62

21,0.0,9.62
21,42.0,9.62
22,28.0,0.24
22,26.0,0.24
22,44.0,0.24
22,56.0,0.23
23,26.0,0.26
23,-6.0,0.26
23,14.0,0.26
23,14.0,0.26
23,10.0,0.26
23,32.0,0.26
24,58.0,0.31
24,18.0,0.31
24,46.0,0.31
24,38.0,0.31
25,22.0,0.27
25,46.0,0.27
25,34.0,0.27
25,42.0,0.27
26,34.0,0.26
26,42.0,0.26
26,32.0,0.26
26,12.0,0.26
26,10.0,0.26
27,46.0,0.25
27,36.0,0.25
27,70.0,0.25
27,42.0,0.25
28,14.0,0.25
28,50.0,0.25
28,42.0,0.25
28,14.0,0.25
28,44.0,0.25
28,50.0,0.25
29,30.0,0.25
29,30.0,0.25
29,40.0,0.25
29,30.0,0.25
29,54.0,0.25
29,58.0,0.25
30,60.0,0.28
30,32.0,0.28
30,54.0,0.28
30,62.0,0.28
30,24.0,0.28
31,50.0,0.29
31,34.0,0.29
31,38.0,0.29
32,40.0,0.25
32,26.0,0.25
32,54.0,0.25
32,58.0,0.25
32,58.0,0.25
33,42.0,0.26
3,30.0,0.26
33,54.0,0.26
33,34.0,0.26
33,30.0,0.26
33,0.0,0.26

34,46.0,0.24
4,34.0,0.24
34,10.0,0.24
34,42.0,0.24
35,26.0,0.25
35,20.0,0.25
35,34.0,0.25
35,58.0,0.25
35,78.0,0.25
35,70.0,0.25
36,36.0,0.27
36,46.0,0.27
36,12.0,0.27
36,20.0,0.27
36,36.0,0.27
37,58.0,0.26
