episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
394,68,100,68.226641,1,1,68,0.12,88,65.7,6.42,0.18
395,40,100,68.428948,1,3,40,0.17,83,93.58,2.27,0.18
396,54,100,68.627502,-1,5,54,0.16,84,77.54,12.25,0.18
397,60,100,68.818459,1,0,60,0.17,83,39.93,7.05,0.17
398,44,100,69.018073,1,4,44,0.08,92,96.95,11.96,0.17
399,74,100,69.217916,1,1,74,0.12,88,46.04,6.67,0.19
400,54,100,69.418195,1,1,54,0.16,84,67.35,9.25,0.18
401,76,100,69.611942,1,3,76,0.09,91,59.52,5.28,0.19
402,48,100,69.810218,1,1,48,0.16,84,72.1,4.25,0.18
403,66,100,70.003534,1,0,66,0.12,88,69.9,5.7,0.18
404,68,100,70.202896,1,0,68,0.11,89,53.15,10.88,0.18
405,64,100,70.391764,1,3,64,0.11,89,55.13,3.01,0.18
406,44,100,70.584758,1,3,44,0.15,85,81.15,8.52,0.17
407,74,100,70.775339,1,0,74,0.06,94,63,9.1,0.17
408,70,100,70.974093,1,3,70,0.13,87,26.49,11.31,0.18
409,56,100,71.171427,1,2,56,0.16,84,69.8,5.67,0.18
410,64,100,71.362774,1,0,64,0.14,86,30.41,2.63,0.18
411,70,100,71.558304,1,2,70,0.15,85,32.04,4.98,0.18
412,40,100,71.748032,1,3,40,0.19,81,74.96,2.68,0.18
413,56,100,71.946486,1,3,56,0.15,85,77.42,6.63,0.18
414,68,100,72.147714,1,2,68,0.1,90,49.87,1.76,0.18
415,54,100,72.344491,1,3,54,0.1,90,88.88,4.58,0.19
416,50,100,72.543938,-1,5,50,0.16,84,87.65,12,0.18
417,42,100,72.737872,1,0,42,0.17,83,65.91,1.8,0.19
418,64,100,72.992591,1,2,64,0.09,91,54.96,3.52,0.18
419,44,100,73.203726,1,2,44,0.19,81,72.88,8.41,0.24
420,36,100,73.406166,1,2,36,0.21,79,94.48,7.2,0.19
421,78,100,73.61261,1,0,78,0.09,91,37.67,8.51,0.19
422,70,100,73.832314,1,2,70,0.09,91,46.05,4.03,0.19
423,60,100,74.078019,1,3,60,0.13,87,51.87,2.67,0.2
424,42,100,74.30277,1,2,42,0.14,86,91.54,6.09,0.23
425,72,100,74.554964,1,0,72,0.08,92,58.57,8.97,0.21
426,66,100,74.840946,1,0,66,0.09,91,68.18,10.6,0.24
427,42,100,75.069994,1,0,42,0.16,84,86.29,7.22,0.27
428,58,100,75.287024,1,2,58,0.17,83,34.06,1.39,0.21
429,54,100,75.494184,1,2,54,0.15,85,84.32,11.27,0.2
430,82,100,75.696022,1,0,82,0.09,91,9.82,6.77,0.19
431,62,100,75.901914,1,3,62,0.06,94,74.34,9.68,0.18
432,62,100,76.101105,-1,5,62,0.1,90,57.73,5.07,0.19
433,54,100,76.306079,1,0,54,0.11,89,101.4,8.33,0.18
434,76,100,76.518238,1,2,76,0.09,91,46.93,2.45,0.19
435,62,100,76.723391,1,1,62,0.06,94,87.11,6.54,0.2
436,64,100,76.939205,1,3,64,0.15,85,52.43,3.61,0.19
437,56,100,77.158018,1,0,56,0.1,90,106.35,9.14,0.2
438,62,100,77.355785,1,3,62,0.16,84,57.53,2.49,0.2
439,68,100,77.559254,1,0,68,0.06,94,65.06,1.89,0.18
440,74,100,77.775718,1,2,74,0.1,90,51.69,4.53,0.19
441,64,100,77.996801,1,0,64,0.11,89,44.36,4.81,0.2
442,58,100,78.201712,-1,5,58,0.1,90,90.14,3.99,0.2
443,56,100,78.399747,1,0,56,0.14,86,75.7,7.23,0.19
444,72,100,78.609288,1,0,72,0.1,90,63.74,2.99,0.18
445,74,100,78.872912,1,3,74,0.06,94,55.72,12.6,0.19
446,78,100,79.082684,1,2,78,0.06,94,52.45,5.32,0.24
447,64,100,79.320812,1,0,64,0.14,86,55.81,5.72,0.19
448,68,100,79.559448,-1,5,68,0.13,87,29.75,8.16,0.22
449,62,100,79.786946,-1,5,62,0.16,84,58.32,4.93,0.22
450,42,100,79.983742,-1,5,42,0.16,84,102.48,7.19,0.21
451,72,100,80.174837,-1,5,72,0.14,86,18.5,9.65,0.18
452,66,100,80.379738,1,2,66,0.07,93,74.76,3.05,0.18
453,50,100,80.572969,1,1,50,0.19,81,48.11,4.21,0.19
454,48,100,80.786921,-1,5,48,0.18,82,69.37,2.65,0.18
455,76,100,80.986686,1,1,76,0.1,90,26.71,7.61,0.2
456,46,100,81.200816,1,3,46,0.16,84,107.52,8.39,0.18
457,62,100,81.409938,-1,5,62,0.09,91,77.28,3.1,0.2
458,52,100,81.607206,1,1,52,0.13,87,81.91,5.06,0.19
459,66,100,81.80193,1,4,66,0.16,84,23.88,6.67,0.18
460,74,100,82.006025,1,3,74,0.1,90,43.4,8.71,0.18
461,80,100,82.206164,1,3,80,0.1,90,19.97,2.94,0.19
462,56,100,82.400954,-1,5,56,0.09,91,56.67,3.07,0.18
463,54,100,82.608213,1,2,54,0.07,93,86.36,6.06,0.18
464,60,100,82.806879,1,3,60,0.1,90,66.36,3.14,0.19
465,58,100,83.007056,1,3,58,0.15,85,77.44,7.48,0.18
466,58,100,83.21817,1,0,58,0.08,92,86.61,11.2,0.19
467,74,100,83.433787,1,3,74,0.1,90,49.03,5.63,0.2
468,62,100,83.657644,1,3,62,0.1,90,59.97,3.55,0.2
469,60,100,83.860975,1,4,60,0.13,87,58.53,7.33,0.21
470,92,100,84.067494,1,3,92,0.04,96,55,6.2,0.19
471,60,100,84.266927,1,3,60,0.1,90,50.86,8.85,0.19
472,64,100,84.462481,1,1,64,0.09,91,66.82,6.34,0.18
473,66,100,84.665015,1,0,66,0.08,92,58.58,6.2,0.18
474,58,100,84.876168,1,4,58,0.16,84,59.11,10.94,0.19
475,76,100,85.067898,1,0,76,0.12,88,23.54,3.98,0.19
476,68,100,85.252572,1,4,68,0.1,90,57.43,8.6,0.18
477,58,100,85.453068,1,2,58,0.08,92,76.26,4.2,0.17
478,46,100,85.6553,1,4,46,0.11,89,104.21,10.67,0.19
479,30,100,85.85232,1,2,30,0.13,87,112.13,5.65,0.19
480,86,100,86.061303,1,3,86,0.07,93,16.46,10.79,0.18
481,70,100,86.261408,-1,4,70,0.08,92,78.52,3.41,0.19
482,60,100,86.456268,1,3,60,0.15,85,63.01,1.49,0.18
483,44,100,86.650451,1,3,44,0.1,90,102.95,7.43,0.18
484,60,100,86.846229,1,0,60,0.11,89,68.65,6.94,0.18
485,58,100,87.04228,-1,5,58,0.15,85,51.65,8.04,0.18
486,66,100,87.232234,1,1,66,0.1,90,50.75,5.58,0.18
487,68,100,87.417999,-1,5,68,0.14,86,38.78,4.63,0.17
488,30,100,87.619702,1,3,30,0.12,88,136.76,6.09,0.17
489,66,100,87.811836,1,1,66,0.12,88,47.88,4.28,0.19
490,64,100,88.011986,1,2,64,0.16,84,42.67,4.24,0.18
491,82,100,88.207952,1,3,82,0.09,91,52.22,9.48,0.19
492,42,100,88.406712,1,4,42,0.14,86,91.29,8.98,0.18
493,56,100,88.612863,1,3,56,0.11,89,88.57,6.21,0.19
494,46,100,88.814942,1,1,46,0.15,85,103.27,6.75,0.19
495,38,100,89.009519,1,3,38,0.18,82,74.95,12.98,0.18
496,64,100,89.201793,1,3,64,0.14,86,31.9,9.88,0.18
497,80,100,89.396428,1,1,80,0.1,90,25.09,6.39,0.18
498,56,100,89.592456,1,0,56,0.13,87,69.16,5.38,0.18
499,38,100,89.790389,1,1,38,0.14,86,103.89,4.83,0.18
500,80,100,89.998239,1,1,80,0.08,92,39.79,2.32,0.18
501,64,100,90.193121,1,2,64,0.14,86,65.13,4.31,0.19
502,64,100,90.393829,1,4,64,0.09,91,72.31,6.86,0.18
503,78,100,90.592872,1,0,78,0.09,91,32.74,9.08,0.19
504,58,100,90.789914,1,0,58,0.19,81,55.55,5.83,0.18
505,54,100,90.980361,-1,5,54,0.16,84,68.84,6.86,0.18
506,78,100,91.18134,1,2,78,0.09,91,44.74,7.49,0.18
507,78,100,91.377019,1,1,78,0.09,91,45.99,7.8,0.19
508,42,100,91.582282,1,0,42,0.13,87,109.61,1.37,0.18
509,84,100,91.781401,1,1,84,0.07,93,31.41,6.15,0.19
510,70,100,91.980033,1,3,70,0.13,87,43.63,6.52,0.18
511,86,100,92.180127,1,3,86,0.05,95,20.66,5.71,0.18
512,68,100,92.374266,-1,5,68,0.13,87,41.96,5.92,0.19
513,72,100,92.571544,1,3,72,0.07,93,57.11,4.76,0.18
514,78,100,92.781967,1,4,78,0.08,92,37.79,8.82,0.18
515,62,100,92.984822,1,4,62,0.1,90,50.54,4.56,0.2
516,78,100,93.196051,1,2,78,0.05,95,51.25,7.63,0.19
517,68,100,93.400134,1,0,68,0.12,88,41.62,7.01,0.19
518,70,100,93.601411,1,0,70,0.09,91,52.08,8.52,0.19
519,74,100,93.808537,1,0,74,0.1,90,43.89,3.09,0.19
520,74,100,94.01129,1,3,74,0.07,93,65,2.7,0.19
521,60,100,94.212328,1,3,60,0.09,91,56.19,1.92,0.19
522,74,100,94.409433,1,2,74,0.1,90,45.95,5.8,0.19
523,46,100,94.613504,1,0,46,0.06,94,124.77,12.17,0.18
524,72,100,94.806271,1,3,72,0.07,93,45.15,11.23,0.19
525,82,100,95.008759,1,4,82,0.06,94,45.92,9.89,0.18
526,54,100,95.211359,1,0,54,0.18,82,50.39,5.84,0.19
527,66,100,95.415598,1,0,66,0.07,93,67.74,3.93,0.19
528,74,100,95.621096,1,2,74,0.09,91,48.74,9.08,0.19
529,84,100,95.830577,1,3,84,0.07,93,30.35,10.01,0.19
530,70,100,96.024368,1,1,70,0.12,88,52.39,5.2,0.2
531,68,100,96.238847,1,2,68,0.06,94,75.83,3.77,0.18
532,54,100,96.451114,1,0,54,0.05,95,89.94,10.14,0.2
533,80,100,96.653885,1,1,80,0.09,91,23.35,8.08,0.2
534,70,100,96.859933,1,3,70,0.08,92,52.84,6.67,0.19
535,38,100,97.072658,1,0,38,0.08,92,131.44,9.83,0.19
536,84,100,97.27828,1,1,84,0.03,97,36.46,5.53,0.2
537,70,100,97.480543,1,0,70,0.11,89,44.27,3.29,0.19
538,68,100,97.679022,-1,5,68,0.08,92,86.03,6.3,0.19
539,42,100,97.884387,1,2,42,0.07,93,112.63,9.04,0.18
540,82,100,98.080881,1,0,82,0.03,97,51.07,9.63,0.19
541,64,100,98.287893,1,0,64,0.09,91,83.64,7.8,0.18
542,54,100,98.486782,-1,5,54,0.14,86,81.58,8.03,0.19
543,58,100,98.690233,-1,4,58,0.08,92,92.29,7.52,0.19
544,72,100,98.88784,1,3,72,0.09,91,65.88,8.24,0.19
545,90,100,99.096717,1,1,90,0.04,96,22.96,4.98,0.18
546,70,100,99.296596,1,2,70,0.1,90,61.38,2.69,0.19
547,62,100,99.496841,1,0,62,0.09,91,69.84,4.93,0.19
548,62,100,99.693699,1,3,62,0.14,86,43.28,3.42,0.19
549,66,100,99.896536,1,1,66,0.08,92,43.61,7.53,0.18
550,68,100,100.096321,1,3,68,0.11,89,52.28,3.94,0.19
551,72,100,100.305628,-1,5,72,0.1,90,43.61,8.67,0.19
552,66,100,100.504332,1,3,66,0.09,91,57.55,4.27,0.19
553,76,100,100.702973,1,1,76,0.1,90,44.36,6.67,0.19
554,64,100,100.90816,1,3,64,0.1,90,49.51,5.38,0.18
555,76,100,101.10882,1,3,76,0.07,93,45.71,10.9,0.19
556,62,100,101.309244,1,1,62,0.11,89,80.82,7.8,0.19
557,70,100,101.512114,1,1,70,0.08,92,46.64,9.49,0.19
558,80,100,101.708011,1,2,80,0.09,91,20.61,8.48,0.19
559,56,100,101.9124,1,4,56,0.12,88,63.26,8.76,0.18
560,58,100,102.102626,-1,5,58,0.1,90,76.85,4.6,0.19
561,92,100,102.305203,1,2,92,0.04,96,14.24,5.74,0.18
562,82,100,102.504035,1,0,82,0.09,91,26.1,3,0.19
563,76,100,102.70726,1,2,76,0.08,92,56.4,4.35,0.18
564,84,100,102.907918,1,3,84,0.08,92,17.26,9.59,0.19
565,64,100,103.111802,1,3,64,0.06,94,81.85,6.98,0.19
566,72,100,103.308149,1,1,72,0.12,88,30.21,8.82,0.19
567,38,100,103.521866,1,1,38,0.12,88,104.19,4.77,0.18
568,74,100,103.723885,1,1,74,0.07,93,53.11,7.18,0.2
569,70,100,103.930402,1,2,70,0.09,91,62,6.29,0.19
570,74,100,104.135545,1,2,74,0.08,92,60.14,6.31,0.19
571,76,100,104.346262,1,3,76,0.07,93,67.34,5.33,0.19
572,64,100,104.549798,1,0,64,0.07,93,89.71,4,0.2
573,76,100,104.757289,1,3,76,0.08,92,45.68,6.78,0.19
574,64,100,104.956044,1,3,64,0.13,87,45.16,3.07,0.19
575,86,100,105.166304,1,4,86,0.04,96,59.45,4.24,0.18
576,64,100,105.385585,1,2,64,0.13,87,50.18,5.28,0.2
577,88,100,105.592686,1,0,88,0.06,94,39,4.73,0.2
578,68,100,105.790332,1,1,68,0.09,91,46.23,9.57,0.19
579,56,100,105.995472,1,1,56,0.09,91,84.29,3.64,0.18
580,74,100,106.19959,1,4,74,0.06,94,48.13,6.3,0.19
581,74,100,106.409371,1,1,74,0.05,95,67.86,5.83,0.19
582,52,100,106.608744,1,2,52,0.12,88,91.12,3.35,0.19
583,82,100,106.822508,1,3,82,0.06,94,29.31,8.65,0.19
584,80,100,107.036445,1,3,80,0.06,94,45.8,4.09,0.2
585,78,100,107.234084,1,2,78,0.06,94,41.21,5.02,0.2
586,78,100,107.454598,-1,5,78,0.07,93,44.72,9.08,0.18
587,80,100,107.666732,-1,5,80,0.1,90,24.76,4.31,0.21
588,74,100,107.868974,1,3,74,0.06,94,69.36,5.68,0.19
589,82,100,108.077074,1,3,82,0.07,93,35.33,7.91,0.19
590,50,100,108.275317,1,3,50,0.13,87,75.88,8.87,0.19
591,66,100,108.488318,1,1,66,0.07,93,54.52,3.65,0.18
592,74,100,108.692029,1,3,74,0.07,93,71.46,5.58,0.2
593,54,100,108.892627,1,1,54,0.11,89,101.45,9.6,0.19
594,56,100,109.098638,1,1,56,0.09,91,82.46,3.66,0.19
595,78,100,109.30202,1,3,78,0.1,90,24.91,10,0.19
596,70,100,109.511596,1,0,70,0.04,96,60.42,7.82,0.19
597,68,100,109.715997,1,0,68,0.11,89,39.52,6.74,0.19
598,80,100,109.924268,1,3,80,0.07,93,38.27,4,0.19
599,72,100,110.124742,1,1,72,0.12,88,29.14,8.13,0.2
600,94,100,110.332246,1,2,94,0.02,98,24.63,7.01,0.19
601,68,100,110.56041,1,1,68,0.09,91,70.94,7.58,0.19
602,66,100,110.766409,-1,5,66,0.1,90,56.97,10.6,0.21
603,76,100,110.991086,1,1,76,0.06,94,53.11,8.54,0.19
604,72,100,111.187186,1,0,72,0.11,89,48.61,5.56,0.21
605,62,100,111.394889,1,2,62,0.09,91,69.16,2.14,0.18
606,70,100,111.601714,-1,5,70,0.05,95,68.12,3.24,0.19
607,86,100,111.804541,1,2,86,0.03,97,38.12,4.62,0.19
608,64,100,112.142773,1,2,64,0.07,93,85.64,11.94,0.19
609,74,100,112.391194,1,0,74,0.09,91,39.05,7.46,0.32
610,74,100,112.612972,1,3,74,0.05,95,87.3,9.48,0.23
611,78,100,112.820795,1,1,78,0.09,91,33.76,4.73,0.21
612,68,100,113.073958,-1,5,68,0.09,91,65.68,2.93,0.19
613,74,100,113.292357,1,2,74,0.11,89,46.39,10.83,0.24
614,76,100,113.646125,1,0,76,0.05,95,45.18,11.17,0.2
615,72,100,113.899238,1,4,72,0.06,94,65.79,9.11,0.33
616,66,100,114.121323,1,2,66,0.1,90,68.74,3.53,0.24
617,54,100,114.328335,1,1,54,0.11,89,92.54,9.87,0.2
618,74,100,114.554813,-1,5,74,0.09,91,65.93,8.26,0.19
619,76,100,114.787736,1,3,76,0.07,93,45,7.43,0.21
620,66,100,115.109746,1,0,66,0.04,96,82.78,9.06,0.22
621,74,100,115.353311,1,4,74,0.11,89,46.4,8.13,0.31
622,56,100,115.646967,-1,5,56,0.13,87,67.32,2.25,0.23
623,72,100,115.896933,1,0,72,0.07,93,50.04,5,0.27
624,50,100,116.127715,1,3,50,0.12,88,79.28,7.58,0.23
625,70,100,116.342294,1,2,70,0.09,91,50.81,7.13,0.22
626,76,100,116.644622,1,1,76,0.08,92,44.28,5.53,0.2
627,68,100,116.849146,1,3,68,0.11,89,45.28,5.91,0.29
628,70,100,117.054505,1,1,70,0.07,93,66.76,8.44,0.19
629,72,100,117.261777,-1,5,72,0.07,93,78.83,10.6,0.19
630,72,100,117.472149,1,0,72,0.08,92,75,4.63,0.19
631,84,100,117.686413,1,3,84,0.07,93,26.08,2.24,0.2
632,60,100,117.902607,1,3,60,0.09,91,81.69,6.3,0.2
633,86,100,118.150655,1,0,86,0.07,93,23.87,5.73,0.2
634,68,100,118.376389,1,0,68,0.11,89,37.47,7.89,0.23
635,64,100,118.580133,1,3,64,0.1,90,81.25,6.24,0.21
636,76,100,118.787356,1,3,76,0.09,91,34.6,6.77,0.19
637,70,100,118.991373,1,0,70,0.11,89,73.14,4.51,0.2
638,84,100,119.198785,1,2,84,0.08,92,20.75,3.67,0.19
639,66,100,119.395569,1,4,66,0.11,89,47.76,5.79,0.19
640,84,100,119.604951,1,1,84,0.05,95,35.67,7.07,0.18
641,50,100,119.809745,1,2,50,0.08,92,77.48,7.5,0.2
642,70,100,120.015063,1,0,70,0.09,91,49.99,2.08,0.19
643,70,100,120.224778,1,1,70,0.09,91,57.24,2.16,0.19
644,46,100,120.442772,1,3,46,0.08,92,92.42,7.62,0.2
645,68,100,120.646226,1,1,68,0.09,91,51.47,7.45,0.2
646,66,100,120.865018,1,3,66,0.08,92,59.27,10.26,0.19
647,68,100,121.057954,1,4,68,0.14,86,26.16,7.29,0.2
648,52,100,121.265379,1,0,52,0.07,93,80.94,5.98,0.18
649,70,100,121.46982,1,2,70,0.08,92,51.28,11.39,0.2
650,60,100,121.687653,1,2,60,0.09,91,68.46,8.52,0.19
651,54,100,121.898113,1,1,54,0.1,90,68.49,2.18,0.2
652,76,100,122.111597,1,1,76,0.05,95,57.95,7.55,0.19
653,58,100,122.311695,1,1,58,0.1,90,74.5,7.64,0.2
654,58,100,122.526967,1,1,58,0.12,88,87.77,7.88,0.19
655,56,100,122.75186,1,2,56,0.09,91,81.89,5.85,0.2
656,74,100,122.956896,1,0,74,0.09,91,50.36,5.04,0.21
657,60,100,123.175077,1,3,60,0.04,96,107.47,9.66,0.19
658,86,100,123.375195,1,0,86,0.06,94,30.69,12.16,0.2
659,80,100,123.585111,1,1,80,0.06,94,54.19,7.11,0.19
660,76,100,123.803707,1,0,76,0.05,95,52.36,4.98,0.2
661,80,100,124.006488,1,3,80,0.05,95,50.76,6.65,0.2
662,58,100,124.250073,1,0,58,0.07,93,105.16,6.92,0.19
663,86,100,124.468538,1,0,86,0.02,98,50.08,10.15,0.23
664,86,100,124.689708,1,3,86,0.05,95,45.01,10.06,0.2
665,60,100,124.915224,1,0,60,0.11,89,77.99,7.6,0.2
666,80,100,125.128111,1,1,80,0.07,93,32.01,10.46,0.21
667,54,100,125.334211,1,3,54,0.11,89,83.24,8.22,0.2
668,12,100,125.550672,1,3,12,0.11,89,149.65,5.11,0.19
669,76,100,125.816782,1,3,76,0.06,94,46.1,3.97,0.2
670,78,100,126.02509,1,2,78,0.02,98,52.12,2.17,0.25
671,74,100,126.236628,1,3,74,0.13,87,28.23,11.4,0.19
672,78,100,126.437984,1,1,78,0.08,92,45.37,13.65,0.2
673,68,100,126.64278,1,2,68,0.07,93,72.96,10.9,0.19
674,82,100,126.86245,1,0,82,0.05,95,41.8,11.43,0.19
675,62,100,127.090593,1,0,62,0.07,93,82.22,3.28,0.2
676,88,100,127.337632,1,3,88,0.05,95,17.69,11.3,0.21
677,82,100,127.661157,1,3,82,0.05,95,40.77,3.33,0.23
678,52,100,127.899493,1,2,52,0.13,87,80.91,6.12,0.3
679,78,100,128.154964,1,0,78,0.07,93,64.9,5.51,0.22
680,84,100,128.384624,1,3,84,0.08,92,30.86,10.04,0.24
681,64,100,128.592301,1,0,64,0.1,90,67.01,5,0.21
682,80,100,128.795249,1,0,80,0.09,91,30.76,10.18,0.19
683,88,100,129.029737,1,3,88,0.05,95,35.43,9.9,0.19
684,80,100,129.241755,1,2,80,0.07,93,57.76,7.42,0.22
685,72,100,129.45373,1,1,72,0.08,92,76.06,5.74,0.2
686,92,100,129.67123,1,2,92,0.04,96,20.42,11.23,0.2
687,68,100,129.879229,-1,5,68,0.1,90,56.67,4.96,0.2
688,88,100,130.098881,1,0,88,0.06,94,33.98,4.41,0.19
689,90,100,130.3037,1,2,90,0.05,95,17.57,10.09,0.2
690,58,100,130.505949,1,2,58,0.15,85,61.51,6.07,0.19
691,70,100,130.709326,1,3,70,0.09,91,57.32,10.92,0.19
692,80,100,130.916024,1,3,80,0.05,95,29.85,7.2,0.19
693,92,100,131.13407,-1,5,92,0.03,97,24.25,3.83,0.19
694,94,100,131.346584,1,2,94,0.02,98,43.78,6.78,0.2
695,72,100,131.559847,1,0,72,0.02,98,75.85,9.36,0.2
696,80,100,131.762825,1,3,80,0.09,91,33.78,6.6,0.2
697,72,100,131.964081,1,1,72,0.09,91,44.98,9.04,0.19
698,70,100,132.173341,1,1,70,0.09,91,48.29,2.43,0.19
699,80,100,132.37536,1,0,80,0.05,95,43.65,2.15,0.2
700,82,100,132.587182,1,1,82,0.07,93,38.44,10.46,0.19
701,88,100,132.802132,-1,5,88,0.06,94,44.12,6.6,0.2
702,84,100,133.001275,1,2,84,0.05,95,42.8,11.52,0.2
703,78,100,133.209084,1,1,78,0.08,92,38.24,8.65,0.19
704,72,100,133.402511,1,2,72,0.07,93,50.91,12.12,0.19
705,64,100,133.614993,1,3,64,0.1,90,58.75,4.57,0.18
706,58,100,133.819875,1,1,58,0.13,87,76.52,14.53,0.2
707,76,100,134.020748,1,2,76,0.04,96,57.21,12.39,0.19
708,60,100,134.229887,-1,4,60,0.09,91,86.2,1.67,0.19
709,84,100,134.426774,1,3,84,0.06,94,29.38,6.85,0.19
710,82,100,134.628957,1,4,82,0.06,94,56.02,2.68,0.18
711,56,100,134.82975,1,0,56,0.07,93,91.5,6.27,0.19
712,80,100,135.032345,1,1,80,0.05,95,53.63,13.39,0.19
713,86,100,135.247678,1,3,86,0.06,94,36.32,2.31,0.19
714,72,100,135.45729,1,4,72,0.06,94,89.83,8.53,0.2
715,84,100,135.667286,1,3,84,0.07,93,50.08,15.1,0.2
716,78,100,135.876486,1,0,78,0.06,94,31.48,7.92,0.2
717,80,100,136.081076,1,1,80,0.09,91,25.45,8,0.2
718,82,100,136.286728,1,2,82,0.05,95,41.01,9.65,0.19
719,72,100,136.491769,1,3,72,0.06,94,39.7,5.62,0.19
720,70,100,136.700993,1,3,70,0.06,94,80.61,9.17,0.19
721,82,100,136.9028,1,3,82,0.06,94,55.33,6.82,0.2
722,84,100,137.10649,1,0,84,0.05,95,43.81,3.7,0.19
723,74,100,137.322148,1,2,74,0.09,91,54.67,1.87,0.19
724,80,100,137.528811,1,3,80,0.06,94,41.36,7.47,0.2
725,80,100,137.733976,1,1,80,0.06,94,29.35,2.77,0.19
726,92,100,137.937201,1,3,92,0.04,96,20.88,4.41,0.19
727,74,100,138.140835,1,3,74,0.07,93,40.93,1.57,0.19
728,70,100,138.348701,1,0,70,0.07,93,62.16,1.67,0.19
729,88,100,138.553569,1,4,88,0.05,95,40.84,4.65,0.19
730,80,100,138.760146,1,3,80,0.06,94,61.64,10.79,0.19
731,76,100,138.967909,1,3,76,0.04,96,57.71,12.49,0.19
732,58,100,139.201601,1,2,58,0.08,92,67.25,2.22,0.19
733,68,100,139.46451,1,2,68,0.06,94,67.18,5.74,0.22
734,76,100,139.667025,1,2,76,0.05,95,56.92,5.55,0.25
735,68,100,139.866266,1,0,68,0.12,88,42.06,5.74,0.19
736,76,100,140.070939,1,1,76,0.06,94,58.32,3.36,0.18
737,76,100,140.277928,-1,5,76,0.05,95,67.67,6,0.19
738,80,100,140.483648,1,0,80,0.05,95,58,8.22,0.19
739,56,100,140.693853,1,4,56,0.03,97,106.44,10.61,0.19
740,74,100,140.903903,1,1,74,0.03,97,62.27,7.28,0.2
741,84,100,141.112021,1,0,84,0.07,93,38.74,6.57,0.2
742,74,100,141.32015,1,1,74,0.07,93,49.02,12.55,0.19
743,76,100,141.531087,1,0,76,0.05,95,65.56,5.71,0.2
744,58,100,141.739291,1,0,58,0.05,95,96.39,11.4,0.2
745,78,100,141.955577,1,3,78,0.04,96,43.55,10.37,0.2
746,66,100,142.167988,1,1,66,0.07,93,71.55,2.12,0.2
747,56,100,142.376686,-1,5,56,0.1,90,94.24,8.74,0.2
748,74,100,142.577894,1,3,74,0.07,93,65.54,6.6,0.2
749,66,100,142.783991,1,0,66,0.07,93,64.33,13.33,0.19
750,86,100,142.998255,1,1,86,0.07,93,22.35,6.65,0.19
751,70,100,143.201365,1,2,70,0.05,95,61.1,7.6,0.2
752,88,100,143.40719,1,2,88,0.04,96,27.41,12.25,0.19
753,90,100,143.613858,1,3,90,0.03,97,26.54,4.04,0.19
754,74,100,143.817633,1,1,74,0.06,94,52.05,10.47,0.19
755,62,100,144.02919,1,0,62,0.04,96,94.46,9.12,0.19
756,84,100,144.231977,1,1,84,0.07,93,24.34,9.46,0.2
757,74,100,144.449034,1,1,74,0.06,94,53.95,9.96,0.19
758,78,100,144.660283,1,2,78,0.06,94,55.26,6.36,0.2
759,84,100,144.877517,1,2,84,0.06,94,55.64,6.66,0.2
760,18,100,145.121024,1,3,18,0.1,90,142.72,7.58,0.2
761,66,100,145.329829,1,3,66,0.06,94,81.48,7.85,0.23
762,60,100,145.54125,1,3,60,0.08,92,63.62,2.17,0.19
763,70,100,145.764761,1,0,70,0.08,92,53.74,1.44,0.19
764,80,100,145.975745,1,3,80,0.04,96,54.41,8.16,0.21
765,74,100,146.195348,1,3,74,0.05,95,64.97,7.64,0.2
766,54,100,146.435722,1,0,54,0.05,95,102.26,1.92,0.21
767,74,100,146.641052,1,3,74,0.04,96,66.44,6.25,0.23
768,68,100,146.842692,1,2,68,0.08,92,56.47,6.85,0.19
769,82,100,147.039253,1,1,82,0.06,94,21.63,6.73,0.19
770,90,100,147.250752,1,4,90,0.03,97,35.07,6.66,0.18
771,88,100,147.46633,1,3,88,0.06,94,20.72,1.43,0.2
772,82,100,147.671039,1,2,82,0.04,96,53.54,9.9,0.2
773,78,100,147.870264,1,0,78,0.09,91,43.39,9.14,0.19
774,72,100,148.073095,1,3,72,0.07,93,47.73,12.34,0.18
775,82,100,148.27739,1,1,82,0.06,94,41.25,8.56,0.19
776,82,100,148.489001,1,3,82,0.05,95,42.65,6.95,0.19
777,86,100,148.690521,1,1,86,0.04,96,27.6,8.24,0.2
778,88,100,148.897787,1,2,88,0.05,95,22.33,6.91,0.19
779,88,100,149.102828,1,0,88,0.05,95,16.41,1.52,0.19
780,72,100,149.311185,1,3,72,0.03,97,64.85,7.83,0.19
781,88,100,149.51802,1,0,88,0.05,95,38,6.91,0.2
782,78,100,149.729494,1,3,78,0.03,97,60.66,6.26,0.19
783,92,100,149.936691,1,2,92,0.04,96,41.29,5.3,0.2
784,94,100,150.142311,1,3,94,0,100,46.22,6.67,0.19
785,66,100,150.345149,1,0,66,0.07,93,72.77,8.69,0.19
786,84,100,150.549348,1,2,84,0.05,95,50.5,10.29,0.19
787,82,100,150.753471,1,1,82,0.07,93,36.62,10.92,0.19
788,68,100,150.957597,1,3,68,0.06,94,88.31,3.77,0.19
789,56,100,151.161616,1,3,56,0.09,91,80.93,4.25,0.19
790,78,100,151.353965,1,0,78,0.08,92,41.39,9.7,0.19
791,84,100,151.572441,1,0,84,0.04,96,44.84,8.76,0.18
