episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,executionTime
317,1203.0,0.0,100.0,15.42,3.97,0.12
318,966.0,0.33,67.0,33.96,1.09,0.11
319,804.0,0.0,100.0,30.36,7.96,0.11
320,942.0,0.33,67.0,45.68,1.45,0.11
321,1343.0,0.01,99.0,28.05,2.42,0.12
322,0.0,0.0,100.0,17.99,16.0,0.12
323,312.0,0.0,100.0,51.19,12.88,0.12
324,1285.0,0.03,97.0,34.86,2.72,0.11
325,1028.0,0.29,71.0,51.99,1.11,0.11
326,812.0,0.0,100.0,47.66,7.88,0.11
327,1206.0,0.0,100.0,25.0,3.94,0.14
328,160.0,0.0,100.0,42.54,14.4,0.12
329,750.0,0.11,89.0,46.78,7.45,0.17
330,0.0,0.0,100.0,54.46,16.0,0.17
331,1139.0,0.03,97.0,26.61,4.23,0.13
332,1186.0,0.03,97.0,43.82,3.74,0.12
333,1197.0,0.01,99.0,34.4,3.9,0.12
334,1051.0,0.27,73.0,51.75,1.23,0.11
335,1133.0,0.02,98.0,43.31,4.42,0.12
336,1338.0,0.02,98.0,59.87,2.33,0.12
337,846.0,0.3,70.0,63.6,3.49,0.1
338,1131.0,0.23,77.0,51.41,1.01,0.11
339,1380.0,0.0,100.0,28.66,2.2,0.11
340,840.0,0.0,100.0,36.4,7.6,0.13
341,768.0,0.0,100.0,25.89,8.32,0.12
342,404.0,0.02,98.0,18.97,11.86,0.12
343,679.0,0.01,99.0,31.3,9.13,0.12
344,811.0,0.05,95.0,27.49,7.41,0.12
345,1340.0,0.04,96.0,63.66,2.0,0.11
346,1200.0,0.0,100.0,33.72,4.0,0.12
347,996.0,0.0,100.0,36.13,6.04,0.12
348,1370.0,0.02,98.0,32.62,2.0,0.12
349,176.0,0.0,100.0,19.27,14.24,0.11
350,1072.0,0.0,100.0,31.33,5.28,0.12
351,1233.0,0.01,99.0,18.03,3.54,0.12
352,1232.0,0.02,98.0,63.71,3.41,0.13
353,1200.0,0.0,100.0,17.79,4.0,0.12
354,997.0,0.3,70.0,83.14,1.33,0.11
355,728.0,0.0,100.0,47.4,8.72,0.12
356,405.0,0.15,85.0,47.04,11.06,0.12
357,400.0,0.2,80.0,43.58,10.75,0.11
358,1019.0,0.25,75.0,52.12,2.08,0.11
359,1272.0,0.09,91.0,22.38,1.92,0.12
360,1080.0,0.0,100.0,38.63,5.2,0.13
361,390.0,0.02,98.0,33.41,12.0,0.12
362,1385.0,0.01,99.0,62.93,2.0,0.12
363,897.0,0.2,80.0,44.0,4.54,0.12
364,768.0,0.0,100.0,36.02,8.32,0.13
365,1220.0,0.0,100.0,33.9,3.8,0.12
366,1315.0,0.06,94.0,47.94,1.95,0.12
367,1252.0,0.0,100.0,21.05,3.48,0.12
368,800.0,0.0,100.0,20.96,8.0,0.14
369,949.0,0.2,80.0,29.21,3.89,0.12
370,1084.0,0.17,83.0,67.55,2.73,0.12
371,998.0,0.02,98.0,62.5,5.8,0.12
372,886.0,0.13,87.0,55.31,5.67,0.12
373,1355.0,0.03,97.0,27.13,2.0,0.14
374,1200.0,0.0,100.0,51.41,4.0,0.14
375,1355.0,0.03,97.0,45.59,2.0,0.12
376,1092.0,0.0,100.0,37.84,5.08,0.13
377,404.0,0.02,98.0,42.15,11.86,0.13
378,1244.0,0.0,100.0,40.25,3.56,0.13
379,806.0,0.0,100.0,28.98,7.94,0.12
380,1289.0,0.03,97.0,39.61,2.68,0.12
381,1200.0,0.0,100.0,49.69,4.0,0.11
382,613.0,0.17,83.0,38.64,8.41,0.12
383,1212.0,0.0,100.0,24.75,3.88,0.12
384,1325.0,0.03,97.0,33.74,2.31,0.12
385,1122.0,0.08,92.0,22.95,3.72,0.12
386,949.0,0.33,67.0,26.39,1.34,0.13
387,1178.0,0.04,96.0,37.85,3.69,0.12
388,344.0,0.0,100.0,30.22,12.56,0.12
389,42.0,0.0,100.0,19.95,15.58,0.12
390,866.0,0.02,98.0,42.98,7.14,0.11
391,1000.0,0.26,74.0,29.27,2.14,0.11
392,1047.0,0.03,97.0,45.92,5.18,0.12
393,1290.0,0.08,92.0,33.81,1.89,0.12
394,972.0,0.33,67.0,13.05,1.0,0.11
395,872.0,0.0,100.0,45.17,7.28,0.15
396,770.0,0.43,57.0,82.75,1.74,0.11
397,1043.0,0.28,72.0,50.33,1.12,0.11
398,990.0,0.3,70.0,39.02,1.43,0.12
399,827.0,0.01,99.0,44.11,7.64,0.12
400,940.0,0.35,65.0,62.76,1.0,0.11
401,352.0,0.0,100.0,33.77,12.48,0.12
402,925.0,0.35,65.0,50.53,1.23,0.11
403,841.0,0.1,90.0,63.9,6.54,0.12
404,934.0,0.26,74.0,52.67,3.03,0.11
405,550.0,0.0,100.0,24.2,10.5,0.12
406,1338.0,0.02,98.0,35.12,2.33,0.12
407,287.0,0.01,99.0,25.73,13.09,0.14
408,1257.0,0.1,90.0,50.03,1.92,0.12
409,1291.0,0.03,97.0,36.35,2.66,0.13
410,834.0,0.06,94.0,53.74,7.06,0.12
411,1134.0,0.0,100.0,43.33,4.66,0.12
412,1187.0,0.02,98.0,29.08,3.87,0.12
413,288.0,0.0,100.0,41.5,13.12,0.12
