episode,r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_latency,avg_cost,execution_time
350,745,100,57.895948,8,3,745,0.15,85,54.85,7.06,0.18
351,942,100,58.093584,8,4,942,0.12,88,58.53,5.16,0.19
352,1164,100,58.342348,12,3,1164,0.09,91,63.43,3.11,0.18
353,712.94,100,58.535866,15,0,712.94,0.15,85,44.61,7.44,0.23
354,950.57996,100,58.737868,15,1,950.58,0.1,90,99.02,5.33,0.18
355,1155.53,100,58.952786,12,2,1155.53,0.12,88,86.16,2.73,0.19
356,533.86,100,59.170691,15,2,533.86,0.1,90,34.86,9.96,0.2
357,851.58,100,59.429666,3,4,851.58,0.11,89,79.48,6.31,0.2
358,980.88995,100,59.650445,9.17,4,980.89,0.14,86,41.94,4.43,0.24
359,764.80005,100,59.881332,-1,5,764.8,0.11,89,52.24,7.28,0.2
360,760,100,60.103482,12,2,760,0.2,80,77.23,6.25,0.21
361,972,100,60.372909,12,1,972,0.1,90,93.66,5.09,0.21
362,773.44,100,60.584271,0,3,773.44,0.15,85,64.89,6.72,0.25
363,712.48004,100,60.785002,-1,5,712.48,0.11,89,90.47,7.87,0.19
364,1268.97,100,61.043562,15,2,1268.97,0.11,89,66.21,1.62,0.18
365,656.07,100,61.258589,15,2,656.07,0.12,88,86.68,8.41,0.24
366,816.67,100,61.453257,1.33,4,816.67,0.15,85,105.18,6.22,0.2
367,835.51,100,61.684881,3,4,835.51,0.09,91,43.8,6.72,0.17
368,1050.62,100,61.900776,14,0,1050.62,0.15,85,59.5,3.46,0.22
369,904.24,100,62.129784,-1,5,904.24,0.14,86,43.08,5.32,0.2
370,748.17004,100,62.352095,8,0,748.17,0.09,91,98.85,7.68,0.21
371,342,100,62.584205,-1,5,342,0.16,84,35.04,11.74,0.21
372,872,100,62.864405,14,0,872,0.12,88,86.87,5.95,0.21
373,943.4,100,63.099197,8,1,943.4,0.13,87,82.87,5.01,0.26
374,1276,100,63.333844,14,0,1276,0.06,94,76.17,2.36,0.21
375,1119.92,100,63.547449,14,3,1119.92,0.19,81,132.75,1.94,0.22
376,1030.6,100,63.761719,15,3,1030.6,0.2,80,74.88,2.87,0.2
377,914.5199,100,63.973235,15,0,914.52,0.18,82,42.89,4.63,0.2
378,974.21,100,64.181431,4.5,4,974.21,0.11,89,36.69,4.93,0.2
379,765.50995,100,64.37775,-1,5,765.51,0.15,85,126.49,6.82,0.19
380,883.67,100,64.568405,15,3,883.67,0.17,83,65.36,5.15,0.18
381,698,100,64.766111,0,4,698,0.16,84,97.33,7.5,0.18
382,762.97003,100,65.023152,-1,5,762.97,0.11,89,46.54,7.3,0.18
383,763.04004,100,65.250657,1.71,4,763.04,0.17,83,95.85,6.6,0.24
384,484,100,65.444312,0,3,484,0.1,90,113.18,10.51,0.21
385,1240.44,100,65.645811,14,2,1240.44,0.08,92,60.44,2.43,0.18
386,441.47,100,65.840985,4,4,441.47,0.13,87,62.8,10.78,0.18
387,1140.54,100,66.042277,14,3,1140.54,0.1,90,70.54,3.22,0.18
388,859.33,100,66.239179,0,1,859.33,0.13,87,77.05,5.97,0.19
389,992.9699,100,66.461226,15,1,992.97,0.15,85,42.24,4.14,0.18
390,816.56006,100,66.672538,15,2,816.56,0.11,89,61.12,6.7,0.21
391,677.39,100,66.886656,5,4,677.39,0.16,84,80.31,7.75,0.19
392,999.88,100,67.094668,8,2,999.88,0.1,90,67.71,4.78,0.2
393,727.64,100,67.290011,1.14,4,727.64,0.13,87,67.55,7.49,0.19
394,892.71,100,67.480952,8.57,4,892.71,0.19,81,72.58,4.74,0.18
395,1053.1699,100,67.694977,12,0,1053.17,0.09,91,90.28,4.33,0.18
396,535,100,67.894216,0,0,535,0.11,89,110.43,9.87,0.2
397,1015.80005,100,68.08886,8,2,1015.8,0.17,83,119.81,3.56,0.18
398,919.03,100,68.291175,-1,5,919.03,0.11,89,26.13,5.55,0.18
399,968.61,100,68.483073,14,0,968.61,0.12,88,103.23,4.86,0.19
400,1051.98,100,68.688598,12,1,1051.98,0.09,91,74.01,4.34,0.18
401,127,100,68.911312,0,4,127,0.09,91,55.42,14.51,0.19
402,672.92004,100,69.133443,15,1,672.92,0.14,86,56.12,8.01,0.2
403,716.7101,100,69.337049,-1,5,716.71,0.12,88,43.41,7.72,0.21
404,917.7801,100,69.568828,0,1,917.78,0.08,92,54.49,5.94,0.19
405,1136.9199,100,69.75888,14,1,1136.92,0.09,91,47.15,3.41,0.22
406,718,100,69.956133,15,0,718,0.18,82,60.99,7.02,0.17
407,1253.91,100,70.175938,15,1,1253.91,0.09,91,118.41,2.12,0.18
408,766.77,100,70.370713,15,0,766.77,0.08,92,90.85,7.58,0.2
409,799.54,100,70.59108,15,2,799.54,0.09,91,77.48,7.11,0.18
410,860,100,70.780453,14,2,860,0.12,88,45.33,6.09,0.21
411,795.34,100,70.979177,0,3,795.34,0.12,88,59.07,6.83,0.17
412,914.83,100,71.178266,15,0,914.83,0.12,88,27.69,5.47,0.18
413,646.4501,100,71.378617,-1,5,646.45,0.11,89,30.78,8.61,0.19
414,668.5,100,71.576574,0,4,668.5,0.08,92,53.37,8.65,0.19
415,1267.08,100,71.771636,14,2,1267.08,0.05,95,40.62,2.61,0.18
416,1052.8301,100,71.962644,-1,4,1052.83,0.17,83,82.46,3.11,0.18
417,734.95,100,72.167839,12,0,734.95,0.11,89,65.51,7.62,0.17
418,675.7601,100,72.361239,15,1,675.76,0.09,91,72.15,8.48,0.19
419,676.39996,100,72.555207,-1,5,676.4,0.15,85,73.22,7.87,0.18
420,1269.99,100,72.747804,15,3,1269.99,0.11,89,69.75,1.61,0.18
421,966.14,100,72.941932,14,3,966.14,0.17,83,101.94,4.15,0.18
422,426,100,73.16746,12,0,426,0.1,90,61.24,11.16,0.18
423,116,100,73.376867,0,4,116,0.12,88,59.13,14.55,0.21
424,940.52997,100,73.580143,14,1,940.53,0.13,87,82.3,5.04,0.2
425,1028,100,73.784047,14,0,1028,0.12,88,68.79,4.18,0.19
426,604.11005,100,74.049188,15,2,604.11,0.11,89,49.95,9.09,0.19
427,826.84,100,74.366908,-1,5,826.84,0.14,86,76.63,6.22,0.25
428,1139.6399,100,74.603926,14,2,1139.64,0.09,91,39.38,3.38,0.3
429,965.7001,100,74.827914,-1,5,965.7,0.18,82,44.59,4,0.22
430,867.07996,100,75.08419,-1,4,867.08,0.12,88,62.67,6.01,0.21
431,765.4899,100,75.379431,8,2,765.49,0.07,93,116.42,7.69,0.24
432,606,100,75.608601,0,2,606,0.1,90,85.32,9.16,0.28
433,976.27,100,75.820786,8,2,976.27,0.16,84,59.77,4.19,0.21
434,1248.15,100,76.044443,14,3,1248.15,0.13,87,74.86,1.5,0.2
435,800.2,100,76.273283,15,2,800.2,0.06,94,66.52,7.42,0.21
436,1141.06,100,76.488274,12,1,1141.06,0.08,92,49.62,3.51,0.21
437,697.34,100,76.690429,0,3,697.34,0.16,84,92.99,7.51,0.2
438,1088,100,76.903984,14,0,1088,0.06,94,90.28,4.36,0.19
439,595.35,100,77.117861,8,1,595.35,0.11,89,76.6,9.19,0.2
440,643.75995,100,77.387754,15,0,643.76,0.16,84,58.28,8.15,0.2
441,447,100,77.630469,0,4,447,0.09,91,67.43,10.99,0.25
442,445,100,77.89915,0,4,445,0.17,83,34.52,10.43,0.23
443,648.54,100,78.13199,3,4,648.54,0.16,84,145.85,8.09,0.25
444,879.33997,100,78.361948,-1,5,879.34,0.12,88,45.37,5.87,0.22
445,461,100,78.572678,14,2,461,0.11,89,49.18,10.7,0.21
446,606.87,100,78.786309,-1,5,606.87,0.14,86,98.05,8.78,0.2
447,1045.47,100,78.994596,14,0,1045.47,0.14,86,82.47,3.68,0.2
448,524,100,79.217462,0,4,524,0.08,92,57.91,10.22,0.19
449,776,100,79.420442,8,4,776,0.12,88,67.81,7.05,0.21
450,932.86,100,79.618195,12,2,932.86,0.12,88,62.44,5.26,0.19
451,867.78,100,79.815781,0,0,867.78,0.18,82,103.34,5.2,0.18
452,1132.0599,100,80.034485,9.5,4,1132.06,0.08,92,66.51,3.61,0.18
453,1001,100,80.263646,14,2,1001,0.11,89,102.59,4.63,0.2
454,1057.4199,100,80.56765,8,0,1057.42,0.08,92,73.45,4.42,0.21
455,704.01996,100,80.814533,2.67,4,704.02,0.1,90,67.88,8.07,0.28
456,1092.8,100,81.035945,14,2,1092.8,0.11,89,66.6,3.6,0.23
457,1191.28,100,81.260875,12,1,1191.28,0.14,86,26.33,1.99,0.2
458,883.92004,100,81.541873,14,3,883.92,0.13,87,64.58,5.69,0.21
459,524,100,81.777512,12,1,524,0.14,86,89.9,9.74,0.27
460,1137.97,100,81.996246,15,3,1137.97,0.13,87,58.71,2.77,0.22
461,780,100,82.200736,12,1,780,0.12,88,76.34,7,0.2
462,713.76996,100,82.418754,8,1,713.77,0.08,92,36.4,8.15,0.19
463,889.81006,100,82.624971,12,3,889.81,0.07,93,71.91,6.36,0.2
464,682.86,100,82.831808,0,1,682.86,0.13,87,40.78,8,0.19
465,886.71,100,83.035939,-1,5,886.71,0.14,86,48.7,5.53,0.19
466,1088.5302,100,83.243311,11,4,1088.53,0.09,91,46.7,3.94,0.19
467,774.7,100,83.473687,15,0,774.7,0.09,91,100.05,7.39,0.19
468,1016.11,100,83.682065,14,1,1016.11,0.1,90,79.74,4.6,0.22
469,846.2,100,83.886726,15,2,846.2,0.16,84,122.77,5.74,0.2
470,677,100,84.089336,14,1,677,0.11,89,38.51,8.27,0.19
471,1012,100,84.295338,15,2,1012,0.06,94,32.05,5.17,0.19
472,700.56006,100,84.515259,15,1,700.56,0.15,85,73.42,7.58,0.19
473,857.31995,100,84.73246,0,0,857.32,0.08,92,67.34,6.59,0.21
474,1042.76,100,84.947612,3,4,1042.76,0.07,93,62.81,4.71,0.2
475,1036.9001,100,85.158534,15,3,1036.9,0.07,93,100.11,4.78,0.2
476,832.95,100,85.460075,14,2,832.95,0.1,90,71.82,6.63,0.2
477,747.35004,100,85.743798,4,4,747.35,0.11,89,90.37,7.48,0.29
478,771.59,100,85.958479,0,0,771.59,0.07,93,79.54,7.63,0.27
479,1089.3201,100,86.193788,12,3,1089.32,0.1,90,57.67,3.79,0.2
480,1227.24,100,86.423197,15,0,1227.24,0.11,89,73.27,2.09,0.22
481,830.90015,100,86.806633,3,4,830.9,0.13,87,71.52,6.3,0.21
482,1097.37,100,87.078686,14,1,1097.37,0.16,84,48.75,2.75,0.36
483,1035.49,100,87.292415,15,3,1035.49,0.15,85,62.67,3.64,0.26
484,330,100,87.6534,-1,5,330,0.14,86,110.62,12,0.2
485,640,100,87.913077,0,2,640,0.12,88,71.26,8.59,0.34
486,977.36,100,88.122264,15,3,977.36,0.1,90,76.02,5.03,0.24
487,226,100,88.405988,0,4,226,0.14,86,57.08,13.21,0.19
488,437,100,88.661169,0,1,437,0.13,87,104.18,10.83,0.27
489,841.94,100,88.939339,1.33,4,841.94,0.09,91,54.51,6.65,0.24
490,847.1201,100,89.157029,0,1,847.12,0.11,89,47.85,6.36,0.26
491,1110.6,100,89.370616,9.5,4,1110.6,0.14,86,73.54,2.92,0.2
492,963.36,100,89.662503,5,4,963.36,0.14,86,42.77,4.64,0.2
493,791,100,89.905475,8,3,791,0.09,91,82.88,7.21,0.28
494,821.58997,100,90.15478,15,2,821.59,0.11,89,47.07,6.65,0.23
495,949.74,100,90.431273,-1,5,949.74,0.13,87,83.01,4.93,0.23
496,1052.9701,100,90.705894,11.5,4,1052.97,0.12,88,86.83,3.9,0.26
497,1169.96,100,90.940689,15,0,1169.96,0.15,85,50.17,2.06,0.26
498,785.36993,100,91.168863,14,0,785.37,0.16,84,60.65,6.46,0.22
499,700.02997,100,91.393482,8,2,700.03,0.19,81,43.88,7.12,0.21
500,1064.4,100,91.625273,14,2,1064.4,0.1,90,74.53,4.06,0.21
501,977.61,100,91.935138,14,3,977.61,0.06,94,59.88,5.54,0.22
502,1245.24,100,92.189256,14,2,1245.24,0.14,86,43.62,1.36,0.29
503,1063.73,100,92.475282,15,1,1063.73,0.16,84,91.91,3.15,0.24
504,969.14,100,92.802304,8,3,969.14,0.11,89,82.66,4.99,0.27
505,1239.23,100,93.143003,12,1,1239.23,0.11,89,68.77,1.95,0.31
506,571.7201,100,93.437087,1.33,4,571.72,0.13,87,65.55,9.28,0.32
507,1292.98,100,93.755534,15,0,1292.98,0.08,92,42.17,1.86,0.27
508,986,100,94.11635,14,1,986,0.09,91,110.86,5.07,0.3
509,257,100,94.44293,0,4,257,0.07,93,39.19,13.16,0.34
510,975.80005,100,94.77603,15,2,975.8,0.12,88,89.28,4.78,0.31
511,601,100,95.166317,12,2,601,0.11,89,115.55,9.12,0.31
512,870.32,100,95.528492,0,1,870.32,0.12,88,62.37,5.97,0.37
513,1038.97,100,95.878367,14,3,1038.97,0.12,88,39.31,4.06,0.34
514,1052.61,100,96.223608,-1,5,1052.61,0.11,89,102.13,4.05,0.33
515,851.81995,100,96.656232,-1,5,851.82,0.11,89,71.74,6.31,0.33
516,1152.4501,100,97.119117,15,0,1152.45,0.06,94,61.16,3.68,0.41
517,819,100,97.539862,0,4,819,0.07,93,98.67,7.12,0.44
518,1111.98,100,97.956064,9,4,1111.98,0.04,96,63.74,4.38,0.4
519,1186.03,100,98.303317,14,1,1186.03,0.11,89,53.95,2.55,0.4
520,1194.42,100,98.74118,15,2,1194.42,0.05,95,66.96,3.37,0.33
521,750,100,99.076138,14,2,750,0.06,94,59.92,7.96,0.42
522,1092.26,100,99.329536,9,4,1092.26,0.11,89,66.81,3.6,0.32
523,1263.1699,100,99.62774,15,2,1263.17,0.08,92,60.7,2.18,0.24
524,1001,100,99.869119,14,2,1001,0.13,87,84.76,4.34,0.28
525,939.57,100,100.161714,-1,5,939.57,0.12,88,91.29,5.19,0.22
526,1050.9299,100,100.474822,14,2,1050.93,0.1,90,44.73,4.21,0.27
527,1173.43,100,100.791471,12,2,1173.43,0.11,89,83.06,2.69,0.29
528,508.5,100,101.129322,15,0,508.5,0.04,96,43.94,10.66,0.3
529,1226.4697,100,101.353495,14,3,1226.47,0.12,88,48.88,1.93,0.32
530,549,100,101.590835,12,2,549,0.15,85,50.96,9.36,0.21
531,1226.65,100,101.852461,15,3,1226.65,0.14,86,168.88,1.57,0.22
532,1151.38,100,102.102688,12.6,4,1151.38,0.11,89,150.32,2.94,0.24
533,562,100,102.320325,-1,5,562,0.08,92,90.5,9.8,0.24
534,142,100,102.638849,0,4,142,0.1,90,91.16,14.31,0.2
535,1074.34,100,102.944158,8,3,1074.34,0.05,95,114.14,4.64,0.3
536,855.89,100,103.166432,0,0,855.89,0.18,82,65.63,5.34,0.29
537,1031,100,103.376971,12,3,1031,0.07,93,101.67,4.84,0.21
538,976.17,100,103.579641,12,0,976.17,0.14,86,107.23,4.49,0.19
539,1095,100,103.835345,12,3,1095,0.11,89,107.82,3.57,0.19
540,373,100,104.062666,-1,4,373,0.11,89,83.19,11.69,0.24
541,1121.6799,100,104.290767,15,1,1121.68,0.12,88,57.27,3.12,0.21
542,772.43,100,104.494702,1.33,4,772.43,0.14,86,69.57,6.86,0.21
543,714,100,104.701861,12,2,714,0.06,94,85.92,8.34,0.19
544,775.41003,100,104.909523,14,0,775.41,0.08,92,88.78,7.48,0.19
545,771.3999,100,105.130339,12,1,771.4,0.07,93,57.8,7.63,0.19
546,992.14,100,105.363306,15,1,992.14,0.1,90,79.44,4.87,0.2
547,615,100,105.591815,0,4,615,0.11,89,87.18,8.97,0.22
548,972.64,100,105.906356,14,1,972.64,0.08,92,72.29,5.34,0.21
549,785,100,106.234467,0,3,785,0.09,91,65.18,7.27,0.3
550,905.8,100,106.581709,-1,5,905.8,0.1,90,61.48,5.82,0.31
551,904.26996,100,106.881834,8,1,904.27,0.04,96,73.86,6.54,0.33
552,880,100,107.099281,12,0,880,0.12,88,58.87,5.86,0.28
553,821.00995,100,107.363885,15,0,821.01,0.09,91,41.29,6.88,0.2
554,1156.2501,100,107.655806,15,0,1156.25,0.04,96,79.46,3.91,0.25
555,1132.74,100,107.867707,15,3,1132.74,0.04,96,67.27,4.16,0.27
556,1114.8401,100,108.125525,-1,4,1114.84,0.08,92,61.09,3.8,0.2
557,999.91,100,108.385789,7,4,999.91,0.09,91,74.41,4.91,0.24
558,805.67,100,108.629999,12,3,805.67,0.07,93,42.99,7.26,0.24
559,841.99005,100,108.865426,15,2,841.99,0.1,90,78.03,6.53,0.23
560,505,100,109.111168,0,1,505,0.11,89,47.88,10.2,0.22
561,1030.0801,100,109.319423,14,1,1030.08,0.17,83,39.88,3.38,0.23
562,490,100,109.531856,14,0,490,0.08,92,76.1,10.59,0.19
563,1180.1399,100,109.745862,15,0,1180.14,0.07,93,63.6,3.24,0.2
564,846.74,100,109.999088,8,0,846.74,0.08,92,42.12,6.71,0.2
565,1017.5,100,110.217109,15,3,1017.5,0.08,92,86.22,4.85,0.24
566,803.07,100,110.445614,0,1,803.07,0.16,84,71.04,6.25,0.2
567,1221.79,100,110.681404,14,1,1221.79,0.06,94,62.22,2.94,0.21
568,947.76,100,110.899433,14,2,947.76,0.09,91,44.52,5.49,0.22
569,1117.26,100,111.117399,14,2,1117.26,0.07,93,89.22,3.91,0.2
570,1275.37,100,111.341641,14,1,1275.37,0.06,94,72.88,2.37,0.2
571,358.28003,100,111.563049,2.14,4,358.28,0.06,94,42.17,12.12,0.21
572,597,100,111.772671,0,4,597,0.07,93,68.59,9.51,0.21
573,1043.3,100,111.985115,8,2,1043.3,0.12,88,89.4,4.01,0.19
574,819.64,100,112.213101,15,2,819.64,0.09,91,55.47,6.89,0.2
575,1332.3501,100,112.446441,14,1,1332.35,0.07,93,72.32,1.6,0.21
576,1193.29,100,112.674951,15,1,1193.29,0.03,97,95.85,3.67,0.22
577,1039.9199,100,112.892983,14,3,1039.92,0.11,89,84.04,4.19,0.21
578,235,100,113.096523,0,2,235,0.05,95,96.35,13.47,0.2
579,985.33997,100,113.317225,8,2,985.34,0.16,84,85.34,4.08,0.19
580,787.11005,100,113.544322,1.71,4,787.11,0.1,90,86.49,7.14,0.21
581,1171.62,100,113.765044,15,1,1171.62,0.05,95,34.04,3.61,0.21
582,1139.3301,100,113.971894,12,1,1139.33,0.11,89,49.99,3.07,0.2
583,896.12006,100,114.203511,15,0,896.12,0.09,91,68.53,6.05,0.19
584,1078.0901,100,114.416686,14,1,1078.09,0.04,96,37.19,4.73,0.22
585,723.08,100,114.625471,0,2,723.08,0.08,92,91.13,8.05,0.2
586,1153.72,100,114.851592,14,0,1153.72,0.11,89,74.62,2.91,0.19
587,1179.51,100,115.065796,-1,5,1179.51,0.18,82,67.12,1.4,0.21
588,743.15,100,115.310278,1.14,4,743.15,0.07,93,136.23,7.93,0.2
589,1120.1,100,115.520726,14,0,1120.1,0.11,89,78.59,3.29,0.23
590,963,100,115.725055,8,0,963,0.09,91,75.16,5.32,0.19
591,1011.45996,100,115.945253,12,3,1011.46,0.11,89,106.13,4.51,0.19
592,754.84,100,116.165301,4,4,754.84,0.1,90,73.29,7.5,0.21
593,1232.72,100,116.382764,15,0,1232.72,0.08,92,57.36,2.51,0.2
594,828.01,100,116.60073,14,3,828.01,0.11,89,48.57,6.57,0.2
595,651.95,100,116.804133,2.67,4,651.95,0.13,87,51.74,8.36,0.2
596,1051.44,100,117.013335,8.57,4,1051.44,0.11,89,50.13,4.06,0.19
597,676.86,100,117.227659,-1,5,676.86,0.1,90,54.44,8.37,0.19
598,1226.3699,100,117.456376,15,0,1226.37,0.05,95,39.45,3.04,0.2
599,531.28,100,117.66976,-1,5,531.28,0.1,90,83.13,9.99,0.21
600,1206.83,100,117.898826,15,1,1206.83,0.08,92,74.64,2.8,0.2
601,1162.89,100,118.114255,14,2,1162.89,0.12,88,73.09,2.65,0.21
602,1049.72,100,118.319479,-1,5,1049.72,0.09,91,90.53,4.37,0.2
603,1065.33,100,118.534554,14,0,1065.33,0.13,87,77.32,3.61,0.19
604,1056.28,100,118.758217,12,1,1056.28,0.09,91,38.03,4.29,0.2
605,556.87,100,118.971269,15,1,556.87,0.11,89,57.75,9.62,0.21
606,908.02997,100,119.178749,15,0,908.03,0.08,92,55.48,6.04,0.2
607,1078,100,119.417911,14,3,1078,0.06,94,34.96,4.47,0.19
608,964.30994,100,119.629936,14,2,964.31,0.12,88,53.99,4.91,0.22
609,1231.93,100,119.847677,12,4,1231.93,0.08,92,70.28,2.52,0.2
610,1120.33,100,120.06614,14,3,1120.33,0.13,87,107.26,2.97,0.2
611,1041,100,120.279878,14,3,1041,0.14,86,34.2,3.73,0.2
612,804.28,100,120.497113,0,0,804.28,0.05,95,43.18,7.48,0.2
613,1215.26,100,120.706113,14,2,1215.26,0.05,95,93.25,3.16,0.2
614,1037,100,120.917091,15,1,1037,0.09,91,80.58,4.51,0.19
615,917.14,100,121.150982,14,0,917.14,0.07,93,87.53,6.06,0.2
616,1202.05,100,121.372013,15,2,1202.05,0.12,88,74.33,2.2,0.22
617,1095.6799,100,121.58672,15,2,1095.68,0.08,92,68.87,4,0.2
618,1068.6699,100,121.826244,0,0,1068.67,0.06,94,74.26,4.57,0.2
619,1049.01,100,122.035829,14,3,1049.01,0.14,86,77.45,3.64,0.22
620,1139.2,100,122.266255,15,1,1139.2,0.1,90,75.45,3.23,0.19
621,1017.56,100,122.545772,12,0,1017.56,0.08,92,63,4.85,0.21
622,1184.26,100,122.775442,15,1,1184.26,0.07,93,103.45,3.19,0.26
623,976.68005,100,122.99867,15,1,976.68,0.07,93,40.83,5.42,0.21
624,1011.43,100,123.240987,14,2,1011.43,0.14,86,107.25,4.08,0.21
625,941.96,100,123.456509,15,0,941.96,0.09,91,71.26,5.55,0.23
626,1012.14,100,123.673569,15,1,1012.14,0.09,91,59.87,4.78,0.2
627,776.2,100,123.9229,12,2,776.2,0.09,91,66.95,7.37,0.2
628,1174.9901,100,124.14683,9.4,4,1174.99,0.03,97,104.26,3.86,0.24
629,1016.2001,100,124.375486,0,3,1016.2,0.06,94,68.84,5.13,0.21
630,1216.69,100,124.61044,14,3,1216.69,0.08,92,81.55,2.69,0.21
631,1209.4299,100,124.833755,14,1,1209.43,0.11,89,126.3,2.29,0.22
632,1112.86,100,125.047642,14,3,1112.86,0.09,91,69.74,3.67,0.21
633,799.47003,100,125.278,12,2,799.47,0.05,95,65.66,7.53,0.2
634,492.18997,100,125.518125,1.33,4,492.19,0.21,79,30.81,9.5,0.21
635,749.41,100,125.728314,2.67,4,749.41,0.08,92,70.63,7.77,0.22
636,735,100,125.946045,14,0,735,0.07,93,61.12,8.02,0.19
637,635,100,126.152459,0,4,635,0.09,91,93.02,8.92,0.2
638,1160.3401,100,126.3658,10.43,4,1160.34,0.07,93,59.51,3.45,0.19
639,1004,100,126.577493,-1,5,1004,0.08,92,82.7,5,0.2
640,1025.6699,100,126.796221,4,4,1025.67,0.12,88,74.15,4.21,0.2
641,1050.8,100,127.008979,12,0,1050.8,0.14,86,108.51,3.62,0.2
642,821.8,100,127.240127,14,0,821.8,0.08,92,31.28,6.98,0.2
643,286,100,127.458135,0,4,286,0.1,90,55.84,12.71,0.22
644,905,100,127.681696,14,3,905,0.11,89,61.89,5.71,0.2
645,955.89,100,127.895196,15,3,955.89,0.11,89,66.55,5.14,0.21
646,1023.2999,100,128.109858,12,0,1023.3,0.06,94,99.37,5.05,0.2
647,914.66,100,128.319641,0,2,914.66,0.13,87,73.58,5.34,0.2
648,780.67004,100,128.533122,8,3,780.67,0.1,90,75.94,7.21,0.19
649,1130.77,100,128.765404,15,3,1130.77,0.07,93,44.04,3.77,0.2
650,678.14,100,128.985155,0,4,678.14,0.05,95,90.87,8.81,0.22
651,757.67,100,129.192115,0,1,757.67,0.12,88,68.44,7.25,0.2
652,545,100,129.41087,0,4,545,0.07,93,82.37,10.06,0.19
653,669.57996,100,129.652525,15,1,669.58,0.06,94,53.78,8.81,0.2
654,1106.2,100,129.86427,14,0,1106.2,0.09,91,52.51,3.75,0.23
655,1037.14,100,130.083944,15,3,1037.14,0.07,93,74.29,4.77,0.2
656,1060,100,130.325426,15,2,1060,0.11,89,36.8,3.97,0.21
657,703,100,130.552231,0,4,703,0.07,93,94.56,8.37,0.23
658,1063.27,100,130.821152,14,2,1063.27,0.14,86,45.5,3.47,0.21
659,1129.12,100,131.06522,14,1,1129.12,0.04,96,63.75,4.2,0.25
660,1170.6,100,131.28806,2,4,1170.6,0.03,97,54.85,3.9,0.23
661,328,100,131.51709,0,4,328,0.08,92,64.21,12.35,0.21
662,1123.3999,100,131.741297,14,1,1123.4,0.07,93,64.75,3.85,0.21
663,1178.49,100,131.977308,15,3,1178.49,0.06,94,65.91,3.4,0.21
664,1147.47,100,132.203019,15,0,1147.47,0.06,94,89.18,3.73,0.22
665,1013.6,100,132.415591,14,0,1013.6,0.08,92,47.05,4.9,0.21
666,1227.91,100,132.651836,14.25,4,1227.91,0.13,87,101.29,1.74,0.2
667,870,100,132.862509,14,3,870,0.06,94,47.25,6.68,0.22
668,1051.5,100,133.076075,15,3,1051.5,0.13,87,26.89,3.76,0.2
669,1233.4,100,133.3109,15,3,1233.4,0.06,94,64.39,2.81,0.2
670,586.99,100,133.519753,15,1,586.99,0.09,91,75.59,9.45,0.22
671,1171.34,100,133.746629,9.75,4,1171.34,0.1,90,80.75,2.87,0.19
672,821.83997,100,133.97391,15,1,821.84,0.04,96,56.93,7.4,0.21
673,867.30005,100,134.205768,12,0,867.3,0.06,94,86.87,6.71,0.21
674,968.44006,100,134.426644,15,1,968.44,0.1,90,102.02,5.13,0.21
675,1010.39,100,134.647226,3,4,1010.39,0.06,94,41.38,5.19,0.2
676,1115.3098,100,134.910376,12,0,1115.31,0.14,86,153.77,2.87,0.21
677,1161.4801,100,135.148929,9.75,4,1161.48,0.04,96,34.61,3.86,0.25
678,1113.6699,100,135.350914,14,1,1113.67,0.06,94,79.67,4.09,0.22
679,539.82,100,135.578397,1.6,4,539.82,0.06,94,81.39,10.19,0.19
680,485.62003,100,135.82727,-1,4,485.62,0.07,93,29.61,10.7,0.21
681,857.01,100,136.048479,8,3,857.01,0.06,94,94.25,6.82,0.23
682,1021.72003,100,136.25836,15,1,1021.72,0.05,95,89.42,5.19,0.21
683,1185.2899,100,136.468962,12,0,1185.29,0.06,94,38.79,3.33,0.2
684,1082.06,100,136.724979,14,2,1082.06,0.13,87,217.11,3.41,0.2
685,1174.8999,100,136.932697,14,0,1174.9,0.11,89,94.58,2.68,0.24
686,966.41,100,137.1493,15,1,966.41,0.07,93,72.08,5.53,0.19
687,1046.51,100,137.389476,-1,5,1046.51,0.23,77,199.57,2.11,0.2
688,1022.62,100,137.635484,15,0,1022.62,0.24,76,222.39,2.23,0.22
689,1033.36,100,137.891487,12,4,1033.36,0.15,85,141.1,3.67,0.23
690,1214.1201,100,138.102747,15,3,1214.12,0.07,93,74.09,2.87,0.24
691,1034.3501,100,138.313502,14,2,1034.35,0.06,94,55.85,4.93,0.2
692,815.55994,100,138.537717,15,3,815.56,0.06,94,34.08,7.26,0.2
693,454,100,138.756987,-1,5,454,0.1,90,58.63,10.84,0.21
694,993.91016,100,139.026237,12.67,4,993.91,0.22,78,148.25,2.98,0.2
695,1110.4299,100,139.281218,-1,4,1110.43,0.19,81,213.39,2.06,0.25
696,1150.23,100,139.503478,15,2,1150.23,0.08,92,98.41,3.41,0.24
697,949,100,139.726034,14,0,949,0.03,97,82.17,6.19,0.21
698,1217.17,100,139.957469,15,1,1217.17,0.09,91,55.72,2.53,0.21
699,392.84003,100,140.187052,15,0,392.84,0.07,93,78.2,11.7,0.22
700,967,100,140.397974,14,1,967,0.07,93,41.95,5.53,0.21
701,886.47003,100,140.625265,14,2,886.47,0.05,95,39.15,6.62,0.2
